match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10434117,home,Kasımpaşa,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,22,22,False,33.0,24.0,20.0,11.0,19.0,21.0,5.0,12.0,1.0,9.0,2.0,4.0,5.0,90.0,47.0,7.6,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434117,home,Kasımpaşa,Mickael Tirpan,,,mickael-tirpan,M. Tirpan,D,25,177,58,M,800340,EUR,751334400,D,24,24,False,53.0,45.0,2.0,1.0,25.0,27.0,21.0,29.0,,6.0,,,,90.0,75.0,7.4,14.0,1,3.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
10434117,home,Kasımpaşa,Tarkan Serbest,,,tarkan-serbest,T. Serbest,D,15,184,53,M,164099,EUR,767836800,D,15,15,False,37.0,35.0,2.0,1.0,24.0,25.0,11.0,13.0,2.0,1.0,,,,80.0,45.0,6.7,3.0,0,1.0,,1.0,2.0,2.0,,,,2.0,1.0,1.0,,,,,True,2.0,,,,,,,,,,,,,,,,,
10434117,home,Kasımpaşa,Ryan Donk,,,ryan-donk,R. Donk,D,,192,133,,14900,EUR,512524800,D,4,4,False,50.0,42.0,6.0,3.0,35.0,40.0,7.0,10.0,2.0,11.0,,,,90.0,57.0,6.7,8.0,0,,,3.0,1.0,5.0,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10434117,home,Kasımpaşa,Yasin Özcan,,,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,37.0,31.0,2.0,1.0,16.0,20.0,15.0,17.0,,10.0,,,,86.0,53.0,7.0,10.0,1,,,1.0,3.0,1.0,1.0,,1.0,4.0,,,3.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10434117,home,Kasımpaşa,Valentin Eysseric,,,valentin-eysseric,V. Eysseric,M,,181,141,M,139798,EUR,701481600,M,13,13,False,54.0,44.0,4.0,1.0,18.0,18.0,26.0,37.0,,3.0,,,,79.0,67.0,7.9,13.0,2,1.0,,2.0,4.0,10.0,1.0,1.0,1.0,,4.0,2.0,1.0,3.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10434117,home,Kasımpaşa,Aytaç Kara,,,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,False,58.0,51.0,,,28.0,31.0,23.0,27.0,2.0,8.0,,,,90.0,79.0,8.9,9.0,4,,,1.0,3.0,9.0,2.0,2.0,,1.0,6.0,5.0,1.0,,2.0,,,,,,,3.0,2.0,,1.0,1.0,1.0,,,,,,,,
10434117,home,Kasımpaşa,Haris Hajradinović,,,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,34.0,29.0,3.0,2.0,11.0,13.0,18.0,22.0,,7.0,,,,75.0,43.0,6.6,8.0,1,1.0,,2.0,5.0,4.0,,,,,2.0,2.0,2.0,,3.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,,
10434117,home,Kasımpaşa,Mortadha Ben Ouanes,,,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,F,12,12,False,35.0,24.0,,,6.0,10.0,18.0,29.0,1.0,5.0,,,,90.0,63.0,8.1,25.0,1,4.0,,,7.0,4.0,4.0,3.0,,1.0,,,3.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,,4.0,,,,,,,,,,
10434117,home,Kasımpaşa,Mamadou Fall,,,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,F,7,7,False,15.0,12.0,,,3.0,3.0,9.0,13.0,,3.0,,,,90.0,30.0,7.7,9.0,1,1.0,,,6.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,,
