match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_errorLeadToAGoal
10629303,home,Bournemouth,Mark Travers,,,mark-travers,M. Travers,G,12,191.0,615,M,856720,EUR,926985600,G,1,1,False,24.0,15.0,9.0,15.0,18.0,6.0,1.0,8.0,1.0,1.0,90.0,32.0,6.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10629303,home,Bournemouth,Jack Stacey,,,jack-stacey,J. Stacey,D,3,180.0,115,M,583450,EUR,828748800,D,17,17,False,47.0,37.0,2.0,29.0,31.0,16.0,2.0,5.0,,,90.0,68.0,6.2,14.0,1,1.0,8.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10629303,home,Bournemouth,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185.0,210,M,134361,EUR,759628800,D,3,3,False,48.0,41.0,4.0,36.0,40.0,8.0,2.0,4.0,,,90.0,55.0,6.8,7.0,1,3.0,5.0,2.0,5.0,4.0,,,,,,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
10629303,home,Bournemouth,Chris Mepham,,,chris-mepham,C. Mepham,D,2,191.0,389,M,865740,EUR,878688000,D,6,6,False,52.0,43.0,8.0,37.0,41.0,11.0,4.0,5.0,,,90.0,59.0,6.6,9.0,0,1.0,6.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
10629303,home,Bournemouth,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173.0,788,M,964119,EUR,942537600,D,33,33,False,39.0,29.0,4.0,12.0,13.0,26.0,,6.0,,,65.0,50.0,7.0,14.0,0,,17.0,,2.0,5.0,,2.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,
10629303,home,Bournemouth,Joe Rothwell,,,joe-rothwell,J. Rothwell,M,48,185.0,269,M,190853,EUR,789782400,M,14,14,False,36.0,36.0,4.0,21.0,21.0,15.0,1.0,1.0,,,75.0,43.0,6.9,,0,4.0,15.0,,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
10629303,home,Bournemouth,Ben Pearson,,,ben-pearson,B. Pearson,M,4,174.0,72,M,190857,EUR,789177600,M,22,22,False,34.0,32.0,3.0,20.0,20.0,14.0,1.0,7.0,,,90.0,43.0,6.8,3.0,0,2.0,12.0,1.0,3.0,4.0,2.0,,,,,2.0,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,
10629303,home,Bournemouth,Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,177.0,1087,M,1020680,EUR,944006400,M,32,32,False,40.0,32.0,6.0,13.0,14.0,28.0,,7.0,,,90.0,60.0,7.0,18.0,2,3.0,19.0,2.0,5.0,2.0,,2.0,,,5.0,,,,1.0,1.0,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,
10629303,home,Bournemouth,Junior Stanislas,,,junior-stanislas,J. Stanislas,M,,183.0,81,,44823,EUR,628041600,M,19,19,False,17.0,15.0,,7.0,7.0,12.0,,2.0,,,66.0,30.0,7.9,7.0,1,,9.0,1.0,4.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,3.0,2.0,3.0,1.0,1.0,True,1.0,1.0,,,,,
10629303,home,Bournemouth,Ryan Christie,,,ryan-christie,R. Christie,M,10,178.0,1202,M,322391,EUR,793411200,M,10,10,False,25.0,18.0,3.0,8.0,10.0,16.0,1.0,4.0,,,88.0,35.0,6.3,11.0,0,1.0,11.0,1.0,7.0,1.0,1.0,,,,1.0,,,,1.0,,3.0,,,,1.0,1.0,2.0,,,,,1.0,,,,,
