match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_challengeLost,stat_penaltyWon,stat_errorLeadToAGoal,stat_ownGoals,stat_penaltyMiss
12437031,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,F,11,11,False,31.0,23.0,,,0.0,9.0,9.0,14.0,22.0,,,3.0,2.0,,2.0,,1.0,,,,,,,,,,90.0,42.0,7.5,12.0,0.0177395,2,,,1.0,,,1.0,,3.0,1.0,,1.0,1.0,,0.3564,0.8056,,,,1.0,,,,,,,,,
12437031,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,True,11.0,8.0,1.0,,0.0,5.0,6.0,3.0,6.0,,,1.0,3.0,,1.0,,,1.0,,,,,,,,,28.0,19.0,6.8,4.0,0.00111263,0,,1.0,,3.0,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
12437031,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,True,11.0,11.0,1.0,1.0,0.0,7.0,7.0,4.0,4.0,,,4.0,3.0,,2.0,,3.0,,,,,,,,,,28.0,19.0,6.5,3.0,0.00287841,1,,,1.0,,,,,2.0,,1.0,,,,0.0647,,,,,,,,,,1.0,,,,
12437031,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,True,11.0,10.0,1.0,1.0,0.0,6.0,6.0,4.0,5.0,,,1.0,,2.0,,,,,,,,,,,,,18.0,19.0,6.7,3.0,0.00127615,0,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
12437031,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,True,2.0,1.0,,,0.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,18.0,3.0,6.5,1.0,4.934e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,home,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,985,M,,150396,EUR,775785600,D,17,17,True,13.0,12.0,1.0,,0.0,10.0,11.0,2.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,11.0,16.0,6.4,2.0,0.00078944,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,,42209,EUR,600825600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,home,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,816,M,,368134,EUR,811382400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,M,67,67,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,home,Newcastle United,William Osula,,,osula-william,W. Osula,F,18,191,2934,M,,1122603,EUR,1059955200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,25.0,9.0,19.0,4.0,0.0,5.0,7.0,4.0,18.0,,,,,,7.0,,,,1.0,2.0,,,3.0,,,,90.0,30.0,5.7,16.0,0.00323619,0,-2.6054,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,17.0,16.0,2.0,1.0,0.0,12.0,12.0,4.0,5.0,2.0,3.0,3.0,3.0,8.0,2.0,,1.0,1.0,,,,,,,,,90.0,32.0,6.7,1.0,0.00156088,1,,,,,,,,,,1.0,,,,0.2308,,,2.0,,,,,1.0,,,1.0,,,
12437031,away,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,39.0,29.0,4.0,1.0,0.0,20.0,25.0,9.0,14.0,,2.0,,2.0,3.0,5.0,,,,,,,,,,,,90.0,48.0,5.8,12.0,0.241286,0,,,,,,2.0,1.0,,,,,,3.0,,,1.0,,,,,,,,,,1.0,,
12437031,away,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,58.0,50.0,5.0,2.0,0.0,25.0,26.0,25.0,34.0,2.0,1.0,2.0,3.0,3.0,4.0,,1.0,1.0,,,,,,,,,90.0,73.0,6.1,12.0,0.0741023,0,,2.0,,1.0,,1.0,2.0,,,,,,,,,,,True,,,,,,,,,1.0,
12437031,away,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,22.0,17.0,1.0,,0.0,4.0,6.0,13.0,17.0,1.0,,6.0,6.0,3.0,4.0,,,1.0,,,,,,,,,90.0,51.0,6.8,9.0,0.0380507,1,,1.0,2.0,6.0,3.0,1.0,1.0,,,,1.0,,1.0,0.2035,,,1.0,,,,,,,2.0,,,,
12437031,away,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,34.0,28.0,1.0,,0.0,17.0,19.0,12.0,16.0,2.0,,4.0,1.0,1.0,5.0,,,2.0,,,,,,,,,85.0,49.0,6.3,12.0,0.0576508,0,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,
12437031,away,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1026,M,,193554,EUR,798076800,M,19,19,False,22.0,17.0,2.0,,0.0,11.0,13.0,7.0,10.0,1.0,1.0,5.0,1.0,,1.0,,,4.0,,,,,,,,,57.0,27.0,5.5,6.0,0.229615,1,,1.0,,,,1.0,1.0,,,1.0,,,,0.0757,,1.0,,,,1.0,1.0,,,,,1.0,,
12437031,away,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,29.0,19.0,2.0,,0.0,6.0,10.0,14.0,22.0,,,3.0,1.0,3.0,4.0,,,1.0,,,,,,,,,90.0,53.0,6.2,15.0,0.2408,0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
12437031,away,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,19.0,13.0,,,0.0,4.0,4.0,9.0,16.0,2.0,1.0,3.0,3.0,1.0,4.0,,2.0,1.0,,,,,,,,,76.0,29.0,6.7,8.0,0.0121224,1,,1.0,,,,1.0,1.0,,,1.0,,,,0.0297,,,,,,,,,1.0,,,,,
12437031,away,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,10.0,9.0,,,0.0,6.0,6.0,3.0,6.0,1.0,,4.0,1.0,,,,,1.0,,,,,,,,,57.0,24.0,5.9,10.0,0.0110454,1,,2.0,2.0,1.0,,5.0,,,,,1.0,,1.0,0.7884,0.8094,,,,,,,1.0,,,,,,1.0
12437031,away,Crystal Palace,Jean-Philippe Mateta,,,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,Matetajphilippe,848276,EUR,867456000,F,14,14,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,1.0,1.0,2.0,3.0,,,,2.0,1.0,,,,,,,,,56.0,16.0,6.4,4.0,0.00623319,2,,,,,,2.0,,,,,1.0,,,0.3637,0.0203,,,,1.0,,,1.0,,,,,,
12437031,away,Crystal Palace,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175,6443,M,EN9,858194,EUR,928022400,F,9,9,True,13.0,11.0,,,0.0,6.0,6.0,5.0,7.0,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,34.0,19.0,6.9,4.0,0.00527012,2,,,,,,2.0,,1.0,1.0,1.0,1.0,,,0.2261,0.2165,,,,,,,,,,,,,
12437031,away,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,18,18,True,23.0,23.0,,,0.0,7.0,7.0,17.0,18.0,,,1.0,,,4.0,,,,,,,,,,,,33.0,28.0,6.7,1.0,0.074661,2,,2.0,,,,,1.0,,,,,,,0.0855,,,,,2.0,,1.0,,,1.0,,,,
12437031,away,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,True,28.0,21.0,2.0,,0.0,8.0,9.0,13.0,20.0,,,1.0,2.0,,5.0,,2.0,1.0,,,,,,,,,33.0,32.0,6.7,9.0,0.0289823,0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Romain Esse,,,romain-esse,R. Esse,M,14,178,1101,M,,1438837,EUR,1115942400,M,21,21,True,8.0,8.0,,,0.0,1.0,1.0,7.0,7.0,,,1.0,1.0,,,,,,,,,,,,,,14.0,13.0,6.8,2.0,0.100054,0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Justin Devenny,,,devenny-justin,J. Devenny,M,55,184,726,M,,1084311,EUR,1065830400,M,55,55,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,1.0,,,,,,1.0,,,,,,,,,11.0,6.0,6.5,1.0,0.00548194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Matt Turner,,,matt-turner,M. Turner,G,30,190,1518,M,,833943,EUR,772416000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175,676,M,,43215,EUR,670809600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Ben Chilwell,,,ben-chilwell,B. Chilwell,D,3,181,10903,M,Chilly,802695,EUR,851126400,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437031,away,Crystal Palace,Matheus França,Matheus França,,matheus-franca,Matheus França,F,9,184,3714,M,,1116593,EUR,1080777600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
