match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,captain,stat_aerialLost,stat_totalContest,stat_wonContest,player_sofascoreId,stat_goalAssist,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_outfielderBlock,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves
10385714,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,20.0,20.0,1.0,1.0,20.0,20.0,5.0,1.0,90.0,24.0,6.3,0.0,0.0,9.148e-05,0,-0.4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,37.0,31.0,1.0,,14.0,18.0,2.0,,74.0,54.0,6.8,0.0836,0.1295,0.0198091,1,,17.0,21.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,131.0,123.0,6.0,2.0,80.0,81.0,4.0,,90.0,134.0,6.6,0.0,0.0,0.0172506,0,,43.0,50.0,,,2.0,2.0,1.0,,,,1.0,1.0,,,8.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,996911,EUR,1046217600,D,6,6,False,117.0,108.0,5.0,3.0,67.0,70.0,4.0,,89.0,127.0,7.4,0.0454,0.0,0.0638376,1,,41.0,47.0,,4.0,2.0,7.0,,,,1.0,2.0,2.0,,1.0,10.0,2.0,,1.0,1.0,1.0,LColwill,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,57.0,53.0,,,19.0,21.0,8.0,,90.0,82.0,7.1,0.1032,0.0,0.157526,2,,36.0,43.0,7.0,,3.0,3.0,,2.0,,2.0,1.0,,,,12.0,3.0,,1.0,2.0,2.0,pervisestupinan,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,54.0,50.0,1.0,1.0,18.0,19.0,3.0,,90.0,73.0,8.0,0.2688,0.9443,0.209503,4,,34.0,42.0,7.0,1.0,3.0,4.0,1.0,,3.0,,2.0,2.0,1.0,2.0,12.0,2.0,,,,,pascalgross65,,,,2.0,2.0,1.0,,1.0,,,,,,,,,
10385714,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,987650,EUR,1004659200,M,25,25,False,67.0,63.0,,,22.0,24.0,7.0,,90.0,78.0,7.0,0.0253,0.0161,0.0469225,1,,41.0,44.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,7.0,1.0,,,,,MoisesCaicedo55,,,3.0,1.0,,,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,M,20,20,False,20.0,15.0,,,2.0,2.0,3.0,,45.0,39.0,6.4,0.1127,0.0,0.0731219,2,,13.0,21.0,3.0,,4.0,5.0,,,,,1.0,1.0,3.0,,13.0,1.0,,,5.0,1.0,julioenciso.33,,,,1.0,,2.0,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,895324,EUR,914457600,M,10,10,False,45.0,38.0,2.0,2.0,5.0,5.0,3.0,,90.0,58.0,8.1,0.0597,0.0,0.262654,1,,33.0,40.0,,1.0,1.0,8.0,,,,,,,3.0,,9.0,7.0,,,5.0,4.0,Macca10,1.0,1.0,,1.0,,,,,,,,,,,,,
10385714,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,25.0,23.0,,,3.0,3.0,7.0,,88.0,39.0,6.6,0.8165,0.0,0.240777,3,,20.0,22.0,,1.0,5.0,2.0,,2.0,,,,,1.0,1.0,10.0,4.0,,,2.0,,KaoruM,1.0,3.0,1.0,3.0,,,,,,,1.0,2.0,1.0,,,,
