match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,playerName,reason,rescinded,player_id,player_name,description,from
14062181,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
14062181,,,,,90,0.0,,1,,,injuryTime,5.0,,,,,,,,,,,
14062181,,,,,87,,,4,,,substitution,,125392014.0,False,False,regular,,,,,,,
14062181,,,,,86,,,5,,,substitution,,125392013.0,False,False,regular,,,,,,,
14062181,,,,,77,,,14,,,substitution,,125391966.0,False,False,regular,,,,,,,
14062181,,,,,77,,,14,,,substitution,,125391965.0,False,False,regular,,,,,,,
14062181,,,,,76,,,15,,,substitution,,125391964.0,False,True,regular,,,,,,,
14062181,,,,,76,,,15,,,substitution,,125391963.0,False,True,regular,,,,,,,
14062181,,,,,74,,,17,,,card,,124554680.0,,True,yellow,Derry Scherhant,Time wasting,False,1131002.0,Derry Scherhant,,
14062181,,,,,69,,,22,,,card,,124554668.0,,False,yellow,Alessio Castro-Montes,Argument,False,839898.0,Alessio Castro-Montes,,
14062181,,,,,67,,,24,,,substitution,,125391931.0,False,False,regular,,,,,,,
14062181,,,,,66,,,25,,,inGamePenalty,,118600741.0,,True,missed,,goalkeeperSave,,1019321.0,Igor Matanović,Goalkeeper save,
14062181,,,,,63,,,28,,,substitution,,125391889.0,False,True,regular,,,,,,,
14062181,,,,,62,,,29,,,substitution,,125391888.0,False,True,regular,,,,,,,
14062181,,,,,62,,,29,,,card,,124554644.0,,False,yellow,Tom Krauß,Foul,False,930272.0,Tom Krauß,,
14062181,,,,,55,,,36,,,substitution,,125391823.0,True,True,injury,,,,,,,
14062181,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
14062181,,,,,45,0.0,,1,,,injuryTime,2.0,,,,,,,,,,,
14062181,,2.0,1.0,,44,,,2,,,goal,,336086627.0,,True,regular,,,,1019321.0,Igor Matanović,,
14062181,,1.0,1.0,,11,,,35,,,goal,,336082002.0,,True,regular,,,,1131002.0,Derry Scherhant,,
14062181,,0.0,1.0,,10,,,36,,,goal,,336082004.0,,False,ownGoal,,,,1131337.0,Max Rosenfelder,,owngoal
