match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wonTackle,captain,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed
11450114,home,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,33,33,False,28.0,13.0,20.0,5.0,8.0,8.0,5.0,20.0,2.0,3.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,90.0,38.0,7.4,15.0,0.00149783,0,0.8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450114,home,Gaziantep FK,Ömürcan Artan,omurcan-artan,Ö. Artan,D,179.0,17,M,1016384,EUR,933033600,D,27,27,False,21.0,12.0,1.0,,6.0,13.0,7.0,13.0,3.0,3.0,8.0,,,,,,,78.0,46.0,6.6,17.0,0.0462342,0,,,,2,5.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11450114,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,187.0,127,M,904228,EUR,908409600,D,4,4,False,39.0,26.0,10.0,2.0,20.0,21.0,6.0,18.0,10.0,14.0,7.0,,2.0,2.0,,,,90.0,57.0,7.5,14.0,0.0358666,0,,,,4,,,3.0,3.0,,6.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,
11450114,home,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184.0,462,M,38533,EUR,638496000,D,63,63,False,21.0,20.0,3.0,2.0,15.0,15.0,5.0,6.0,3.0,5.0,5.0,,1.0,1.0,,,,90.0,34.0,6.9,1.0,0.00603191,0,,,,3,,,4.0,4.0,,7.0,1.0,,,,1.0,,,,,,,,,,,,,,
11450114,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193.0,175,M,106661,EUR,596937600,D,3,3,False,59.0,37.0,16.0,4.0,19.0,22.0,19.0,40.0,9.0,11.0,5.0,,1.0,1.0,,,,90.0,86.0,7.1,27.0,0.133321,1,,,,3,3.0,1.0,2.0,3.0,,8.0,5.0,2.0,,1.0,1.0,True,1.0,1.0,0.0683,,,,,,,,,,
11450114,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,177.0,65,M,940367,EUR,892944000,D,22,22,False,30.0,24.0,4.0,1.0,10.0,13.0,14.0,18.0,,5.0,6.0,,4.0,,,,,90.0,61.0,6.6,16.0,0.077604,1,,,,22,1.0,,1.0,7.0,1.0,3.0,,2.0,1.0,,1.0,,4.0,,0.0305,1.0,1.0,1.0,1.0,,,,,,
11450114,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177.0,793,M,180511,EUR,647395200,M,44,44,False,20.0,16.0,2.0,2.0,7.0,8.0,11.0,15.0,1.0,4.0,2.0,,1.0,1.0,,,,62.0,32.0,7.1,7.0,0.138203,1,,,,44,3.0,2.0,1.0,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,0.0232,,1.0,,,1.0,,,,,
11450114,home,Gaziantep FK,Marko Jevtović,marko-jevtovic,M. Jevtović,M,194.0,134,M,310068,EUR,743472000,M,8,8,False,27.0,19.0,3.0,,14.0,14.0,5.0,13.0,3.0,4.0,2.0,,1.0,,,,,79.0,36.0,7.0,9.0,0.00600801,1,,,,16,,,2.0,2.0,,1.0,2.0,,,1.0,1.0,,,,0.0336,,,1.0,,,,,,,
11450114,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,172.0,50,M,859783,EUR,917136000,M,61,61,False,28.0,24.0,1.0,1.0,11.0,13.0,13.0,15.0,,9.0,13.0,,2.0,5.0,,,,90.0,50.0,7.5,11.0,0.0183318,2,,,,61,,,1.0,7.0,1.0,,2.0,3.0,3.0,,2.0,,4.0,1.0,0.0437,1.0,2.0,,,,1.0,1.0,0.2542,,
11450114,home,Gaziantep FK,Jamiro Monteiro,monteiro-jamiro,J. Monteiro,M,175.0,308,M,815080,EUR,754444800,M,23,23,False,25.0,19.0,3.0,1.0,11.0,14.0,8.0,11.0,,9.0,4.0,,3.0,2.0,,,,62.0,45.0,7.3,10.0,0.0158545,2,,Jamiro,Monteiro,35,,,2.0,7.0,,,,,1.0,2.0,2.0,,5.0,1.0,0.0916,3.0,4.0,,,1.0,1.0,,0.0289,,
11450114,home,Gaziantep FK,Denis Drăguş,denis-dragus,D. Drăguş,F,184.0,2440,M,841199,EUR,931219200,F,70,70,False,26.0,11.0,,,4.0,5.0,7.0,23.0,5.0,12.0,6.0,,3.0,,,,,89.0,56.0,6.3,32.0,0.00343105,1,,,,70,2.0,,7.0,20.0,2.0,1.0,,4.0,1.0,1.0,1.0,,9.0,,0.0192,5.0,4.0,1.0,,1.0,,,,,
11450114,home,Gaziantep FK,Max Gradel,max-gradel,M. Gradel,M,177.0,1287,M,16590,EUR,565228800,M,10,10,True,13.0,10.0,1.0,,3.0,4.0,7.0,11.0,,3.0,,,,1.0,,,,28.0,22.0,6.4,7.0,0.00809762,0,,,,,2.0,,2.0,5.0,1.0,,,1.0,1.0,,,,2.0,,,1.0,2.0,,,,,,,,
