match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_outfielderBlock,stat_fouls,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_ownGoals,stat_goals,stat_errorLeadToAShot,stat_goalAssist
10438194,home,Benfica,Odysseas Vlachodimos,,,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400,G,99,99,False,25.0,15.0,12.0,2.0,13.0,17.0,2.0,8.0,1.0,2.0,1.0,14.0,2.0,1.0,1.0,1.0,90.0,41.0,6.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438194,home,Benfica,Alexander Bah,,,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,False,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,,,,26.0,13.0,7.1,2.0,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438194,home,Benfica,António Silva,,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,66,66,False,65.0,61.0,8.0,6.0,49.0,52.0,12.0,14.0,4.0,7.0,1.0,5.0,1.0,,,,90.0,77.0,6.9,8.0,0,1.0,,,3.0,,2.0,1.0,1.0,1.0,antoniosilva.66,2.0,1.0,1.0,,,,,,,,,,,,,
10438194,home,Benfica,Nicolás Otamendi,,,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,74.0,61.0,12.0,6.0,42.0,49.0,19.0,26.0,4.0,10.0,1.0,11.0,2.0,,,,90.0,95.0,7.5,15.0,2,1.0,,2.0,4.0,5.0,4.0,2.0,,,Notamendi30,1.0,,1.0,True,1.0,1.0,,,,,,,,,,
10438194,home,Benfica,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13008,M,177177,EUR,811555200,D,3,3,False,72.0,59.0,9.0,4.0,32.0,34.0,28.0,42.0,,6.0,1.0,5.0,,,,,90.0,100.0,6.8,23.0,1,4.0,1.0,,5.0,2.0,5.0,3.0,1.0,3.0,grimaldo35,,,,,,1.0,4.0,2.0,1.0,,,,,,,
10438194,home,Benfica,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,False,29.0,27.0,1.0,1.0,17.0,18.0,10.0,11.0,,4.0,2.0,4.0,,,,,56.0,37.0,6.8,3.0,0,,,,1.0,1.0,4.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
10438194,home,Benfica,Chiquinho,,,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000,M,22,22,False,58.0,47.0,8.0,4.0,23.0,24.0,24.0,36.0,,8.0,,6.0,3.0,,,,90.0,75.0,7.2,15.0,1,2.0,,2.0,4.0,1.0,4.0,,2.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
10438194,home,Benfica,João Mário,,,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,39.0,32.0,1.0,,10.0,11.0,22.0,31.0,2.0,9.0,1.0,4.0,3.0,,,,90.0,62.0,6.5,17.0,0,3.0,,,9.0,,4.0,4.0,4.0,,JoaoMario,2.0,,4.0,,,,2.0,1.0,,,1.0,,,,,
10438194,home,Benfica,Rafa Silva,,,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,14.0,9.0,1.0,1.0,4.0,5.0,5.0,9.0,1.0,4.0,,2.0,1.0,,,,87.0,27.0,6.0,11.0,0,,,2.0,8.0,,,,2.0,,Rafa_Silva,,,1.0,,,,1.0,6.0,2.0,,,,,,,
10438194,home,Benfica,Fredrik Aursnes,,,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,M,8,8,False,59.0,42.0,8.0,3.0,17.0,23.0,26.0,37.0,,3.0,1.0,8.0,1.0,,,,90.0,75.0,6.1,22.0,0,1.0,1.0,3.0,10.0,2.0,2.0,1.0,1.0,,,2.0,,1.0,,,,2.0,2.0,,,1.0,,,,,
