match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_fouls,stat_aerialLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_totalContest,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyMiss,stat_penaltyWon,player_firstName,player_lastName,player_sofascoreId,stat_penaltyConceded,stat_totalOffside,stat_penaltySave,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10433781,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,45.0,19.0,35.0,11.0,14.0,17.0,5.0,28.0,1.0,15.0,1.0,2.0,1.0,3.0,1.0,90.0,57.0,6.8,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Şener Özbayraklı,sener-ozbayrakli,Ş. Özbayraklı,D,,172,44,,129992,EUR,632966400,D,2,2,False,1.0,1.0,,,1.0,1.0,,,,,,,,,,13.0,1.0,6.4,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Edgar Ié,edgar-ie,E. Ié,D,32,182,216,M,235458,EUR,767750400,D,51,51,False,19.0,17.0,2.0,,15.0,15.0,2.0,4.0,3.0,4.0,,,,,,90.0,30.0,6.9,2.0,0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,D,21,21,False,6.0,5.0,,,4.0,5.0,1.0,1.0,,,,,,,,7.0,7.0,3.0,2.0,0,1.0,1.0,,,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,60,60,False,18.0,8.0,5.0,1.0,4.0,8.0,5.0,12.0,4.0,1.0,,,,,,80.0,42.0,6.5,15.0,0,6.0,3.0,2.0,4.0,,1.0,2.0,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,21.0,17.0,2.0,,11.0,12.0,6.0,9.0,1.0,5.0,,,,,,90.0,30.0,6.4,7.0,0,3.0,1.0,,2.0,1.0,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Adnan Januzaj,adnan-januzaj,A. Januzaj,M,24,186,1621,M,328145,EUR,791942400,M,11,11,False,26.0,15.0,3.0,,3.0,8.0,12.0,19.0,,6.0,,,,,,90.0,48.0,7.1,23.0,2,6.0,,,9.0,,,1.0,,1.0,,6.0,1.0,,2.0,2.0,1.0,,9.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,M,42,42,False,27.0,17.0,5.0,2.0,8.0,11.0,9.0,17.0,5.0,4.0,,,,,,90.0,48.0,6.5,13.0,1,3.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10433781,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,False,17.0,14.0,2.0,1.0,6.0,7.0,8.0,10.0,1.0,2.0,,,,,,69.0,26.0,6.6,5.0,3,7.0,,3.0,2.0,,1.0,,,,,,,,1.0,2.0,,1.0,2.0,,1.0,,,,1.0,3.0,1.0,1.0,,,,,,,,,,
10433781,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,False,12.0,8.0,2.0,,1.0,3.0,7.0,10.0,2.0,4.0,,,,,,80.0,26.0,6.9,8.0,2,4.0,1.0,1.0,5.0,,2.0,,,2.0,,1.0,1.0,,2.0,,,1.0,2.0,,1.0,,2.0,,,,,,1.0,,,,,,,,,
