match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_keyPass,stat_accurateCross,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_goalAssist,player_sofascoreId,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
10434069,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,23.0,18.0,9.0,4.0,17.0,19.0,1.0,4.0,8.0,2.0,2.0,4.0,90.0,36.0,7.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434069,home,Trabzonspor,Bruno Peres,bruno-peres,B. Peres,D,13,178,204,M,243175,EUR,636249600,D,33,33,False,,71.0,59.0,3.0,1.0,37.0,38.0,22.0,34.0,3.0,,,,90.0,92.0,7.2,15.0,0,1.0,1.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10434069,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,3,3,False,,101.0,92.0,9.0,6.0,60.0,65.0,32.0,36.0,7.0,,,,90.0,114.0,8.5,9.0,2,,1.0,3.0,11.0,,1.0,1.0,,1.0,,,,2.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10434069,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,100.0,93.0,5.0,4.0,67.0,72.0,27.0,29.0,6.0,,,,90.0,109.0,7.4,7.0,1,1.0,1.0,1.0,4.0,,,,2.0,1.0,1.0,1.0,,,,3.0,,1.0,,,,1.0,,,,,,,,,,
10434069,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,52.0,47.0,3.0,1.0,32.0,34.0,15.0,20.0,6.0,,,,90.0,80.0,6.9,11.0,0,2.0,2.0,6.0,7.0,,5.0,2.0,1.0,2.0,1.0,1.0,,3.0,,1.0,,,,,,,,,1.0,,,,,,,
10434069,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,,52.0,49.0,1.0,,31.0,31.0,18.0,21.0,9.0,,,,70.0,61.0,6.6,6.0,1,,1.0,4.0,2.0,,2.0,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,
10434069,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,49.0,47.0,4.0,3.0,18.0,19.0,29.0,31.0,8.0,,,,75.0,67.0,7.7,7.0,1,1.0,,1.0,6.0,,,,,2.0,3.0,3.0,1.0,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
10434069,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,False,,32.0,25.0,3.0,2.0,6.0,6.0,19.0,26.0,2.0,,,,60.0,43.0,7.0,12.0,3,,1.0,8.0,3.0,1.0,2.0,,,,,,1.0,2.0,2.0,1.0,1.0,,1.0,,2.0,,,,2.0,2.0,1.0,,,,,
10434069,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2113,M,114076,EUR,741225600,M,11,11,False,,54.0,45.0,4.0,2.0,17.0,17.0,31.0,42.0,5.0,,,,61.0,74.0,7.6,14.0,3,5.0,,5.0,4.0,3.0,2.0,1.0,,,2.0,,1.0,1.0,,,1.0,2.0,1.0,,3.0,3.0,,,1.0,,,,,,,
10434069,home,Trabzonspor,Djaniny,djaniny,Djaniny,F,,190,371,M,975869,EUR,669513600,M,21,21,False,,40.0,36.0,,,16.0,16.0,20.0,24.0,1.0,,,,90.0,59.0,7.3,10.0,3,,4.0,8.0,7.0,,3.0,1.0,,,2.0,,2.0,2.0,1.0,2.0,3.0,,,,4.0,,,,2.0,,,,,,,
