match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_outfielderBlock
14083151,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,41.0,19.0,26.0,5.0,0.0,14.0,20.0,5.0,21.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,51.0,7.8,22.0,0.00865899,48.340091865051,11.0,28.455,4.935,0.254,0,0.9983,0.08,0.01,0.34,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083151,home,Athletic Club,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,,910267,EUR,930873600,D,12,12,False,22.0,16.0,3.0,,0.0,8.0,10.0,8.0,12.0,1.0,1.0,2.0,6.0,,,,,,,,82.0,49.0,6.9,14.0,0.163959,52.574167748187,5.0,35.385,28.245,,0,,0.28,0.05,0.17,,,,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
14083151,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,51.0,43.0,6.0,2.0,0.0,32.0,33.0,11.0,18.0,1.0,3.0,3.0,2.0,1.0,,,,,,,90.0,61.0,6.9,9.0,0.00334323,151.70575321518,15.0,95.34,22.155,,1,,0.05,0.1,0.13,,,,,,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,0.1504,-0.19,,,,,,,,,,,,
14083151,home,Athletic Club,Aymeric Laporte,aymeric-laporte,A. Laporte,D,14,191,10335,M,laporte27,149734,EUR,769996800,D,14,14,False,17.0,17.0,,,0.0,9.0,9.0,8.0,8.0,2.0,2.0,1.0,1.0,,,,,,,,33.0,21.0,6.7,,0.0016618,53.308316118032,5.0,46.62,13.545,,1,,0.03,0.04,0.13,,,,,,,1.0,,,,1.0,1.0,,,,0.0641,-0.07,1.0,,,,,,,,,,,
14083151,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,39.0,35.0,1.0,1.0,0.0,17.0,17.0,18.0,22.0,4.0,8.0,9.0,1.0,1.0,,,,,,,90.0,66.0,7.5,8.0,0.0203254,73.91608290761,8.0,5.985,30.975,,0,,0.17,0.04,0.33,,,,2.0,,2.0,4.0,,1.0,,1.0,,,3.0,2.0,,,,True,1.0,,,,,,,,,
14083151,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,45.0,36.0,9.0,5.0,0.0,17.0,19.0,19.0,26.0,1.0,7.0,1.0,13.0,2.0,,,,,,,66.0,57.0,8.0,9.0,0.161376,128.20860399315,14.0,66.36,19.005,,0,,0.61,0.16,0.15,,,,,,1.0,3.0,,2.0,,,1.0,,3.0,3.0,,,,,,2.0,1.0,1.0,,,,,,
14083151,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,18,18,False,35.0,31.0,1.0,1.0,0.0,10.0,11.0,21.0,24.0,2.0,4.0,2.0,2.0,1.0,,,,,,,90.0,54.0,6.7,10.0,0.0316677,28.560477016793,3.0,-10.5,2.205,,1,,0.31,0.01,-0.1,,,,3.0,,1.0,7.0,,3.0,1.0,1.0,,,1.0,1.0,0.0168,0.01,1.0,,2.0,3.0,,,,,,,,
14083151,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,41.0,24.0,4.0,1.0,0.0,8.0,10.0,16.0,31.0,3.0,5.0,1.0,7.0,1.0,,,,,,,90.0,62.0,7.6,24.0,0.259421,138.15454906579,13.0,60.9,33.6,,2,,0.1,0.06,0.0,,,,8.0,3.0,5.0,10.0,,2.0,,1.0,4.0,1.0,1.0,1.0,0.0784,0.54,,,1.0,2.0,2.0,1.0,1.0,1.0,0.3326,,,
14083151,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,17.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,13.0,,1.0,,2.0,1.0,,,,,,,82.0,27.0,6.1,5.0,0.00837109,53.729296533735,7.0,30.24,23.415,,5,,-0.01,0.03,-0.05,,,,,,2.0,4.0,,,2.0,1.0,,3.0,,,0.3275,-0.65,1.0,,,1.0,,,1.0,,0.1772,1.0,,
14083151,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,10,10,False,34.0,23.0,4.0,2.0,1.0,6.0,11.0,17.0,23.0,1.0,9.0,1.0,7.0,2.0,,,,,,,90.0,62.0,8.0,23.0,0.578636,210.98982259546,19.0,117.705,23.73,,3,,0.76,0.45,-0.09,,,,,,1.0,9.0,,2.0,6.0,,2.0,2.0,,,0.1063,-0.44,,,1.0,2.0,11.0,6.0,1.0,,0.2078,,1.0,
