match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_bigChanceCreated,player_firstName,player_lastName,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside
12450912,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,38.0,34.0,9.0,6.0,0.0,34.0,36.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,49.0,7.4,5.0,0.00011706,0,0.6394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,,839493,EUR,823996800,D,62,62,False,67.0,63.0,3.0,1.0,0.0,42.0,43.0,25.0,,3.0,,,,,,,,90.0,79.0,6.0,10.0,0.023718,0,,21.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,88.0,79.0,5.0,4.0,0.0,60.0,62.0,26.0,3.0,10.0,,1.0,1.0,,,,,90.0,99.0,7.1,9.0,0.0123649,0,,19.0,,1.0,4.0,,5.0,,,1.0,2.0,True,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,D,19,19,False,73.0,66.0,4.0,1.0,0.0,44.0,48.0,26.0,7.0,4.0,,5.0,3.0,,,,,90.0,90.0,6.9,9.0,0.0406275,0,,23.0,1.0,1.0,3.0,1.0,3.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,M,44,44,False,44.0,34.0,3.0,1.0,0.0,14.0,16.0,32.0,4.0,4.0,,2.0,1.0,,,,,90.0,60.0,7.7,16.0,0.395971,1,,21.0,4.0,,2.0,4.0,3.0,,,,3.0,,,,,,1.0,2.0,1.0,1.0,0.8421,0.9913,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,82.0,74.0,1.0,1.0,0.0,36.0,41.0,41.0,4.0,8.0,,2.0,2.0,,,,,90.0,96.0,6.8,12.0,0.0285438,1,,38.0,,,7.0,,1.0,,3.0,4.0,,,,2.0,,2.0,,,,,0.0727,,1.0,1.0,,,,,,,,,,,
12450912,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,,581314,EUR,786758400,M,21,21,False,86.0,78.0,3.0,2.0,0.0,44.0,47.0,39.0,6.0,10.0,,2.0,1.0,,,,,90.0,109.0,7.2,10.0,0.0366254,0,,34.0,,,3.0,2.0,3.0,,2.0,3.0,,,,,4.0,2.0,,2.0,,,,,,,2.0,1.0,,,,,,,,,
12450912,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185,742,M,,558320,EUR,821318400,M,6,6,False,36.0,30.0,2.0,1.0,0.0,14.0,18.0,21.0,6.0,7.0,,2.0,2.0,,,,,60.0,61.0,6.8,15.0,0.0872311,1,,17.0,3.0,,6.0,6.0,,,1.0,1.0,,,1.0,,,,1.0,3.0,,,0.086,,2.0,1.0,,,,,,,,,,,
12450912,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,F,10,10,False,40.0,29.0,2.0,,0.0,14.0,16.0,31.0,5.0,1.0,,2.0,2.0,,,,,89.0,70.0,7.0,28.0,0.0457321,5,,15.0,7.0,1.0,11.0,4.0,,,2.0,1.0,,,,1.0,,3.0,,,3.0,1.0,0.8981,0.755,4.0,,,,2.0,,,,,,,,
12450912,home,Olympique de Marseille,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,F,25,25,False,54.0,43.0,,,0.0,23.0,26.0,29.0,7.0,5.0,,3.0,2.0,,,,,90.0,74.0,7.0,15.0,0.0255106,0,,20.0,1.0,1.0,6.0,1.0,5.0,,1.0,3.0,,,2.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,,268903,EUR,839980800,F,8,8,False,23.0,20.0,2.0,2.0,1.0,6.0,8.0,15.0,2.0,2.0,,,,,,,,74.0,29.0,7.2,5.0,0.305849,1,,14.0,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,0.0428,,,,,,1.0,1.0,,,,,,,
12450912,home,Olympique de Marseille,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,,1102502,EUR,1021507200,D,3,3,True,16.0,9.0,1.0,1.0,0.0,1.0,6.0,11.0,4.0,1.0,,1.0,1.0,,,,,30.0,35.0,6.9,10.0,0.0103566,0,,8.0,1.0,,,1.0,,,1.0,,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,Quentin Merlin,,,,,,
12450912,home,Olympique de Marseille,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,e.wahi7,979315,EUR,1041465600,F,9,9,True,5.0,4.0,,,0.0,3.0,4.0,1.0,1.0,,,,,,,,,16.0,8.0,6.4,3.0,0.00859375,0,,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178,4739,M,,1129527,EUR,1069891200,M,26,26,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilal,Nadir,,,,,
12450912,home,Olympique de Marseille,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,614,M,,803034,EUR,891388800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,,988907,EUR,941500800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,,1131541,EUR,992995200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450912,home,Olympique de Marseille,Ismael Koné,ismael-kone,I. Koné,M,90,188,2687,M,,1134351,EUR,1023321600,M,51,51,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismael Koné,,,,,,
12450912,home,Olympique de Marseille,Keyliane Abdallah,keyliane-abdallah,K. Abdallah,F,48,185,378,,,1844117,EUR,1144195200,F,48,48,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keyliane Abdallah,,,,,,
12450912,home,Olympique de Marseille,Jonathan Rowe,jonathan-rowe,J. Rowe,F,11,173,2307,M,,1065261,EUR,1051660800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jon Rowe,,,,,,
12450912,away,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1544,M,,849114,EUR,942710400,G,1,1,False,24.0,13.0,12.0,1.0,0.0,12.0,17.0,7.0,1.0,7.0,,,,1.0,2.0,,,90.0,33.0,6.7,12.0,0.00016029,0,-0.2537,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,
12450912,away,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6111,M,,1090694,EUR,993081600,D,2,2,False,42.0,26.0,6.0,2.0,0.0,12.0,15.0,27.0,6.0,6.0,,6.0,2.0,,,,,90.0,81.0,6.8,24.0,0.0082395,0,,14.0,,2.0,6.0,,2.0,,2.0,1.0,,,,1.0,6.0,,,,,,,,2.0,,,,,,Vanderson,,,,,,
12450912,away,AS Monaco,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,stephane_singo,978285,EUR,977702400,D,17,17,False,37.0,28.0,7.0,3.0,0.0,21.0,23.0,14.0,5.0,4.0,,1.0,1.0,,,,,90.0,55.0,6.8,11.0,0.00265392,0,,7.0,,,4.0,,3.0,,,3.0,,,2.0,,4.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,,
12450912,away,AS Monaco,Mohammed Salisu,mohammed-salisu,M. Salisu,D,22,188,5721,M,salisu_sarki,946158,EUR,924307200,D,22,22,False,53.0,43.0,7.0,1.0,0.0,33.0,38.0,15.0,6.0,4.0,1.0,5.0,3.0,,,,,90.0,66.0,6.5,10.0,0.00383914,0,,10.0,,,2.0,,4.0,,,2.0,,,1.0,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,
12450912,away,AS Monaco,Christian Mawissa,christian-mawissa,C. Mawissa,D,13,184,895,M,,1407848,EUR,1113782400,D,13,13,False,49.0,41.0,5.0,1.0,0.0,21.0,23.0,26.0,2.0,4.0,,1.0,1.0,,,,,90.0,58.0,5.9,9.0,0.00838514,0,,20.0,,1.0,4.0,,1.0,,,1.0,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,
12450912,away,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3221,M,,770677,EUR,848448000,M,6,6,False,21.0,15.0,,,1.0,8.0,11.0,10.0,2.0,5.0,,1.0,,,,,,90.0,33.0,7.1,7.0,0.0968222,1,,7.0,,,1.0,,1.0,,1.0,1.0,1.0,True,,,3.0,1.0,,,1.0,,0.4084,0.7092,,,,,,1.0,,,,,,1.0,
