match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,stat_clearanceOffLine,stat_totalOffside,stat_interceptionWon,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,player_firstName,stat_blockedScoringAttempt,player_lastName,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
11067329,home,Bahia,Vinicius Mingotti,vinicius-mingotti,Vinicius Mingotti,F,9,185,107,M,989407,EUR,947203200,F,21,21,False,5.0,5.0,,,1.0,1.0,4.0,4.0,,4.0,1.0,1.0,,,,,66.0,11.0,6.6,1.0,0.0,0.0,0.0178943,0,,,,4.0,6.0,,1.0,1.0,,,,1.0,3.0,2.0,,,,3.0,,,1.0,,,,,,,,,
11067329,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,True,12.0,6.0,1.0,1.0,,,6.0,12.0,1.0,1.0,2.0,3.0,,,,,24.0,18.0,6.7,9.0,0.0,0.0,0.231533,0,,,,1.0,4.0,,1.0,,,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
11067329,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,True,8.0,7.0,2.0,2.0,4.0,4.0,3.0,4.0,,2.0,2.0,,,,,,17.0,14.0,6.8,1.0,0.0,0.0,0.00056163,0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,Gabriel Xavier,,,,,,,
11067329,home,Bahia,Danielzinho,danielzinho,Danielzinho,M,10,173,249,M,840218,EUR,821318400,M,10,10,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,,,8.0,8.0,6.4,3.0,0.043,0.2234,0.00075141,1,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
11067329,home,Bahia,Danilo Fernandes,danilo-fernandes,D. Fernandes,G,1,189,643,M,145054,EUR,576028800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,home,Bahia,Mateus Claus,mateus-claus,M. Claus,G,12,194,90,M,974334,EUR,775872000,G,77,77,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,home,Bahia,Marcos Victor,marcos-victor,M. Victor,D,44,184,514,M,1174196,EUR,1009324800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Marcos Victor,,,,,,,
11067329,home,Bahia,André Dhominique,andre-dhominique,A. Dhominique,D,13,178,424,M,1177384,EUR,1065484800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,home,Bahia,Diego Rosa,diego-rosa,D. Rosa,M,33,180,532,M,1002415,EUR,1034380800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,home,Bahia,Lucas Mugni,lucas-mugni,L. Mugni,M,10,184,605,M,249881,EUR,695174400,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,home,Bahia,Patrick Verhon,patrick-verhon,Patrick Verhon,M,28,174,73,M,1392679,EUR,1094601600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Patrick Verhon,,,,,,,
11067329,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,home,Bahia,Arthur Sales,arthur-sales,A. Sales,F,9,184,928,M,1105780,EUR,1025654400,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Arthur,,,,,,,
11067329,away,Palmeiras,Marcelo Lomba,marcelo-lomba,M. Lomba,G,14,187,2235,M,34141,EUR,535248000,G,42,42,False,16.0,13.0,5.0,2.0,12.0,13.0,1.0,3.0,1.0,1.0,,10.0,1.0,1.0,2.0,,90.0,29.0,6.6,4.0,0.0,0.0,0.00026573,0,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,away,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,273329,EUR,721353600,D,12,12,False,59.0,49.0,6.0,2.0,23.0,28.0,27.0,33.0,,2.0,1.0,10.0,,,,,90.0,86.0,6.9,16.0,0.0,0.0,0.041763,0,,2.0,1.0,1.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,4.0,,2.0,,,,,,,,,
11067329,away,Palmeiras,Luan Garcia,luan,L. Garcia,D,13,186,749,M,250351,EUR,736992000,D,13,13,False,53.0,48.0,5.0,2.0,35.0,37.0,13.0,16.0,2.0,5.0,2.0,7.0,,,,,90.0,62.0,6.9,6.0,0.0,0.0,0.00270168,0,,,,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,
11067329,away,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,220833,EUR,736646400,D,15,15,False,52.0,44.0,3.0,1.0,36.0,39.0,8.0,13.0,2.0,5.0,7.0,2.0,,,,,90.0,63.0,6.8,8.0,0.0,0.0,0.0026328,0,,,,2.0,3.0,1.0,,,,2.0,2.0,,1.0,,True,,,1.0,,,,,,,,,gustavogomez,,,
11067329,away,Palmeiras,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,1067640,EUR,1031356800,D,6,6,False,41.0,30.0,1.0,,18.0,21.0,12.0,21.0,1.0,7.0,,5.0,,,,,90.0,55.0,6.6,16.0,0.0,0.0,0.00978099,0,,1.0,,,4.0,,5.0,3.0,,2.0,2.0,,1.0,1.0,,,,,2.0,1.0,,,Vanderlan,,,,,,,
11067329,away,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,8,8,False,43.0,34.0,4.0,2.0,22.0,27.0,12.0,16.0,,11.0,,11.0,,,,,90.0,64.0,7.4,14.0,0.0255,0.0,0.0160916,1,,,,2.0,6.0,1.0,3.0,2.0,,7.0,5.0,2.0,2.0,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,
11067329,away,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,974556,EUR,970185600,M,25,25,False,45.0,38.0,6.0,3.0,18.0,20.0,20.0,29.0,,1.0,1.0,3.0,,,,,77.0,56.0,6.3,15.0,0.0,0.0,0.00874057,0,,4.0,,1.0,7.0,2.0,,,,1.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,
11067329,away,Palmeiras,Artur,artur,Artur,M,7,168,3069,M,841128,EUR,887500800,M,14,14,False,39.0,28.0,6.0,4.0,11.0,16.0,18.0,27.0,,2.0,,6.0,,,,,82.0,57.0,7.3,20.0,0.2226,0.2047,0.568404,3,,4.0,1.0,,2.0,,2.0,,,1.0,1.0,3.0,1.0,,,2.0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,
11067329,away,Palmeiras,Bruno Tabata,bruno-tabata,B. Tabata,M,17,175,1114,M,845433,EUR,859680000,M,11,11,False,23.0,20.0,2.0,2.0,8.0,9.0,12.0,16.0,1.0,7.0,,3.0,,,,,71.0,42.0,6.5,10.0,0.0,0.0,0.0271997,0,,2.0,,2.0,9.0,1.0,7.0,3.0,,,,1.0,4.0,2.0,,,,1.0,,,1.0,,,,,,,,,
11067329,away,Palmeiras,Dudu,dudu,Dudu,F,92,167,5188,M,147464,EUR,694742400,M,7,7,False,28.0,21.0,4.0,2.0,6.0,8.0,15.0,21.0,2.0,6.0,,4.0,,,,,82.0,39.0,7.0,10.0,0.096,0.0331,0.0328803,2,,1.0,,,2.0,,2.0,,,,,,4.0,,,1.0,,2.0,,,,1.0,,,,,7_dudu,,,
11067329,away,Palmeiras,Endrick,endrick,Endrick,F,9,173,417542,M,1174937,EUR,1153440000,F,9,9,False,6.0,4.0,,,,,4.0,6.0,,4.0,1.0,1.0,,,,,71.0,20.0,6.3,7.0,0.3739,0.0,0.00471946,2,,,,1.0,8.0,,2.0,,,2.0,1.0,,2.0,4.0,,1.0,,,,1.0,1.0,1.0,,,,,Endrick,,,1.0
11067329,away,Palmeiras,Luis Guilherme,luis-guilherme,Luis Guilherme,M,31,175,4593,M,1464248,EUR,1139443200,F,31,31,True,12.0,10.0,1.0,1.0,6.0,6.0,4.0,9.0,1.0,3.0,,1.0,,,,,19.0,22.0,6.8,9.0,0.0,0.0,0.00856545,0,,3.0,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,1.0,,,Luis Guilherme,,,,guilhermelira06,,1.0,
11067329,away,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,1094179,EUR,976060800,M,18,18,True,4.0,2.0,1.0,,2.0,2.0,,2.0,,2.0,,2.0,,,,,19.0,8.0,6.5,3.0,0.0,0.0,3.871e-05,0,,,,1.0,3.0,,3.0,2.0,,,,,,1.0,,,,1.0,,,1.0,,José López,,,,,,,
11067329,away,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,1015292,EUR,959904000,M,27,27,True,10.0,9.0,1.0,,7.0,7.0,2.0,3.0,,2.0,,,,,,,13.0,15.0,6.2,3.0,0.0121,0.0,0.00068799,1,,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,richardrios,,,
11067329,away,Palmeiras,Giovani,giovani,Giovani,M,21,182,1107,M,1066717,EUR,1072915200,F,17,17,True,4.0,2.0,,,1.0,1.0,1.0,4.0,,2.0,,,,,,,8.0,10.0,6.6,4.0,0.0,0.0,0.00067435,0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,Giovani,,,,,,,
11067329,away,Palmeiras,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,937552,EUR,822441600,F,19,19,True,3.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,,,,8.0,10.0,6.6,4.0,0.0584,0.0,2.807e-05,1,,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,
11067329,away,Palmeiras,Vinicius Silvestre,vinicius-silvestre,Vinicius,G,25,195,227,M,559582,EUR,764812800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,away,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,874729,EUR,859420800,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,away,Palmeiras,Gustavo García,gustavo-garcia,G. García,D,2,175,676,M,1002443,EUR,1010102400,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,away,Palmeiras,Kaiky Naves,kaiky-naves,K. Naves,D,4,186,1828,M,1167068,EUR,1020816000,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Kaiky Naves,,,,,,,
11067329,away,Palmeiras,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Jhon Jhon,,,,,,,
11067329,away,Palmeiras,Fabinho,fabinho,Fabinho,M,5,178,1291,M,1117513,EUR,1018310400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067329,away,Palmeiras,Rafael Navarro,rafael-navarro,R. Navarro,F,9,183,1148,M,985427,EUR,955670400,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
