match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_penaltyConceded,stat_blockedScoringAttempt,stat_penaltyWon,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_goalAssist
10407484,home,Oud-Heverlee Leuven,Valentin Cojocaru,valentin-cojocaru,V. Cojocaru,G,77,195,225,M,182363,EUR,812505600,G,12,12,False,23.0,15.0,15.0,7.0,9.0,13.0,6.0,10.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,36.0,6.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Louis Patris,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,D,25,25,False,28.0,20.0,3.0,1.0,5.0,9.0,15.0,19.0,3.0,5.0,8.0,,,,,,,,90.0,52.0,6.6,11.0,0,,,7.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,31.0,21.0,8.0,5.0,12.0,13.0,9.0,19.0,1.0,2.0,7.0,,,,,,,,90.0,42.0,6.7,12.0,0,,,3.0,5.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Federico Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,35.0,26.0,8.0,3.0,14.0,16.0,12.0,19.0,4.0,3.0,8.0,,,,,,,,90.0,51.0,6.8,10.0,0,Federico,Ricca,4.0,4.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Joren Dom,joren-dom,J. Dom,D,,177,26,M,804233,EUR,628300800,D,6,6,False,19.0,16.0,4.0,2.0,8.0,10.0,10.0,11.0,1.0,1.0,3.0,,,,,,,,70.0,26.0,7.3,3.0,0,,,,1.0,,,,1.0,,,,,2.0,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Sofian Kiyine,kiyine-sofian,S. Kiyine,M,,182,320,M,862372,EUR,875750400,M,13,13,False,30.0,26.0,6.0,5.0,8.0,11.0,18.0,21.0,1.0,,10.0,,,,,,,,77.0,47.0,7.1,9.0,2,,,7.0,6.0,1.0,,,1.0,4.0,3.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,,,2.0,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Casper De Norre,casper-de-norre,C. D. Norre,M,24,175,155,M,823654,EUR,855273600,M,24,24,False,45.0,38.0,7.0,3.0,17.0,17.0,21.0,28.0,2.0,2.0,8.0,,,,,,,,90.0,64.0,6.9,12.0,1,,,5.0,6.0,2.0,3.0,2.0,,3.0,2.0,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,True,1.0,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5676,M,876600,EUR,865900800,M,11,11,False,26.0,21.0,2.0,1.0,6.0,6.0,15.0,24.0,,,3.0,,,,,,,,90.0,52.0,5.8,17.0,5,,,6.0,4.0,3.0,5.0,2.0,,1.0,,1.0,,1.0,4.0,,,5.0,,,1.0,2.0,,3.0,3.0,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,M,7,7,False,33.0,24.0,3.0,1.0,3.0,3.0,22.0,35.0,,,1.0,,,,,,,,90.0,49.0,5.9,18.0,0,,,6.0,3.0,3.0,2.0,,,1.0,1.0,1.0,,1.0,5.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,
10407484,home,Oud-Heverlee Leuven,Hamza Mendyl,hamza-mendyl,H. Mendyl,D,37,179,703,M,846447,EUR,877392000,M,20,20,False,16.0,13.0,1.0,,5.0,7.0,9.0,10.0,1.0,,4.0,,,,,,,,69.0,26.0,6.0,6.0,0,,,4.0,2.0,,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,
10407484,home,Oud-Heverlee Leuven,Mario González,mario-gonzalez,M. González,F,20,183,211,M,847147,EUR,825206400,F,9,9,False,13.0,6.0,,,4.0,5.0,2.0,8.0,3.0,,1.0,,,,,,,,77.0,24.0,6.1,12.0,0,,,8.0,2.0,2.0,3.0,,,,,1.0,,,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,
10407484,home,Oud-Heverlee Leuven,Siebe Schrijvers,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,F,8,8,True,17.0,14.0,7.0,5.0,1.0,1.0,13.0,16.0,,,3.0,,,,,,,,21.0,20.0,6.6,5.0,1,,,4.0,,,,,,,,,2.0,,,,,,2.0,,,,,1.0,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Mathieu Maertens,mathieu-maertens,M. Maertens,F,33,182,86,M,360652,EUR,796262400,M,33,33,True,9.0,7.0,2.0,1.0,5.0,5.0,2.0,4.0,,,2.0,,,,,,,,20.0,11.0,6.2,3.0,0,,,3.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Thibault Vlietinck,thibault-vlietinck,T. Vlietinck,D,77,178,57,M,823046,EUR,871948800,D,77,77,True,5.0,5.0,,,,,5.0,6.0,,,,,,,,,,,13.0,11.0,6.3,3.0,0,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Nathaniel Opoku,opoku-nathaniel,N. Opoku,F,24,183,196,M,1473154,EUR,995760000,F,21,21,True,7.0,5.0,1.0,,1.0,1.0,4.0,7.0,,,1.0,,,,,,,,13.0,12.0,6.4,6.0,0,Nathaniel Opoku,,1.0,1.0,,2.0,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,424,M,361722,EUR,873417600,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Pierre-Yves Ngawa,pierre-yves-ngawa,P. Ngawa,D,5,187,34,M,137805,EUR,697593600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407484,home,Oud-Heverlee Leuven,Kristiyan Malinov,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407484,away,RSC Anderlecht,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4218,M,994363,EUR,1029628800,G,16,16,False,38.0,27.0,18.0,8.0,23.0,28.0,4.0,10.0,,,11.0,,1.0,4.0,,5.0,,,90.0,46.0,8.1,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
