match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_totalOffside,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_penaltyMiss,player_firstName,player_lastName,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
10434088,home,Adana Demirspor,Ertaç Özbir,ertac-ozbir,E. Özbir,G,186,92,M,126077,EUR,625276800,G,25,25,False,41.0,36.0,14.0,10.0,33.0,35.0,3.0,6.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,52.0,7.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Jonas Svensson,jonas-svensson,J. Svensson,D,170,1475,M,98199,EUR,731376000,D,22,22,False,43.0,34.0,3.0,1.0,22.0,26.0,13.0,19.0,,4.0,,,,,,,90.0,74.0,7.0,15.0,0,71,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Mert Çetin,mert-cetin,M. Çetin,D,189,161,M,858148,EUR,852076800,D,45,45,False,50.0,44.0,8.0,3.0,32.0,33.0,12.0,17.0,5.0,3.0,,,,,,,90.0,59.0,7.0,6.0,0,4,,,,2.0,2.0,,,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,184,112,M,325155,EUR,786153600,D,4,4,False,61.0,49.0,8.0,5.0,38.0,43.0,11.0,18.0,3.0,6.0,,,,,,,90.0,80.0,7.8,13.0,1,6,,,,,6.0,,,1.0,3.0,3.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,169,248,M,234232,EUR,762825600,D,77,77,False,41.0,32.0,5.0,3.0,18.0,18.0,17.0,31.0,,5.0,,,,,,,90.0,76.0,7.9,20.0,1,77,8.0,3.0,,2.0,8.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,,3.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Yusuf Sarı,yusuf-sari,Y. Sarı,M,168,562,M,896364,EUR,911520000,M,26,26,False,23.0,19.0,3.0,3.0,10.0,11.0,9.0,13.0,,3.0,,,,,,,73.0,37.0,6.5,11.0,4,7,1.0,,,3.0,2.0,1.0,,2.0,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,
10434088,home,Adana Demirspor,Benjamin Stambouli,benjamin-stambouli,B. Stambouli,M,180,161,M,105951,EUR,650505600,M,90,90,False,41.0,28.0,5.0,1.0,19.0,23.0,9.0,18.0,3.0,9.0,,,,,,,90.0,58.0,7.3,15.0,0,21,,,3.0,3.0,11.0,2.0,,5.0,,4.0,,,,,4.0,,1.0,,,,,,,True,,,,,,,,,,
10434088,home,Adana Demirspor,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,180,427,M,228342,EUR,656985600,M,17,17,False,40.0,31.0,6.0,4.0,13.0,15.0,18.0,25.0,1.0,7.0,,,,,,,89.0,60.0,8.0,13.0,4,,,,1.0,2.0,9.0,,,4.0,1.0,4.0,3.0,1.0,,2.0,2.0,2.0,,2.0,,,,,2.0,,1.0,1.0,,,,,,,,
10434088,home,Adana Demirspor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,178,297,M,798676,EUR,821491200,M,11,11,False,22.0,18.0,,,6.0,6.0,12.0,16.0,1.0,2.0,,,,,,,87.0,37.0,7.3,5.0,1,11,,,3.0,4.0,10.0,1.0,,5.0,,,,1.0,3.0,3.0,5.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,
10434088,home,Adana Demirspor,Cherif Ndiaye,ndiaye-cherif,C. Ndiaye,F,188,6602,M,868268,EUR,822355200,F,29,29,False,16.0,12.0,1.0,1.0,3.0,3.0,9.0,13.0,1.0,3.0,,,,,,,73.0,30.0,6.9,8.0,3,19,,,1.0,5.0,6.0,1.0,1.0,1.0,,,,3.0,2.0,,1.0,,,4.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,,,,
10434088,home,Adana Demirspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,180,414,M,343527,EUR,718156800,F,20,20,False,30.0,24.0,4.0,3.0,10.0,12.0,14.0,18.0,,4.0,,,,,,,90.0,55.0,7.5,18.0,2,8,,,,10.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,
10434088,home,Adana Demirspor,Gökhan Inler,gokhan-inler,G. Inler,M,183,108,M,4252,EUR,457142400,M,88,88,True,12.0,11.0,2.0,2.0,7.0,7.0,4.0,5.0,,4.0,,,,,,,17.0,14.0,6.6,2.0,0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,175,741,M,809220,EUR,865468800,F,7,7,True,5.0,3.0,,,,,3.0,5.0,,2.0,,,,,,,17.0,12.0,5.9,7.0,1,7,,,,3.0,1.0,,,4.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Fredrik Gulbrandsen,fredrik-gulbrandsen,F. Gulbrandsen,F,178,352,M,51833,EUR,716083200,F,23,23,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,10.0,10.0,6.8,2.0,0,8,,,1.0,2.0,4.0,,,3.0,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Jorge Morel,jorge-morel,J. Morel,M,180,146,M,1175757,EUR,885427200,M,5,5,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,3.0,,,0,5,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,Goran Karačić,goran-karacic,G. Karačić,G,196,101,M,797966,EUR,840326400,G,18,18,True,,,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434088,home,Adana Demirspor,İsmail Çokçalış,ismail-cokcalis,İ. Çokçalış,D,176,32,M,906050,EUR,961545600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
