match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,player_sofascoreId,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_hitWoodwork
12421079,home,RC Sporting Charleroi,Mohamed Koné,Mohamed Koné,,mohamed-kone,M. Koné,G,30,186,1004,M,1131009,EUR,1015459200,G,30,30,False,22.0,18.0,9.0,5.0,0.0,16.0,17.0,2.0,5.0,2.0,2.0,2.0,9.0,1.0,2.0,3.0,2.0,90.0,35.0,7.2,5.0,0.00094369,0,-0.0719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421079,home,RC Sporting Charleroi,Jeremy Petris,,,jeremy-petris,J. Petris,D,29,183,120,M,910937,EUR,885945600,D,98,98,False,33.0,28.0,6.0,4.0,0.0,8.0,10.0,21.0,25.0,,4.0,1.0,,,,,,90.0,62.0,6.4,15.0,0.00867035,0,,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
12421079,home,RC Sporting Charleroi,Aiham Ousou,,,aiham-ousou,A. Ousou,D,4,186,1246,M,965265,EUR,947376000,D,4,4,False,44.0,42.0,9.0,7.0,0.0,19.0,20.0,23.0,24.0,2.0,4.0,9.0,5.0,,,,,90.0,66.0,7.5,6.0,0.0123887,0,,,,3.0,,2.0,,,4.0,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
12421079,home,RC Sporting Charleroi,Stelios Andreou,,,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,56.0,45.0,8.0,5.0,0.0,27.0,31.0,18.0,25.0,1.0,2.0,6.0,2.0,,,,,90.0,74.0,7.2,11.0,0.00752922,0,,,,1.0,,,,,3.0,1.0,,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,
12421079,home,RC Sporting Charleroi,Vetle Winger Dragsnes,,,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,548640,EUR,760492800,D,15,15,False,48.0,42.0,5.0,3.0,0.0,19.0,21.0,25.0,29.0,,1.0,1.0,5.0,,,,,90.0,68.0,6.8,11.0,0.139025,1,,2.0,2.0,4.0,2.0,,,,,1.0,2.0,,1.0,1.0,,1.0,,1.0,0.1028,1.0,,,,,,,,,,
12421079,home,RC Sporting Charleroi,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,82.0,71.0,13.0,9.0,0.0,30.0,32.0,44.0,58.0,,4.0,,5.0,,,,,90.0,102.0,7.5,18.0,0.371011,0,,8.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,,2.0,1.0,,,,2.0,AdemZorgane,True,1.0,,,,,,,
12421079,home,RC Sporting Charleroi,Etienne Camara,Etienne Camara,,etienne-camara,E. Camara,M,5,190,290,M,1097542,EUR,1048982400,M,5,5,False,46.0,41.0,5.0,4.0,0.0,10.0,10.0,31.0,36.0,2.0,3.0,2.0,5.0,,,,,90.0,57.0,7.1,6.0,0.177626,2,,,,6.0,1.0,,,,2.0,,,1.0,,5.0,,,,,0.15,1.0,,,,1.0,1.0,1.0,0.0454,,,
12421079,home,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170,106,M,834261,EUR,873849600,M,17,17,False,25.0,20.0,2.0,2.0,1.0,7.0,9.0,14.0,18.0,2.0,6.0,,3.0,,,,,84.0,39.0,7.0,10.0,0.0882541,2,,2.0,1.0,7.0,1.0,1.0,5.0,3.0,,1.0,1.0,,3.0,,,,,1.0,0.1191,3.0,,,,,1.0,,,,,
12421079,home,RC Sporting Charleroi,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,49.0,38.0,1.0,1.0,0.0,16.0,21.0,23.0,29.0,5.0,7.0,1.0,6.0,,,,,90.0,61.0,7.2,14.0,0.0960504,2,,1.0,1.0,3.0,,2.0,,,2.0,2.0,1.0,,1.0,,,2.0,,1.0,0.1228,2.0,,,,,1.0,,,,,
12421079,home,RC Sporting Charleroi,Parfait Guiagon,,,parfait-guiagon,P. Guiagon,M,10,169,1096,M,1030459,EUR,982800000,M,8,8,False,36.0,29.0,3.0,,0.0,9.0,9.0,20.0,28.0,1.0,4.0,,6.0,,,,,84.0,51.0,7.3,12.0,0.0434189,4,,1.0,,4.0,,1.0,3.0,2.0,,,2.0,1.0,2.0,,,,,2.0,0.35,,,,,,,2.0,0.956,1.0,,
