match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_ownGoals,stat_clearanceOffLine
12764332,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,20.0,19.0,3.0,2.0,0.0,17.0,17.0,2.0,3.0,1.0,7.0,1.0,1.0,3.0,4.0,1.0,1.0,90.0,33.0,7.3,1.0,0.00036733,0,-0.4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764332,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,93.0,90.0,1.0,1.0,0.0,17.0,18.0,73.0,77.0,1.0,1.0,,,,,,,90.0,108.0,7.5,8.0,0.0805948,0,,,,2.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12764332,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22291,M,johnstones5,152077,EUR,770083200,D,5,5,False,107.0,104.0,4.0,3.0,2.0,31.0,32.0,73.0,75.0,1.0,7.0,,,,,,,90.0,110.0,8.2,3.0,0.0747269,1,,,,,1.0,3.0,,,,,,,,1.0,3.0,1.0,1.0,1.0,0.4183,4.0,,,,,,,,,,,,,,
12764332,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22626,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,149.0,148.0,2.0,2.0,0.0,44.0,45.0,104.0,104.0,2.0,2.0,,,,,,,90.0,153.0,7.4,1.0,0.0897517,0,,,,,2.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,
12764332,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,93.0,89.0,2.0,2.0,0.0,27.0,28.0,62.0,65.0,,4.0,,,,,,,90.0,105.0,7.8,4.0,0.072985,0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,
12764332,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33771,M,Kova8,136710,EUR,768182400,M,8,8,False,91.0,88.0,2.0,2.0,0.0,23.0,23.0,65.0,68.0,,4.0,,,,,,,90.0,100.0,8.1,6.0,0.14656,3,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,2.0,0.2081,1.0,,,1.0,1.0,3.0,0.5783,,,,,,,,
12764332,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,50691,M,IGunny,45853,EUR,656726400,M,19,19,False,15.0,15.0,,,0.0,2.0,2.0,13.0,13.0,,,,,,,,,45.0,17.0,6.6,1.0,0.271541,1,,,,,,,,,,,,,,,,,,,0.056,,,,,,1.0,,1.0,1.0,,,,,,
12764332,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62462,M,BSilva,331209,EUR,776476800,M,20,20,False,76.0,73.0,,,0.0,21.0,21.0,52.0,59.0,1.0,1.0,,,,,,,90.0,93.0,7.3,9.0,0.0909761,1,,,,4.0,1.0,2.0,,,,1.0,,,,,,,,,0.1029,1.0,,1.0,,,,,1.0,,2.0,1.0,,,,
12764332,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,315719,M,KDB,70996,EUR,678067200,M,17,17,False,51.0,43.0,,,0.0,8.0,9.0,36.0,51.0,1.0,4.0,,,,,,,81.0,78.0,8.0,19.0,0.475754,5,,,,9.0,1.0,5.0,1.0,,,3.0,2.0,1.0,,,,1.0,,2.0,0.2814,3.0,,,1.0,,3.0,0.0323,2.0,,1.0,1.0,True,1.0,,
12764332,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,173851,M,Foden,859765,EUR,959472000,M,47,47,False,75.0,69.0,2.0,2.0,0.0,13.0,13.0,57.0,67.0,,4.0,,,,,,,90.0,89.0,7.4,14.0,0.0908913,3,,,,5.0,2.0,2.0,,,,,,,,,2.0,,,2.0,0.2047,1.0,,,1.0,,1.0,0.4905,,,2.0,,,1.0,,
