match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_challengeLost,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_goalAssist,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside
10408497,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,20.0,16.0,7.0,3.0,15.0,17.0,1.0,3.0,1.0,10.0,1.0,1.0,2.0,90.0,30.0,6.6,4.0,0.0,0.0,0.00050582,0,0.0659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408497,home,Elche,Pol Lirola,,,pol-lirola,P. Lirola,D,14,183,660,M,844480,EUR,871430400,D,24,24,False,36.0,32.0,2.0,1.0,20.0,21.0,12.0,22.0,6.0,7.0,,,,58.0,59.0,6.9,17.0,0.0,0.0,0.0348677,0,,7.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408497,home,Elche,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,401,M,105971,EUR,713923200,D,3,3,False,66.0,58.0,13.0,10.0,41.0,44.0,17.0,22.0,3.0,6.0,,,,90.0,73.0,7.1,8.0,0.0182,0.0,0.0344037,1,,,3.0,3.0,5.0,,,,2.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10408497,home,Elche,Gonzalo Verdú,,,gonzalo-verdu,G. Verdú,D,,190,44,M,150910,EUR,593395200,D,5,5,False,59.0,49.0,5.0,,42.0,44.0,7.0,15.0,2.0,8.0,,,,82.0,67.0,6.4,10.0,0.0058,0.0,0.00324503,1,,,2.0,2.0,5.0,,,,2.0,,,,,1.0,,1.0,4.0,True,,,,,,,,,,,,,,,,,
10408497,home,Elche,Pedro Bigas,,,pedro-bigas,P. Bigas,D,6,180,322,M,141832,EUR,635040000,D,6,6,False,72.0,66.0,3.0,2.0,45.0,48.0,22.0,25.0,2.0,7.0,,,,90.0,84.0,7.0,6.0,0.2468,0.0,0.114358,3,,1.0,,1.0,,,,,2.0,1.0,,,,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
10408497,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,D,23,23,False,48.0,39.0,4.0,1.0,27.0,28.0,12.0,25.0,2.0,7.0,1.0,,,90.0,75.0,6.3,22.0,0.0423,0.0642,0.00424368,1,,5.0,1.0,,5.0,,5.0,1.0,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10408497,home,Elche,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,11,11,False,19.0,14.0,,,9.0,10.0,5.0,12.0,2.0,1.0,1.0,,,73.0,35.0,6.5,12.0,0.0125,0.0,0.00134764,1,,3.0,1.0,1.0,2.0,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10408497,home,Elche,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,21,21,False,51.0,46.0,7.0,5.0,24.0,27.0,23.0,25.0,3.0,5.0,,,,90.0,57.0,6.7,5.0,0.0,0.0,0.0246858,0,,1.0,,2.0,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
10408497,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,65.0,54.0,14.0,9.0,21.0,25.0,37.0,48.0,3.0,6.0,,,,90.0,83.0,8.0,16.0,0.076,0.0,0.303212,1,,8.0,2.0,,4.0,,1.0,1.0,2.0,2.0,1.0,,5.0,1.0,,,2.0,,4.0,,,,,,,,,,,,,,,,
10408497,home,Elche,Pere Milla,,,pere-milla,P. Milla,M,11,179,867,M,175185,EUR,717206400,M,10,10,False,33.0,20.0,3.0,1.0,5.0,10.0,15.0,27.0,7.0,8.0,3.0,,,90.0,56.0,6.6,22.0,0.03,0.2394,0.0167808,1,,4.0,,1.0,7.0,1.0,5.0,2.0,,1.0,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
