match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_aerialLost,stat_blockedScoringAttempt,stat_accurateCross,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_ownGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
12421138,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,31.0,18.0,19.0,7.0,0.0,14.0,17.0,4.0,14.0,1.0,2.0,2.0,14.0,2.0,4.0,4.0,1.0,90.0,50.0,7.2,14.0,0.00071338,0,0.3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Manuel Osifo,Manuel Osifo,,manuel-osifo,M. Osifo,D,25,182.0,65,M,1122524,EUR,1059609600,D,25,25,False,51.0,42.0,5.0,2.0,0.0,26.0,30.0,16.0,22.0,1.0,3.0,4.0,6.0,,,,,90.0,65.0,6.5,13.0,0.0060925,0,,1.0,5.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Hasan Kuruçay,,,kurucay-hassan,H. Kuruçay,D,4,187.0,204,M,852096,EUR,872985600,D,58,58,False,55.0,49.0,6.0,4.0,0.0,34.0,38.0,15.0,17.0,,1.0,4.0,3.0,,,,,90.0,66.0,6.7,7.0,0.00396666,1,,,3.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,0.1277,,,,,,,,,,,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175.0,168,M,590036,EUR,786240000,D,14,14,False,56.0,51.0,9.0,7.0,0.0,30.0,34.0,21.0,22.0,1.0,4.0,10.0,4.0,1.0,,,,90.0,72.0,7.2,5.0,0.0105199,1,,,4.0,,,2.0,2.0,3.0,,,,,0.3244,1.0,1.0,,,,,,,,,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Thibault Vlietinck,,,thibault-vlietinck,T. Vlietinck,D,77,178.0,57,M,823046,EUR,871948800,M,77,77,False,24.0,14.0,,,0.0,6.0,10.0,10.0,17.0,,4.0,1.0,6.0,2.0,,,,89.0,50.0,6.6,14.0,0.0769978,0,,3.0,5.0,4.0,2.0,,,2.0,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,42.0,30.0,9.0,1.0,0.0,19.0,21.0,14.0,29.0,,7.0,4.0,4.0,2.0,,,,90.0,76.0,7.6,22.0,0.183986,2,,8.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.8043,,,3.0,4.0,True,1.0,1.0,1.0,0.7621,2.0,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191.0,1087,M,1155383,EUR,1108512000,M,6,6,False,46.0,40.0,3.0,3.0,0.0,18.0,20.0,22.0,29.0,3.0,8.0,,4.0,2.0,,,,90.0,68.0,7.0,15.0,0.0992147,1,,3.0,6.0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,,0.2259,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,
12421138,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,M,30,30,False,7.0,5.0,1.0,,0.0,1.0,1.0,4.0,7.0,2.0,2.0,7.0,,,,,,63.0,22.0,6.7,6.0,0.00317976,1,,1.0,3.0,,,,,,1.0,,1.0,,0.0282,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,
12421138,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,F,10,10,False,21.0,15.0,1.0,,0.0,4.0,6.0,13.0,17.0,,1.0,1.0,2.0,,,,,52.0,26.0,6.7,6.0,0.0544216,0,,2.0,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,
12421138,home,Oud-Heverlee Leuven,Stefan Mitrović,,,stefan-mitrovic,S. Mitrović,F,75,181.0,893,M,1019892,EUR,1029369600,F,23,23,False,20.0,17.0,,,0.0,7.0,7.0,10.0,15.0,,4.0,,2.0,2.0,,,,62.0,31.0,6.8,7.0,0.00441685,1,,2.0,4.0,2.0,,,,1.0,1.0,2.0,,,0.0443,1.0,1.0,,,,,,,,,1.0,,,,,,,
