match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_totalCross,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_unsuccessfulTouch,player_sofascoreId,captain,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated
12117205,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,19.0,15.0,7.0,3.0,0.0,14.0,16.0,1.0,3.0,10.0,1.0,2.0,5.0,1.0,1.0,90.0,32.0,7.2,4.0,0.00081172,0,-0.7267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,32.0,31.0,2.0,2.0,0.0,13.0,13.0,18.0,19.0,1.0,,,,,,45.0,40.0,6.7,1.0,0.0238983,0,,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,D,21,21,False,63.0,53.0,6.0,3.0,0.0,29.0,32.0,24.0,31.0,5.0,,,,,,90.0,72.0,6.9,10.0,0.0156575,2,,6.0,2.0,7.0,1.0,3.0,1.0,,,1.0,1.0,1.0,2.0,1.0,0.0902,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Lyanco,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,2,2,False,64.0,52.0,6.0,2.0,0.0,26.0,29.0,26.0,40.0,10.0,,,,,,90.0,84.0,6.9,18.0,0.0174705,2,,4.0,3.0,8.0,1.0,1.0,3.0,2.0,,,2.0,,2.0,2.0,0.0203,5.0,1.0,1.0,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,M,26,26,False,25.0,18.0,4.0,,0.0,6.0,7.0,13.0,21.0,5.0,,,,,,51.0,46.0,6.0,17.0,0.0386311,0,,,10.0,4.0,2.0,,2.0,,1.0,,,,,1.0,,3.0,3.0,1.0,,,1.0,3.0,3.0,3.0,,,,,,,,
12117205,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,18,18,False,36.0,30.0,,,0.0,7.0,7.0,24.0,33.0,4.0,,,,,,90.0,57.0,7.3,12.0,0.0610109,6,,,5.0,5.0,1.0,,4.0,4.0,,1.0,5.0,1.0,1.0,2.0,0.1545,4.0,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,
12117205,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,37.0,34.0,2.0,2.0,0.0,14.0,15.0,20.0,22.0,2.0,,,,,,70.0,41.0,6.7,4.0,0.0201163,0,,,1.0,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,
12117205,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,M,13,13,False,53.0,47.0,6.0,5.0,0.0,21.0,22.0,31.0,40.0,5.0,,,,,,90.0,79.0,7.6,11.0,0.0799529,1,,1.0,2.0,2.0,1.0,,1.0,1.0,,5.0,1.0,,1.0,1.0,0.0262,9.0,,,,,5.0,,,,guiarana,True,,,,,,
12117205,home,Atlético Mineiro,Bernard,bernard,Bernard,M,11,164,2389,M,241488,EUR,715910400,F,20,20,False,56.0,46.0,1.0,,0.0,7.0,9.0,39.0,51.0,5.0,,,,,,90.0,76.0,7.0,22.0,0.0719318,2,,,8.0,3.0,,,3.0,1.0,,3.0,1.0,1.0,1.0,5.0,0.0572,4.0,2.0,,,,,,1.0,5.0,,,1.0,,,,,
12117205,home,Atlético Mineiro,Eduardo Vargas,eduardo-vargas,E. Vargas,F,11,175,3003,M,37006,EUR,627523200,F,11,11,False,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,1.0,,,,,,70.0,19.0,6.8,5.0,0.00454872,1,,,,4.0,,,2.0,2.0,2.0,,1.0,,,,0.0148,,,,,,,,,4.0,,,,1.0,,,,
12117205,home,Atlético Mineiro,Cadu,cadu,Cadu,F,42,180,661,M,1199473,EUR,1085356800,F,42,42,False,10.0,10.0,,,0.0,2.0,2.0,8.0,8.0,1.0,,,,,,45.0,17.0,6.7,3.0,0.00358581,0,,1.0,3.0,3.0,,,2.0,2.0,,,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,
12117205,home,Atlético Mineiro,Alisson Santana,alisson,Alisson,M,45,183,2043,M,1471221,EUR,1127260800,M,45,45,True,16.0,12.0,3.0,1.0,0.0,5.0,5.0,7.0,16.0,2.0,,,,,,45.0,36.0,7.2,12.0,0.0207869,2,,,3.0,6.0,,,1.0,1.0,2.0,,1.0,1.0,,,0.0717,5.0,4.0,3.0,,,,2.0,,1.0,,,,,,,,
12117205,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,True,27.0,23.0,3.0,1.0,0.0,4.0,4.0,19.0,24.0,1.0,,,,,,45.0,30.0,6.7,6.0,0.0370788,0,,,4.0,,,,,,,1.0,,,,2.0,,1.0,,,,,,2.0,,1.0,paulinho10,,,,,,,
12117205,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,D,44,44,True,27.0,21.0,2.0,,0.0,7.0,9.0,14.0,19.0,1.0,,,,,,39.0,39.0,6.5,8.0,0.00582282,3,,1.0,4.0,3.0,1.0,,2.0,1.0,,,2.0,1.0,2.0,1.0,0.0615,1.0,,,Rubens,,,1.0,1.0,,,,,,,,,
12117205,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,True,10.0,8.0,,,0.0,2.0,3.0,6.0,7.0,1.0,,,,,,20.0,15.0,7.0,2.0,0.0142465,0,,1.0,1.0,3.0,,,2.0,2.0,,1.0,,,1.0,1.0,0.0104,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,9,9,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,,,,,,20.0,4.0,6.4,2.0,0.0005586,0,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Matheus Mendes,matheus-mendes,M. Mendes,G,31,193,413,M,1018555,EUR,921024000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Igor Rabello,igor-rabello,I. Rabello,D,21,190,883,M,753662,EUR,799027200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Paulo Vitor,vitor-paulo,P. Vitor,M,27,185,275,M,1488136,EUR,1093478400,M,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Paulo Vitor,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Brahian Palacios,brahian-palacios,B. Palacios,M,30,178,713,M,1106599,EUR,1038096000,F,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Brahian Palacios,,,,,,,,,,,,,
12117205,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,gustavoscarpa10,,,,,,,
