match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_gender,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,player_jerseyNumber,captain,stat_goalAssist,stat_accurateCross,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_fouls,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
11177066,home,Orange County SC,Cody Cropper,cody-cropper,C. Cropper,G,191.0,14,204264,EUR,729820800.0,G,1,1,False,18.0,16.0,4.0,2.0,15.0,16.0,1.0,2.0,3.0,8.0,1.0,2.0,3.0,90.0,31.0,7.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11177066,home,Orange County SC,Brent Richards,brent-richards,B. Richards,D,179.0,1,882551,EUR,643161600.0,D,16,16,False,24.0,18.0,6.0,3.0,8.0,9.0,10.0,17.0,,2.0,,,,78.0,45.0,6.9,18.0,1,M,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11177066,home,Orange County SC,Daniel Alexander Pedersen,daniel-alexander-pedersen,D. A. Pedersen,M,185.0,15,156643,EUR,712195200.0,D,12,12,False,45.0,42.0,16.0,13.0,20.0,20.0,29.0,36.0,5.0,,,,,90.0,65.0,8.3,9.0,0,M,11.0,1.0,,,,,,,,6,True,1.0,7.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
11177066,home,Orange County SC,Andrew Fox,andrew-fox,A. Fox,D,180.0,1,803188,EUR,726192000.0,D,6,6,False,45.0,40.0,9.0,5.0,31.0,31.0,10.0,15.0,4.0,2.0,,,,90.0,57.0,7.4,5.0,3,M,1.0,4.0,3.0,,,,2.0,2.0,1.0,,,,1.0,3.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,
11177066,home,Orange County SC,Ryan Doghman,ryan-doghman,R. Doghman,D,179.0,11,904891,EUR,866246400.0,D,23,23,False,29.0,17.0,8.0,3.0,8.0,11.0,9.0,22.0,1.0,2.0,,,,90.0,53.0,7.2,20.0,0,M,4.0,3.0,6.0,,1.0,1.0,,,2.0,23,,,,,,2.0,,1.0,1.0,,3.0,1.0,2.0,2.0,,,,,,,,,,
11177066,home,Orange County SC,Bryce Jamison,bryce-jamison,B. Jamison,M,183.0,47,1410319,EUR,1136505600.0,M,11,11,False,22.0,16.0,,,6.0,7.0,10.0,20.0,1.0,4.0,,,,76.0,45.0,7.6,15.0,5,M,5.0,3.0,6.0,2.0,1.0,1.0,1.0,,3.0,11,,,,,,2.0,,1.0,1.0,2.0,,1.0,1.0,1.0,Bryce Jamison,,1.0,1.0,2.0,1.0,,,,
11177066,home,Orange County SC,Kevin Partida,kevin-partida,K. Partida,M,173.0,5,884704,EUR,794793600.0,M,19,19,False,34.0,28.0,7.0,7.0,14.0,16.0,14.0,18.0,,5.0,,,,73.0,49.0,7.6,7.0,1,M,,4.0,6.0,,2.0,2.0,,5.0,2.0,19,,,,2.0,,1.0,,2.0,1.0,,,,1.0,1.0,,,2.0,,1.0,,,,,
11177066,home,Orange County SC,Ashish Chattha,ashish-chattha,A. Chattha,M,,7,935625,EUR,947116800.0,M,15,15,False,47.0,40.0,8.0,5.0,18.0,20.0,22.0,27.0,,4.0,,,,90.0,59.0,7.0,9.0,0,M,,7.0,5.0,,2.0,2.0,,3.0,1.0,15,,,,2.0,,2.0,,2.0,1.0,,5.0,,1.0,,,,1.0,,,,,,,
11177066,home,Orange County SC,Alex Villanueva,alex-villanueva,A. Villanueva,D,170.0,12,1025345,EUR,1026172800.0,M,3,3,False,21.0,19.0,1.0,1.0,8.0,8.0,11.0,13.0,2.0,6.0,,,,90.0,48.0,8.1,7.0,3,M,,5.0,13.0,2.0,1.0,1.0,1.0,1.0,8.0,,,2.0,,2.0,,3.0,,2.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,
11177066,home,Orange County SC,Emil Nielsen,emil-nielsen,E. Nielsen,F,175.0,10,150648,EUR,752716800.0,F,17,17,False,20.0,14.0,,,3.0,3.0,11.0,19.0,,3.0,,,,77.0,36.0,7.3,13.0,4,M,2.0,3.0,4.0,1.0,2.0,1.0,2.0,,2.0,7,,,,1.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,
11177066,home,Orange County SC,Oluwakorede Osundina,oluwakorede-osundina,O. Osundina,M,180.0,113,1190517,EUR,1076630400.0,F,18,18,False,8.0,5.0,1.0,,1.0,1.0,4.0,7.0,,3.0,,,,60.0,24.0,6.7,7.0,5,M,,7.0,,,1.0,,3.0,1.0,,13,,,,4.0,,3.0,,1.0,,,2.0,1.0,,,Oluwakorede Osundina,,,1.0,2.0,,1.0,,,
11177066,home,Orange County SC,Milan Iloski,milan-iloski,M. Iloski,F,177.0,544,1016811,EUR,933206400.0,F,7,7,True,10.0,10.0,1.0,1.0,1.0,1.0,9.0,9.0,2.0,1.0,,,,30.0,15.0,8.6,,2,M,,1.0,1.0,,1.0,1.0,,,,10,,1.0,,,,,,1.0,,2.0,,,,,,,1.0,,,2.0,,,,
11177066,home,Orange County SC,Thomas Amang,thomas-amang,T. Amang,F,174.0,48,831295,EUR,886982400.0,F,21,21,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,17.0,6.0,7.7,,1,M,,,2.0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,
11177066,home,Orange County SC,Brian Iloski,brian-iloski,B. Iloski,M,170.0,10,868806,EUR,810172800.0,M,10,10,True,1.0,1.0,,,,,1.0,1.0,,,,,,14.0,1.0,6.5,,0,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11177066,home,Orange County SC,Nicolas Ruiz,nicolas-ruiz,N. Ruiz,F,,1,1404272,EUR,1144195200.0,F,32,32,True,,,,,,,,,,,,,,13.0,1.0,6.6,,0,M,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,Nicolas Ruiz,,,,,,,,,
11177066,home,Orange County SC,Ashton Miles,ashton-miles,A. Miles,D,191.0,4,1404271,EUR,1098316800.0,D,33,33,True,8.0,5.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,,,,12.0,13.0,6.8,3.0,0,M,,,1.0,,,,,1.0,1.0,33,,,,,,,,,,,,,,,Ashton Miles,,,,,,,,,
11177066,home,Orange County SC,Mark Hyan,mark-hyan,M. Hyan,G,,2,1476945,EUR,1106784000.0,G,34,34,True,,,,,,,,,,,,,,,,,,0,M,,,,,,,,,,34,,,,,,,,,,,,,,,Mark Hyan,,,,,,,,,
11177066,home,Orange County SC,Kyle Scott,kyle-scott,K. Scott,M,172.0,41,788257,EUR,882748800.0,M,26,26,True,,,,,,,,,,,,,,,,,,0,M,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
11177066,away,Capo FC,Nathan King,nathan-king,N. King,G,,1,1480352,EUR,959299200.0,G,1,1,False,25.0,13.0,18.0,6.0,12.0,20.0,1.0,5.0,3.0,8.0,2.0,3.0,1.0,90.0,38.0,5.7,12.0,0,M,,1.0,2.0,,,,,,,1000,,,,,,,,,2.0,,,,,,Nathan King,,1.0,,,,,,1.0,
11177066,away,Capo FC,Javier Loya,javier-loya,J. Loya,D,,0,1480274,EUR,892857600.0,D,5,5,False,22.0,17.0,3.0,3.0,12.0,15.0,5.0,8.0,3.0,1.0,,,,81.0,38.0,6.4,7.0,0,M,1.0,4.0,2.0,,,,,3.0,,,,,,1.0,1.0,1.0,,,1.0,,3.0,,1.0,1.0,Javier Loya,,,,,,,,,
11177066,away,Capo FC,Marcos Cervantes,marcos-cervantes,M. Cervantes,D,,0,1480331,EUR,750124800.0,D,2,2,False,17.0,8.0,4.0,,8.0,15.0,,2.0,8.0,4.0,,,,45.0,26.0,6.2,9.0,0,M,,2.0,1.0,,,,,1.0,,2,True,,,,,,1.0,,1.0,,3.0,,,,Marcos Cervantes,,,,,,,,,
11177066,away,Capo FC,Lennart Granzow,lennart-granzow,L. Granzow,D,,0,1480318,EUR,1062547200.0,D,21,21,False,39.0,31.0,6.0,1.0,23.0,24.0,8.0,15.0,8.0,5.0,,,,90.0,59.0,6.4,10.0,0,M,,3.0,5.0,1.0,2.0,2.0,,1.0,,,,,,,3.0,1.0,,,1.0,,1.0,,2.0,2.0,Lennart Granzow,,1.0,,,,,,,
11177066,away,Capo FC,Fatmir Becovic,fatmir-becovic,F. Becovic,D,,3,1480227,EUR,959644800.0,D,11,11,False,11.0,8.0,2.0,1.0,6.0,7.0,2.0,4.0,,2.0,,,,45.0,16.0,6.4,4.0,0,M,,2.0,,,,,,1.0,,11,,,,1.0,2.0,1.0,,,,,1.0,,,,Fatmir Becovic,,,,,,,,,
11177066,away,Capo FC,Sergio Vega,sergio-vega,S. Vega,M,,1,1480259,EUR,975801600.0,M,24,24,False,15.0,10.0,,,6.0,7.0,4.0,11.0,1.0,5.0,,,,90.0,24.0,6.0,10.0,1,M,3.0,4.0,2.0,,,,1.0,,1.0,,,,,1.0,,2.0,,1.0,1.0,,3.0,,,,Sergio Vega,,,,,,,,,
11177066,away,Capo FC,Joshue Gallardo,joshue-gallardo,J. Gallardo,M,,0,1480297,EUR,975542400.0,M,36,36,False,9.0,8.0,,,3.0,3.0,5.0,7.0,,2.0,,,,63.0,18.0,5.8,6.0,0,M,1.0,9.0,1.0,2.0,2.0,,,,1.0,,,,,1.0,,,,,,,3.0,,,,Joshue Gallardo,,1.0,,,,,,,
11177066,away,Capo FC,Sergio Montes,sergio-montes,S. Montes,M,,0,1480260,EUR,873763200.0,M,4,4,False,31.0,21.0,6.0,4.0,14.0,19.0,7.0,12.0,2.0,3.0,,,,62.0,42.0,5.8,12.0,0,M,,4.0,5.0,1.0,2.0,1.0,,,3.0,98,,,,1.0,1.0,,,,1.0,,,,,,Sergio Montes,,1.0,,,,,,,
