match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_shotOffTarget,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_errorLeadToAShot,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_outfielderBlock,stat_bigChanceMissed
12530796,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,36.0,26.0,17.0,7.0,0.0,23.0,28.0,3.0,8.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,90.0,47.0,6.6,10.0,0.00045901,0,0.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530796,home,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,D,35,35,False,30.0,26.0,,,0.0,9.0,11.0,17.0,22.0,1.0,3.0,1.0,,,,,,,,69.0,48.0,6.1,8.0,0.0168445,0,,Ogulcan Ülgün,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12530796,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,61.0,51.0,11.0,6.0,0.0,34.0,36.0,17.0,25.0,1.0,3.0,6.0,,,,,,,,90.0,67.0,6.4,10.0,0.0259508,0,,,,,3.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12530796,home,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,46.0,34.0,4.0,1.0,0.0,22.0,28.0,12.0,19.0,4.0,8.0,2.0,,,,,,,,90.0,70.0,6.6,14.0,0.00271181,1,,,,1.0,6.0,2.0,7.0,4.0,3.0,,1.0,3.0,4.0,1.0,1.0,1.0,0.0123,,,,,,,,,,,,,,,,
12530796,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,40.0,26.0,7.0,1.0,1.0,12.0,17.0,18.0,28.0,1.0,6.0,4.0,,,,,,,,90.0,71.0,7.3,18.0,0.312901,0,,,,5.0,2.0,,4.0,4.0,3.0,1.0,,1.0,1.0,,,2.0,,True,4.0,1.0,1.0,2.0,,,,,,,,,,,
12530796,home,Konyaspor,Emmanuel Boateng,emmanuel-boateng,E. Boateng,M,,175,174,M,943485,EUR,866505600,M,26,26,False,51.0,45.0,5.0,5.0,0.0,31.0,34.0,14.0,17.0,1.0,1.0,4.0,,,,,,,,83.0,55.0,6.3,7.0,0.0071435,0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,
12530796,home,Konyaspor,Louka Prip,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,M,11,11,False,16.0,15.0,,,0.0,5.0,6.0,10.0,11.0,,4.0,2.0,,,,,,,,69.0,30.0,6.4,6.0,0.009722,1,,,,1.0,6.0,1.0,,,,2.0,1.0,3.0,,1.0,,3.0,0.0154,,,,,,3.0,,2.0,,,,,,,,
12530796,home,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,33.0,27.0,7.0,5.0,0.0,12.0,13.0,17.0,28.0,,4.0,3.0,,,,,,,,90.0,51.0,7.2,17.0,0.15591,1,,,,8.0,6.0,1.0,,1.0,1.0,2.0,2.0,,,,,2.0,0.4591,,2.0,2.0,,2.0,2.0,,1.0,1.0,1.0,0.9128,,,,,
12530796,home,Konyaspor,Melih İbrahimoğlu,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,33.0,26.0,5.0,1.0,0.0,17.0,18.0,9.0,15.0,,3.0,7.0,,,,,,,,83.0,39.0,6.5,7.0,0.221096,1,,,,,3.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,,,0.0316,,,,,1.0,1.0,,1.0,,,,,,,,
12530796,home,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,14.0,11.0,,,0.0,2.0,2.0,9.0,15.0,,1.0,3.0,,,,,,,,74.0,24.0,6.4,9.0,0.00818779,1,,,,3.0,4.0,,1.0,,,,,2.0,,,,1.0,0.0211,,,,,,3.0,,1.0,1.0,,0.1316,,,,,
