match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goalAssist
10388256,home,SC Freiburg,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2843,M,171919,EUR,739929600,G,26,26,False,43.0,24.0,26.0,7.0,18.0,21.0,6.0,22.0,13.0,2.0,7.0,7.0,90.0,59.0,7.9,20.0,0.0,0.0,0.0140546,0,1.1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,False,15.0,10.0,3.0,1.0,6.0,7.0,4.0,8.0,2.0,,,,62.0,27.0,6.4,7.0,0.0,0.0,0.0211892,0,,,,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,37.0,32.0,7.0,5.0,22.0,23.0,10.0,14.0,3.0,,,,90.0,48.0,7.2,5.0,0.1427,0.0,0.0162015,2,,,,4.0,2.0,7.0,,3.0,,2.0,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Manuel Gulde,manuel-gulde,M. Gulde,D,,184,63,M,71952,EUR,666316800,D,5,5,False,16.0,13.0,3.0,,13.0,14.0,,2.0,1.0,,,,36.0,23.0,6.7,3.0,0.0,0.0,0.00012412,0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,20.0,14.0,3.0,1.0,6.0,7.0,9.0,19.0,3.0,,,,90.0,40.0,6.2,16.0,0.0734,0.0,0.252417,1,,,,,7.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,True,6.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,26.0,18.0,,,4.0,5.0,14.0,21.0,9.0,,,,90.0,38.0,7.1,8.0,0.0679,0.0,0.0406643,1,,,,2.0,6.0,8.0,,1.0,,2.0,,2.0,1.0,2.0,1.0,2.0,,,,4.0,2.0,2.0,2.0,,,,,,,,,,,,,
10388256,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,False,35.0,25.0,2.0,,14.0,19.0,11.0,16.0,5.0,,,,90.0,44.0,6.7,11.0,0.0,0.0,0.00989522,0,,,,1.0,5.0,5.0,,1.0,,2.0,1.0,2.0,,2.0,1.0,1.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
10388256,home,SC Freiburg,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,42,42,False,14.0,8.0,3.0,1.0,1.0,3.0,7.0,11.0,10.0,,,,84.0,39.0,6.4,15.0,0.4959,0.0,0.0343372,1,,,,,9.0,9.0,2.0,1.0,,4.0,2.0,,1.0,1.0,2.0,2.0,,,,1.0,7.0,,3.0,2.0,doanritsu,1.0,1.0,,,,,,,,,
10388256,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,23.0,17.0,4.0,1.0,13.0,14.0,4.0,11.0,7.0,,,,62.0,37.0,6.8,11.0,0.0338,0.0,0.0278679,1,,,,,2.0,5.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,2.0,,2.0,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,
10388256,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,False,23.0,13.0,,,4.0,5.0,9.0,18.0,3.0,,,,90.0,35.0,7.0,13.0,0.0357,0.559,0.0182129,1,,,,5.0,12.0,11.0,,,,3.0,,7.0,,1.0,3.0,1.0,,,,3.0,4.0,1.0,2.0,1.0,,,,,1.0,,,,,,,
10388256,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,False,20.0,12.0,,,4.0,6.0,8.0,15.0,3.0,,,,84.0,37.0,6.8,10.0,0.041,0.0,0.175707,1,,,,2.0,11.0,7.0,1.0,1.0,1.0,2.0,1.0,6.0,,2.0,2.0,2.0,,1.0,,3.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,
10388256,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,True,25.0,18.0,4.0,2.0,12.0,16.0,6.0,9.0,5.0,,,,54.0,31.0,6.7,8.0,0.0,0.0,0.00399073,0,,,,1.0,1.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
10388256,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,15.0,8.0,4.0,1.0,3.0,4.0,5.0,11.0,5.0,,,,28.0,25.0,6.6,10.0,0.0,0.0,0.00824929,0,,,,,3.0,2.0,,,,,2.0,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,
10388256,home,SC Freiburg,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8489,M,355088,EUR,864259200,M,22,22,True,5.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,,,,28.0,13.0,6.7,6.0,0.1332,0.0796,0.0295936,2,,,,,3.0,1.0,,,,1.0,,1.0,,,1.0,,,3.0,1.0,,2.0,1.0,,,rolandsallai,,,1.0,1.0,,,,,,,
10388256,home,SC Freiburg,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,M,29,29,True,2.0,2.0,,,,,2.0,2.0,,,,,12.0,2.0,6.5,,0.0,0.0,0.00486197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,33,33,True,4.0,2.0,1.0,,,2.0,2.0,2.0,3.0,,,,12.0,6.0,6.6,3.0,0.0,0.0,0.00177248,0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
10388256,home,SC Freiburg,Benjamin Uphoff,benjamin-uphoff,B. Uphoff,G,1,192,41,M,164959,EUR,744768000,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Jonathan Schmid,jonathan-schmid,J. Schmid,M,7,179,75,M,94856,EUR,646012800,M,7,7,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Robert Wagner,wagner-robert,R. Wagner,M,18,181,160,M,1131338,EUR,1058140800,M,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,home,SC Freiburg,Nils Petersen,nils-petersen,N. Petersen,F,,188,136,,20826,EUR,597369600,F,18,18,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388256,away,FC Bayern München,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12744,M,16206,EUR,598320000,G,27,27,False,22.0,17.0,8.0,4.0,16.0,17.0,1.0,5.0,7.0,1.0,1.0,2.0,90.0,30.0,7.5,5.0,0.0,0.0,0.00013918,0,0.6386,,,,,,,1.0,,,,,,,,,,,,,,,,,yannsommer,,,,,,2.0,2.0,,,,
10388256,away,FC Bayern München,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90247,M,138892,EUR,769996800,D,22,22,False,69.0,60.0,6.0,4.0,27.0,29.0,34.0,43.0,4.0,,,,89.0,90.0,7.0,17.0,0.0,0.0,0.264302,0,,,,,5.0,6.0,1.0,,,2.0,,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,5.0,,3.0,2.0,JCancelo,,,,,,,,,,,
10388256,away,FC Bayern München,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10858,M,787505,EUR,827971200,D,5,5,False,108.0,99.0,5.0,3.0,56.0,57.0,43.0,51.0,9.0,,,,90.0,134.0,8.8,9.0,0.2618,0.0301,0.0356623,4,,,,7.0,3.0,11.0,,7.0,3.0,3.0,,3.0,1.0,5.0,1.0,1.0,,,,,,,,,benpavard21,,,2.0,1.0,,,,,,,
10388256,away,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,803031,EUR,934416000,D,4,4,False,95.0,88.0,6.0,3.0,59.0,63.0,29.0,32.0,7.0,,,,90.0,109.0,8.0,8.0,0.0167,0.5947,0.0675497,1,,,,8.0,8.0,10.0,1.0,4.0,,2.0,,6.0,,2.0,2.0,,,,,1.0,,1.0,,,mdeligt,,,,1.0,,,,1.0,,,
10388256,away,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,843665,EUR,973123200,D,19,19,False,71.0,64.0,2.0,2.0,34.0,39.0,31.0,35.0,10.0,,,,90.0,95.0,7.1,14.0,0.0204,0.0,0.354479,1,,,,,6.0,6.0,,2.0,,2.0,,1.0,1.0,,2.0,1.0,,3.0,1.0,1.0,7.0,2.0,3.0,1.0,ADavies19,,,,,,,,,1.0,,
10388256,away,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,259117,EUR,792201600,M,6,6,False,85.0,78.0,12.0,10.0,33.0,34.0,48.0,60.0,12.0,,,,90.0,107.0,8.1,16.0,0.0,0.0,0.683894,0,,,,,4.0,1.0,1.0,1.0,,1.0,2.0,,,2.0,,,,9.0,3.0,1.0,,5.0,,1.0,Jok_32,,,,,,,,,,1.0,
10388256,away,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,293519,EUR,821318400,M,10,10,False,40.0,31.0,1.0,,5.0,7.0,26.0,34.0,9.0,,,,89.0,63.0,6.0,15.0,1.5255,0.5532,0.0715534,5,,,,,6.0,6.0,3.0,,,1.0,2.0,,3.0,,1.0,1.0,,1.0,,1.0,4.0,,4.0,2.0,LeroySane,3.0,,1.0,1.0,,,,,,,
10388256,away,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,35166,EUR,621648000,M,25,25,False,33.0,26.0,1.0,1.0,1.0,2.0,26.0,32.0,5.0,,,,77.0,42.0,7.3,10.0,0.1306,0.0,0.227183,1,,,,3.0,3.0,3.0,3.0,1.0,,,,,1.0,,,,True,1.0,1.0,,,2.0,,,esmuellert,,,,,,,,,,2.0,
10388256,away,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116690,M,1010231,EUR,1046217600,M,42,42,False,44.0,40.0,,,15.0,16.0,25.0,28.0,2.0,,,,68.0,61.0,7.5,7.0,0.1081,0.0554,0.436598,2,,,,,9.0,8.0,,,,2.0,5.0,,1.0,,,2.0,,,,3.0,5.0,3.0,4.0,2.0,Bambi,,,,1.0,,,,,,1.0,1.0
10388256,away,FC Bayern München,Sadio Mané,sadio-mane,S. Mané,M,10,175,169423,M,217704,EUR,702864000,M,17,17,False,28.0,22.0,,,6.0,7.0,16.0,23.0,5.0,,,,90.0,46.0,6.4,14.0,0.3629,0.1186,0.0723966,2,,,,1.0,4.0,7.0,,,,2.0,1.0,2.0,1.0,,1.0,4.0,,2.0,,1.0,,1.0,,4.0,SadioMané,2.0,,,1.0,,,,,,,
