match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_wonContest,stat_challengeLost,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_goals,stat_keyPass,stat_hitWoodwork,stat_penaltyWon,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437055,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190.0,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,36.0,23.0,17.0,4.0,0.0,19.0,25.0,4.0,11.0,1.0,2.0,11.0,1.0,1.0,1.0,2.0,90.0,47.0,6.3,13.0,0.00239261,0,-0.2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184.0,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,41.0,33.0,10.0,5.0,0.0,19.0,23.0,14.0,18.0,1.0,5.0,4.0,,,,,90.0,59.0,6.8,9.0,0.00686593,0,,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188.0,32684,M,mdeligt,803031,EUR,934416000,D,4,4,False,40.0,38.0,2.0,,0.0,31.0,31.0,7.0,9.0,1.0,1.0,2.0,,,,,90.0,45.0,6.7,2.0,0.0010454,0,,3.0,,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175.0,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,64.0,56.0,4.0,1.0,0.0,47.0,50.0,9.0,14.0,,3.0,4.0,,,,,90.0,73.0,6.8,8.0,0.00211783,0,,4.0,1.0,2.0,1.0,2.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183.0,53635,M,nousmaz97,847030,EUR,879465600,D,3,3,False,36.0,33.0,1.0,,0.0,16.0,17.0,17.0,19.0,,13.0,4.0,,2.0,,,90.0,63.0,7.9,3.0,0.0199733,0,,3.0,5.0,2.0,1.0,2.0,6.0,4.0,1.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185.0,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,42.0,33.0,7.0,2.0,0.0,18.0,21.0,15.0,22.0,1.0,5.0,6.0,1.0,,,,90.0,66.0,6.7,14.0,0.209163,1,,9.0,,5.0,,2.0,4.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,0.0188,,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Manuel Ugarte,,,manuel-ugarte,M. Ugarte,M,25,182.0,19122,M,ugartemanu,846425,EUR,986947200,M,25,25,False,29.0,22.0,2.0,1.0,0.0,14.0,16.0,8.0,13.0,,2.0,4.0,1.0,1.0,,,84.0,38.0,5.9,11.0,0.00983301,0,,11.0,1.0,,,1.0,1.0,1.0,6.0,1.0,,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
12437055,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180.0,138483,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,25.0,19.0,1.0,1.0,0.0,12.0,13.0,8.0,14.0,,1.0,2.0,,,,,90.0,42.0,6.4,11.0,0.00845909,4,,8.0,4.0,1.0,,,,,1.0,3.0,1.0,1.0,2.0,,1.0,0.4596,1.0,1.0,1.0,1.0,2.0,2.0,0.0935,,,,,,,,,,,,
12437055,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179.0,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,47.0,32.0,3.0,,0.0,12.0,18.0,21.0,36.0,1.0,10.0,6.0,,4.0,,,90.0,75.0,7.9,24.0,0.0954809,4,,9.0,1.0,2.0,,1.0,4.0,3.0,1.0,2.0,1.0,4.0,7.0,2.0,1.0,1.2675,1.0,1.0,1.0,2.0,1.0,,0.7563,True,2.0,1.0,4.0,,,,,,,,
12437055,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185.0,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,20.0,15.0,1.0,1.0,0.0,5.0,6.0,10.0,16.0,,1.0,1.0,,,,,73.0,37.0,6.2,12.0,0.0114355,2,,9.0,5.0,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,,0.2346,,,1.0,1.0,1.0,1.0,0.043,,,,,1.0,,,,,,,
