match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_outfielderBlock,stat_errorLeadToAGoal,stat_fouls,stat_dispossessed,stat_keyPass,stat_totalContest,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14035917,home,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,False,24.0,16.0,13.0,5.0,0.0,11.0,11.0,5.0,13.0,2.0,1.0,6.0,2.0,3.0,5.0,1.0,90.0,37.0,7.0,9.0,0.00269617,0.402,0,0.8348,0.04,0.01,-0.04,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035917,home,Cercle Brugge,Emmanuel Kakou,emmanuel-kakou,E. Kakou,D,5,,182,M,1847412,EUR,1120089600,D,5,5,False,50.0,44.0,4.0,4.0,0.0,30.0,30.0,14.0,20.0,7.0,10.0,4.0,1.0,,,,90.0,82.0,7.3,7.0,0.0550639,,2,,0.14,0.02,-0.08,,Emmanuel Kakou,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,0.2679,-0.22,,,,,,,,,,,,,,,,,,
14035917,home,Cercle Brugge,Edgaras Utkus,edgaras-utkus,E. Utkus,D,3,190.0,321,M,921180,EUR,961632000,D,3,3,False,87.0,80.0,8.0,6.0,0.0,49.0,50.0,31.0,37.0,5.0,12.0,3.0,2.0,,,,90.0,106.0,7.4,8.0,0.0266531,,0,,0.23,0.23,0.25,,,,,2.0,3.0,2.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
14035917,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,56.0,55.0,4.0,3.0,0.0,24.0,24.0,31.0,32.0,,2.0,2.0,,,,,45.0,64.0,6.5,3.0,0.0172263,,0,,0.29,0.13,-0.27,,,,,2.0,,3.0,,,,1.0,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
14035917,home,Cercle Brugge,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,D,15,15,False,80.0,64.0,13.0,4.0,0.0,24.0,29.0,40.0,51.0,3.0,6.0,7.0,,,,,90.0,108.0,8.0,23.0,0.515496,,0,,0.7,0.2,0.38,,,6.0,3.0,,2.0,3.0,1.0,,,1.0,1.0,1.0,2.0,,,,1.0,,,2.0,5.0,,,,,,,,,,,,
14035917,home,Cercle Brugge,Oluwaseun Adewumi,adewumi-oluwaseun,O. Adewumi,F,17,182.0,221,M,1201883,EUR,1109116800,M,17,17,False,5.0,5.0,,,0.0,,,5.0,5.0,6.0,,3.0,1.0,,,,45.0,18.0,6.7,4.0,0.0225756,,2,,0.08,0.22,-0.06,,,1.0,,,2.0,1.0,,2.0,,,,,2.0,0.2301,-0.54,,,,,,1.0,4.0,3.0,,,,,,,,,,
14035917,home,Cercle Brugge,Pieter Gerkens,pieter-gerkens,P. Gerkens,M,18,180.0,179,M,190401,EUR,808272000,M,18,18,False,37.0,29.0,2.0,2.0,0.0,14.0,15.0,15.0,22.0,2.0,1.0,3.0,1.0,,,,90.0,54.0,6.8,12.0,0.234644,,1,,0.3,-0.12,0.19,,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,3.0,,,2.0,0.0731,0.01,,,,,1.0,,1.0,,,,,,,,,,,
14035917,home,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,45.0,40.0,4.0,3.0,0.0,14.0,16.0,26.0,29.0,1.0,1.0,1.0,1.0,,,,90.0,52.0,6.8,7.0,0.0398696,,2,,0.27,0.02,0.16,,,1.0,,,,3.0,,1.0,,,,,,0.1449,-0.03,,1.0,,3.0,,1.0,,,True,1.0,0.0179,,,,,,,
14035917,home,Cercle Brugge,Edan Diop,diop-edan,E. Diop,M,37,173.0,536,M,1390575,EUR,1093651200,M,37,37,False,61.0,52.0,5.0,2.0,0.0,17.0,18.0,35.0,43.0,9.0,,5.0,4.0,,,,82.0,88.0,7.3,19.0,0.146276,,1,,0.43,0.22,-0.05,,Edan Diop,3.0,1.0,,,7.0,1.0,1.0,,,2.0,1.0,1.0,0.0637,-0.09,,,,1.0,1.0,,7.0,3.0,,,,,,,,,,
14035917,home,Cercle Brugge,Oumar Diakité,oumar-diakite,O. Diakité,F,10,181.0,8359,M,1188191,EUR,1071878400,F,10,10,False,18.0,15.0,,,0.0,5.0,5.0,10.0,13.0,5.0,,4.0,1.0,,,,89.0,41.0,6.7,16.0,0.0327135,,5,,-0.31,0.16,0.15,,,2.0,,2.0,3.0,8.0,,4.0,,1.0,,,5.0,1.3775,0.4,,,,,5.0,1.0,2.0,1.0,,1.0,0.519,cheick_diakite,2.0,1.0,2.0,,,
