match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_duelLost,stat_wasFouled,stat_goalAssist,stat_challengeLost,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12134237,home,Forward Madison FC,Martin Sanchez,Martin Sanchez,,martin-sanchez,M. Sanchez,G,182.0,1,M,1481660,EUR,962668800.0,G,99,99,False,32.0,28.0,10.0,6.0,27.0,29.0,1.0,3.0,3.0,90.0,32.0,6.8,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Michael Chilaka,Michael Chilaka,,michael-chilaka,M. Chilaka,D,180.0,28,M,1130329,EUR,949708800.0,D,2,2,False,145.0,132.0,14.0,7.0,90.0,90.0,42.0,55.0,4.0,90.0,156.0,7.9,14.0,0,2,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Jacob Crull,,,jacob-crull,J. Crull,D,182.0,5,M,1019846,EUR,875836800.0,D,16,16,False,96.0,86.0,17.0,9.0,71.0,74.0,15.0,22.0,6.0,90.0,106.0,7.3,10.0,0,,1.0,3.0,,5.0,2.0,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Jake Fuderer,Jake Fuderer,,jake-fuderer,J. Fuderer,M,178.0,1,M,1190868,EUR,959212800.0,D,26,26,False,70.0,63.0,9.0,6.0,35.0,38.0,28.0,32.0,5.0,90.0,82.0,7.5,9.0,0,26,,3.0,1.0,2.0,,3.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Stephen Payne,,,stephen-payne,S. Payne,D,178.0,6,M,945200,EUR,866419200.0,M,22,22,False,22.0,20.0,,,12.0,12.0,8.0,11.0,,45.0,31.0,6.5,5.0,0,22,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Aiden Mesias,,,aiden-mesias,A. Mesias,M,180.0,3,M,1019789,EUR,940636800.0,M,10,10,False,63.0,59.0,1.0,1.0,33.0,34.0,26.0,29.0,8.0,90.0,76.0,7.0,9.0,1,10,,4.0,,,,3.0,1.0,,,,2.0,1.0,,,3.0,,,2.0,1.0,,,,,,,,,,,,
12134237,home,Forward Madison FC,Mauro Cichero,,,mauro-cichero,M. Cichero,M,191.0,8,M,1025167,EUR,807235200.0,M,14,14,False,50.0,40.0,3.0,2.0,24.0,27.0,16.0,23.0,3.0,81.0,55.0,6.9,11.0,1,,2.0,3.0,,,1.0,,,,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12134237,home,Forward Madison FC,Wolfgang Prentice,Wolfgang Prentice,,wolfgang-prentice,W. Prentice,M,183.0,3,M,1191070,EUR,956620800.0,M,7,7,False,41.0,37.0,4.0,4.0,21.0,21.0,18.0,23.0,5.0,90.0,56.0,7.1,9.0,0,7,,6.0,,,,1.0,,1.0,,1.0,5.0,3.0,,1.0,1.0,3.0,2.0,3.0,,2.0,2.0,,,,,,,,,,
12134237,home,Forward Madison FC,Nazeem Bartman,,,nazeem-bartman,N. Bartman,F,170.0,6,M,983179,EUR,745200000.0,F,24,24,False,21.0,15.0,2.0,1.0,4.0,4.0,11.0,19.0,5.0,73.0,27.0,6.7,10.0,0,24,,1.0,,,,,,1.0,,,2.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Christian Chaney,,,christian-chaney,C. Chaney,F,178.0,6,M,882489,EUR,778982400.0,F,9,9,False,20.0,13.0,1.0,,5.0,5.0,8.0,18.0,1.0,90.0,48.0,8.5,23.0,4,,,5.0,,,,4.0,2.0,,,3.0,9.0,,,,7.0,3.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,
12134237,home,Forward Madison FC,Agustín Dávila,,,agustin-davila,A. Dávila,F,176.0,28,M,966841,EUR,915494400.0,F,20,20,False,29.0,22.0,1.0,,7.0,7.0,15.0,23.0,2.0,81.0,36.0,6.5,11.0,1,,,2.0,,,,1.0,1.0,1.0,,,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,
12134237,home,Forward Madison FC,Ferrety Sousa,,,ferrety-sousa,F. Sousa,D,168.0,10,M,881511,EUR,662083200.0,D,25,25,True,40.0,36.0,3.0,3.0,23.0,23.0,15.0,20.0,3.0,45.0,54.0,7.4,8.0,0,,1.0,4.0,1.0,,,1.0,1.0,2.0,,1.0,6.0,,1.0,,3.0,3.0,,2.0,,2.0,2.0,,,5.0,,,,,,,
12134237,home,Forward Madison FC,Devin Boyce,Devin Boyce,,devin-boyce,D. Boyce,M,178.0,6,M,1046077,EUR,842140800.0,M,8,8,True,14.0,11.0,1.0,,4.0,5.0,7.0,11.0,2.0,17.0,20.0,6.7,6.0,0,8,1.0,4.0,,,,2.0,2.0,,,,2.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,John Murphy,,,john-murphy,J. Murphy,M,178.0,6,M,983004,EUR,956102400.0,M,6,6,True,11.0,8.0,2.0,1.0,3.0,4.0,5.0,7.0,2.0,9.0,12.0,6.5,3.0,0,6,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Juan Galindrez,,,juan-galindrez,J. Galindrez,F,182.0,10,M,942884,EUR,773280000.0,F,19,19,True,1.0,,1.0,,,,,1.0,,9.0,5.0,6.5,3.0,0,,,2.0,,,,1.0,1.0,,,,2.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,
12134237,home,Forward Madison FC,Bernd Schipmann,,,bernd-schipmann,B. Schipmann,G,194.0,6,M,202122,EUR,773366400.0,G,1,1,True,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Mitchell Osmond,,,mitchell-osmond,M. Osmond,D,186.0,12,M,983927,EUR,763344000.0,D,4,4,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134237,home,Forward Madison FC,Jimmie Villalobos,,,jimmie-villalobos,J. Villalobos,M,178.0,1,M,982996,EUR,806284800.0,M,21,21,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
