match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated
10408632,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,19.0,8.0,18.0,7.0,1.0,1.0,7.0,18.0,8.0,1.0,5.0,6.0,90.0,28.0,8.4,11.0,0.0,0.0,0.00265469,0,0.9368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185.0,520,M,949707,EUR,899424000,D,21,21,False,25.0,18.0,7.0,2.0,9.0,10.0,10.0,18.0,6.0,,,,90.0,47.0,6.8,16.0,0.0,0.0,0.0140104,0,,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408632,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,6,6,False,39.0,31.0,13.0,8.0,19.0,23.0,12.0,16.0,3.0,,,,90.0,57.0,7.5,10.0,0.0183,0.0821,0.00567829,1,,,,,,1.0,3.0,,,,2.0,1.0,,1.0,,1.0,1.0,7.0,1.0,,,,,,,,,,,
10408632,home,Getafe,Djené,djene,Djené,D,2,178.0,2527,M,307702,EUR,694137600,D,2,2,False,31.0,29.0,2.0,1.0,21.0,23.0,8.0,8.0,,,,,90.0,38.0,6.8,3.0,0.105,0.0,0.00214716,2,,,,,,3.0,3.0,,,,1.0,1.0,,1.0,1.0,,,2.0,,True,2.0,1.0,1.0,1.0,,,,,,
10408632,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,491,M,980578,EUR,953856000,D,4,4,False,26.0,20.0,3.0,,13.0,17.0,7.0,9.0,8.0,,,,90.0,49.0,6.8,14.0,0.0,0.0,0.00282229,0,,,,,,6.0,6.0,1.0,1.0,1.0,3.0,2.0,,3.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,
10408632,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180.0,1587,M,794937,EUR,883958400,M,11,11,False,23.0,16.0,2.0,,9.0,11.0,7.0,13.0,2.0,,,,90.0,37.0,6.4,11.0,0.0257,0.0,0.00485908,1,,,,1.0,,6.0,7.0,3.0,,,1.0,,2.0,4.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,
10408632,home,Getafe,Jaime Seoane,jaime-seoane,J. Seoane,M,10,175.0,156,M,838636,EUR,853891200,M,8,8,False,18.0,17.0,2.0,2.0,9.0,10.0,8.0,8.0,1.0,,,,73.0,23.0,6.6,2.0,0.0,0.0,0.00703976,0,,,,,,3.0,2.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,
10408632,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,385888,EUR,812419200,M,18,18,False,30.0,25.0,6.0,4.0,11.0,13.0,15.0,22.0,6.0,,,,90.0,44.0,7.1,9.0,0.0963,0.0,0.0434364,2,,,,5.0,1.0,4.0,3.0,4.0,,,2.0,1.0,,1.0,,,,1.0,1.0,,,,2.0,,,,2.0,,,
10408632,home,Getafe,Portu,portu,Portu,F,8,167.0,868,M,218616,EUR,706406400,M,9,9,False,21.0,15.0,1.0,1.0,6.0,9.0,9.0,12.0,,,,,90.0,36.0,6.9,10.0,0.0,0.0,0.00875693,0,,,,,,3.0,5.0,1.0,,,1.0,1.0,3.0,1.0,2.0,3.0,,,,,1.0,,,,3.0,1.0,,,,
10408632,home,Getafe,Enes Ünal,enes-unal,E. Ünal,F,26,185.0,3634,M,336655,EUR,863222400,F,10,10,False,18.0,9.0,1.0,,4.0,4.0,5.0,14.0,4.0,,,,89.0,28.0,6.8,12.0,0.0239,0.1584,0.00692543,1,,,,,,7.0,6.0,,1.0,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,,,,2.0,2.0,,,1.0,2.0,,EnesUnal16,,
10408632,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182.0,2532,M,604954,EUR,860198400,F,19,19,False,7.0,6.0,1.0,1.0,1.0,1.0,5.0,7.0,3.0,,,,89.0,18.0,6.8,3.0,0.0271,0.0,0.00145329,1,,,,1.0,,1.0,6.0,,,,,,1.0,4.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,
10408632,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184.0,1287,M,331449,EUR,791078400,M,20,20,True,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,17.0,5.0,6.6,1.0,0.0,0.0,0.00019689,0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10408632,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185.0,448,M,351140,EUR,593654400,F,7,7,True,2.0,1.0,,,,,1.0,2.0,1.0,,,,11.0,2.0,6.5,1.0,0.0,0.0,0.00052602,0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
10408632,home,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191.0,1993,M,966679,EUR,985305600,F,14,14,True,1.0,,,,,1.0,,,,,,,10.0,2.0,6.6,1.0,0.0,0.0,0.0,0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10408632,home,Getafe,Kiko Casilla,kiko-casilla,K. Casilla,G,,190.0,585,,18184,EUR,528595200,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Diego Conde,diego-conde,D. Conde,G,13,188.0,451,M,951008,EUR,909532800,G,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189.0,417,M,108736,EUR,643334400,D,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Álex Revuelta,alex-revuelta,Á. Revuelta,D,3,191.0,12,M,1392458,EUR,955843200,D,31,31,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Gorka Rivera,gorka-rivera,G. Rivera,D,30,175.0,15,M,1390614,EUR,1091318400,D,29,29,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Alejandro Rodriguez,alejandro-rodriguez,A. Rodriguez,D,23,178.0,6,M,1396160,EUR,1016668800,D,32,32,True,,,,,,,,,,,,,,,,,,0.0,,0,,Alejandro Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408632,home,Getafe,Ángel Algobia,angel-algobia,Á. Algobia,M,27,186.0,39,M,966219,EUR,930096000,M,16,16,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
