match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_fouls,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_punches
11370017,home,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,28.0,15.0,20.0,7.0,10.0,11.0,5.0,17.0,7.0,1.0,2.0,2.0,3.0,90.0,38.0,7.3,13.0,0.00237464,0,0.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370017,home,KRC Genk,Zakaria El Ouahdi,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,35.0,28.0,6.0,2.0,13.0,16.0,15.0,22.0,3.0,,,,,90.0,64.0,7.6,15.0,0.0123697,0,,,,z.elouahdi,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11370017,home,KRC Genk,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,38.0,27.0,7.0,1.0,17.0,20.0,10.0,18.0,8.0,,,,,90.0,55.0,7.4,12.0,0.0949197,0,,,,,,2.0,8.0,,,1.0,1.0,2.0,,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11370017,home,KRC Genk,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183,655,M,922759,EUR,919900800,D,2,2,False,42.0,34.0,9.0,5.0,27.0,32.0,7.0,10.0,3.0,1.0,,,,90.0,51.0,6.8,9.0,0.00492466,0,,,,,,2.0,2.0,,,,,3.0,,,2.0,2.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,
11370017,home,KRC Genk,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,42.0,33.0,3.0,,20.0,21.0,13.0,25.0,6.0,,,,,89.0,80.0,7.2,24.0,0.0153588,1,,,,joriskayembe23,4.0,4.0,5.0,,2.0,1.0,1.0,,,1.0,4.0,3.0,2.0,2.0,,3.0,,,,1.0,0.0397,,,,,,,,,,,
11370017,home,KRC Genk,Patrik Hrošovský,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,50.0,44.0,5.0,3.0,20.0,21.0,24.0,29.0,12.0,,,,,90.0,60.0,6.5,11.0,0.0176891,2,,,,,,7.0,1.0,,5.0,,,2.0,,,,,,2.0,,,1.0,,,1.0,0.1475,1.0,,,,,,,,,,
11370017,home,KRC Genk,Bryan Heynen,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,37.0,24.0,6.0,4.0,2.0,3.0,22.0,34.0,3.0,,,,,90.0,53.0,7.2,17.0,0.0374854,1,,,,,,3.0,9.0,1.0,1.0,,,2.0,,,8.0,5.0,3.0,,1.0,1.0,,,1.0,1.0,0.2914,,True,1.0,1.0,,,,,,,
11370017,home,KRC Genk,Christopher Baah,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,90,90,False,40.0,28.0,2.0,2.0,7.0,11.0,21.0,31.0,7.0,,,,,90.0,71.0,8.1,19.0,0.390491,3,,Christopher Baah,,,2.0,6.0,10.0,2.0,1.0,1.0,1.0,,,,5.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,,,0.0943,1.0,,,,2.0,0.1076,,,,,
11370017,home,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,10,10,False,63.0,50.0,11.0,6.0,13.0,16.0,41.0,61.0,11.0,,,,,86.0,94.0,7.7,31.0,0.436878,4,,Bilal,El Khannouss,bilalekns_34,14.0,9.0,3.0,2.0,4.0,2.0,1.0,,,,,,2.0,1.0,1.0,,1.0,5.0,1.0,1.0,0.3446,1.0,,,,2.0,0.1472,4.0,,,,
11370017,home,KRC Genk,Luca Oyen,luca-oyen,L. Oyen,M,11,172,406,M,996986,EUR,1047600000,M,24,24,False,7.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,,,,,,36.0,12.0,6.5,5.0,0.00223194,0,,,,,,2.0,1.0,,1.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
