match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_goals,stat_totalOffside,player_sofascoreId
13472685,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,96,96,False,17.0,12.0,7.0,2.0,0.0,12.0,15.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,29.0,6.8,5.0,6.427e-05,0,0.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472685,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177,3440,M,158583,EUR,695260800,D,13,13,False,64.0,60.0,2.0,1.0,0.0,31.0,31.0,33.0,2.0,4.0,,,,,,90.0,84.0,7.2,5.0,0.31721,2,,,,29.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0682,0.1804,1.0,,,,,,,,,,,,,,
13472685,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,80.0,70.0,8.0,2.0,0.0,44.0,46.0,34.0,5.0,5.0,,,,,,90.0,89.0,6.8,10.0,0.012966,2,,,,26.0,,,1.0,2.0,4.0,1.0,,,1.0,1.0,,,,0.0683,0.0583,,4.0,1.0,1.0,,,,,,,,,,,
13472685,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185,2035,M,989843,EUR,1006300800,D,21,21,False,92.0,86.0,5.0,4.0,0.0,47.0,49.0,43.0,3.0,,,,,,,90.0,103.0,7.5,6.0,0.0579701,1,,,,39.0,,,1.0,2.0,9.0,,,,,1.0,,,2.0,0.0235,0.157,2.0,5.0,,,2.0,1.0,1.0,,,,,,,,
13472685,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,65.0,55.0,8.0,4.0,1.0,22.0,26.0,39.0,3.0,9.0,,,,,,90.0,91.0,7.7,20.0,0.331363,0,,,,33.0,9.0,2.0,1.0,5.0,4.0,1.0,1.0,,,,,,1.0,,,4.0,2.0,,,1.0,1.0,,2.0,2.0,1.0,,,,,
13472685,home,Bahia,Kayky,kayky,Kayky,M,37,175,2624,M,1106151,EUR,1055203200,M,37,37,False,9.0,8.0,,,0.0,1.0,1.0,8.0,,,,,,,,41.0,15.0,6.6,3.0,0.0071279,2,,Kayky,,7.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,,2.0,,,0.1167,,,,,,1.0,,,,,,1.0,,,,
13472685,home,Bahia,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,24.0,19.0,1.0,,0.0,9.0,11.0,13.0,,2.0,,,,,,45.0,27.0,6.4,6.0,0.0114119,0,,,,10.0,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
13472685,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,43.0,34.0,3.0,1.0,0.0,20.0,23.0,20.0,,3.0,,,,,,70.0,57.0,6.5,16.0,0.024225,0,,,,14.0,1.0,,,4.0,3.0,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,3.0,,,,
13472685,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,29.0,23.0,3.0,2.0,0.0,7.0,7.0,22.0,,3.0,,,,,,87.0,46.0,6.9,12.0,0.0414399,3,,,,16.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,,,,1.0,,1.0,0.0546,,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,,,4.0,True,,,
13472685,home,Bahia,Erick Pulga,erick-pulga,E. Pulga,M,16,169,4844,M,1104070,EUR,970358400,M,16,16,False,23.0,23.0,,,0.0,7.0,7.0,16.0,,4.0,,,,,,70.0,45.0,7.2,8.0,0.0360257,2,,Erick,Pulga,16.0,2.0,,3.0,6.0,9.0,,3.0,1.0,,,1.0,,6.0,0.1845,,,,1.0,,2.0,2.0,1.0,,,,4.0,,,,
