match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalClearance,stat_interceptionWon,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_dispossessed,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_totalOffside
11391377,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,30.0,26.0,10.0,7.0,24.0,27.0,2.0,3.0,4.0,2.0,2.0,90.0,36.0,6.4,5.0,0.0656101,0,-0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391377,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,25.0,22.0,3.0,,12.0,12.0,10.0,14.0,2.0,,,67.0,38.0,6.4,7.0,0.0123412,0,,,,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391377,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,68.0,58.0,8.0,4.0,39.0,42.0,19.0,27.0,7.0,,,90.0,85.0,6.6,13.0,0.0127116,0,,,,1.0,5.0,4.0,,3.0,1.0,3.0,3.0,,,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391377,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,52.0,47.0,7.0,5.0,29.0,29.0,18.0,23.0,4.0,,,54.0,58.0,5.9,6.0,0.125513,1,,,,,3.0,1.0,,,,,,1.0,1.0,3.0,,,2.0,True,1.0,1.0,1.0,0.199,,,,,,,,,,,,,,,,
11391377,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,57.0,47.0,6.0,1.0,32.0,34.0,15.0,24.0,12.0,,,90.0,78.0,6.6,14.0,0.0142825,0,,,,1.0,5.0,7.0,1.0,5.0,3.0,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391377,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,28,28,False,23.0,19.0,2.0,1.0,7.0,7.0,12.0,19.0,3.0,,,75.0,40.0,7.4,9.0,0.131768,0,,,,3.0,4.0,9.0,,3.0,3.0,3.0,2.0,,3.0,2.0,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,
11391377,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,56.0,52.0,6.0,4.0,27.0,27.0,25.0,29.0,4.0,,,90.0,73.0,7.5,7.0,0.0540599,2,,,,,5.0,14.0,2.0,3.0,1.0,7.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,,0.0441,,1.0,6.0,1.0,1.0,,,,,,,,,,,
11391377,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,18.0,15.0,2.0,1.0,5.0,7.0,11.0,14.0,3.0,,,83.0,43.0,6.8,15.0,0.169174,2,,,,3.0,9.0,5.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,,2.0,,,1.0,,0.1226,1.0,1.0,,,,1.0,1.0,1.0,0.2894,,,,,,,
11391377,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,15.0,9.0,1.0,,2.0,5.0,8.0,11.0,,,,75.0,29.0,7.0,10.0,0.014652,4,,,,1.0,6.0,3.0,,3.0,2.0,,,1.0,,1.0,2.0,,,,,1.0,,1.167,2.0,,1.0,,2.0,,1.0,1.0,0.9941,1.0,,,,,,
11391377,home,Nice,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,,930245,EUR,993945600,F,29,29,False,14.0,10.0,,,5.0,7.0,5.0,9.0,6.0,,,90.0,35.0,7.5,11.0,0.0864874,3,,,,2.0,8.0,9.0,,3.0,3.0,2.0,,2.0,1.0,2.0,3.0,,,,1.0,,,0.5562,3.0,1.0,3.0,,,,,3.0,0.927,1.0,,,,,,
