match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,captain,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_challengeLost,stat_wonContest,stat_dispossessed,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalOffside
12437679,home,Real Valladolid,Karl Hein,karl-hein,K. Hein,G,13,193.0,4102,M,991591,EUR,1018656000,G,13,13,False,24.0,24.0,6.0,6.0,0.0,23.0,23.0,1.0,1.0,4.0,1.0,90.0,30.0,7.2,0.00104876,0,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,Luis Pérez,luis-perez,L. Pérez,D,2,173.0,199,M,843180,EUR,791856000,D,2,2,False,40.0,29.0,4.0,2.0,0.0,12.0,20.0,20.0,27.0,4.0,,90.0,61.0,7.4,0.118407,0,,7.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,Javi Sánchez,javi-sanchez,J. Sánchez,D,15,189.0,336,M,943713,EUR,858297600,D,5,5,False,78.0,71.0,9.0,6.0,0.0,57.0,58.0,14.0,20.0,1.0,,90.0,87.0,7.1,0.00473109,0,,,,1.0,2.0,2.0,2.0,,3.0,1.0,1.0,,8.0,,True,1.0,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181.0,2526,M,1067582,EUR,1002412800,D,6,6,False,79.0,73.0,4.0,1.0,0.0,56.0,59.0,17.0,20.0,3.0,,90.0,91.0,7.4,0.00433082,1,,,,1.0,1.0,1.0,6.0,,1.0,,,,6.0,,,,,,1.0,1.0,5.0,1.0,0.03,,,,,,,,,,,
12437679,home,Real Valladolid,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177.0,706,M,970860,EUR,954720000,D,22,22,False,48.0,43.0,3.0,2.0,0.0,29.0,31.0,15.0,22.0,3.0,,90.0,73.0,7.3,0.0917675,0,,5.0,1.0,,,2.0,3.0,1.0,2.0,1.0,1.0,,13.0,1.0,,1.0,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,
12437679,home,Real Valladolid,Kike Pérez,kike-perez,K. Pérez,M,71,184.0,312,M,857178,EUR,855878400,M,8,8,False,46.0,42.0,5.0,4.0,0.0,25.0,26.0,17.0,22.0,1.0,,62.0,55.0,7.0,0.0205398,1,,2.0,,,,7.0,3.0,,,,,1.0,7.0,1.0,,4.0,,,1.0,1.0,2.0,1.0,0.1874,2.0,,1.0,,,,,,,,
12437679,home,Real Valladolid,Stanko Jurić,juric-stanko,S. Jurić,M,24,189.0,498,M,921417,EUR,840153600,M,20,20,False,63.0,55.0,2.0,2.0,0.0,39.0,43.0,16.0,20.0,7.0,,90.0,74.0,7.1,0.00773886,0,,,,1.0,3.0,6.0,9.0,1.0,1.0,,,,9.0,,,2.0,,,,,5.0,4.0,,2.0,1.0,1.0,,,,,,,,
12437679,home,Real Valladolid,Selim Amallah,amallah-selim,S. Amallah,M,21,187.0,6523,M,801211,EUR,848016000,M,21,21,False,28.0,25.0,6.0,4.0,0.0,6.0,6.0,19.0,26.0,6.0,,89.0,55.0,7.9,0.0138602,2,,4.0,,,,6.0,10.0,6.0,,1.0,,4.0,13.0,,,1.0,,,,,3.0,2.0,0.1497,1.0,3.0,1.0,selim_amallah,2.0,0.4378,,,,,
12437679,home,Real Valladolid,Amath Ndiaye,amath-ndiaye,A. Ndiaye,M,11,179.0,448,M,845168,EUR,837475200,F,19,19,False,14.0,12.0,,,0.0,6.0,6.0,6.0,9.0,3.0,,62.0,26.0,6.8,0.0476853,2,,1.0,,,,4.0,1.0,1.0,,,2.0,1.0,7.0,1.0,,2.0,,,2.0,,,,0.2492,1.0,,1.0,,,,,,,,
12437679,home,Real Valladolid,Mamadou Sylla,mamadou-sylla,M. Sylla,F,9,184.0,1357,M,793761,EUR,764121600,F,7,7,False,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,,61.0,11.0,6.6,0.00146326,0,,,,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,Raúl Moro,raul-moro,R. Moro,M,18,169.0,1584,M,980383,EUR,1039046400,F,11,11,False,29.0,22.0,1.0,1.0,0.0,5.0,7.0,20.0,31.0,5.0,,81.0,58.0,7.4,0.200713,2,,9.0,3.0,,1.0,3.0,7.0,6.0,1.0,,4.0,1.0,20.0,1.0,,,,,1.0,,1.0,1.0,0.1893,1.0,4.0,,,,,1.0,1.0,,,
12437679,home,Real Valladolid,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191.0,1993,M,966679,EUR,985305600,F,14,14,True,8.0,6.0,,,0.0,3.0,3.0,3.0,5.0,,,29.0,14.0,7.1,0.0203708,3,,,,,5.0,2.0,7.0,,,,,2.0,3.0,,,1.0,,,3.0,,,,0.1997,,,1.0,,,,,,,,
12437679,home,Real Valladolid,Víctor Meseguer,victor-meseguer,V. Meseguer,M,8,184.0,93,M,1010335,EUR,928886400,M,4,4,True,17.0,17.0,1.0,1.0,0.0,11.0,11.0,6.0,6.0,1.0,,28.0,21.0,6.7,0.00313443,1,,,,1.0,,3.0,2.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,0.1214,1.0,,,,,,,,,,
12437679,home,Real Valladolid,Iván Sánchez,ivan-sanchez,I. Sánchez,M,23,168.0,223,M,142018,EUR,717206400,M,10,10,True,10.0,8.0,,,0.0,3.0,3.0,6.0,10.0,,,28.0,20.0,6.9,0.137751,0,,3.0,1.0,1.0,,1.0,3.0,1.0,,,,2.0,5.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
12437679,home,Real Valladolid,Marcos André,marcos-andre,M. André,F,10,184.0,480,M,880157,EUR,845769600,F,9,9,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,1.0,,9.0,4.0,6.5,8.26e-05,0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
12437679,home,Real Valladolid,Chuky,chuky,Chuky,M,20,176.0,232,M,1137584,EUR,1083196800,M,28,28,True,,,,,0.0,,,1.0,1.0,,,1.0,1.0,,0.0608717,0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,André Ferreira,andre-ferreira,A. Ferreira,G,13,193.0,225,M,788197,EUR,833328000,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,David Torres,david-torres,D. Torres,D,4,182.0,147,M,1214359,EUR,1046822400,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,Raúl Chasco,raul-chasco,R. Chasco,D,34,177.0,34,M,1182710,EUR,1063411200,D,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437679,home,Real Valladolid,Koke Iglesias,koke,Koke,D,32,,40,M,1184311,EUR,1110931200,D,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
