match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,captain,stat_accurateLongBalls,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_dispossessed,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
13189397,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3069,M,42209,EUR,600825600,G,1,1,False,17.0,15.0,2.0,0.0,14.0,15.0,1.0,2.0,8.0,1.0,90.0,24.0,6.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189397,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8330,M,69256,EUR,653702400,D,2,2,False,108.0,97.0,8.0,0.0,24.0,27.0,74.0,85.0,2.0,,90.0,122.0,7.6,14.0,0,ktrippier2,True,4.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
13189397,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3152,M,101882,EUR,693187200,D,5,5,False,80.0,75.0,11.0,0.0,27.0,28.0,48.0,53.0,7.0,,90.0,85.0,7.1,7.0,1,,,9.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
13189397,home,Newcastle United,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3168,M,865167,EUR,907632000,D,25,25,False,69.0,66.0,3.0,0.0,30.0,32.0,36.0,37.0,2.0,,90.0,78.0,6.6,5.0,0,,,2.0,,,4.0,8.0,5.0,,2.0,1.0,,,,5.0,,2.0,1.0,1.0,,,,,,,,,,,
13189397,home,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,811,M,368134,EUR,811382400,D,13,13,False,64.0,60.0,6.0,1.0,18.0,20.0,43.0,51.0,4.0,,69.0,85.0,8.5,10.0,1,,,5.0,7.0,1.0,1.0,2.0,5.0,,1.0,2.0,1.0,,6.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,
13189397,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3308,M,1400650,EUR,1146441600,M,67,67,False,117.0,111.0,6.0,0.0,23.0,25.0,88.0,92.0,10.0,,90.0,132.0,9.2,9.0,1,,,4.0,,,1.0,5.0,6.0,1.0,1.0,4.0,2.0,,4.0,1.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,2.0,1.0,,,
13189397,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1663,M,866191,EUR,878169600,M,36,36,False,61.0,56.0,1.0,0.0,12.0,12.0,44.0,51.0,3.0,,90.0,75.0,6.7,13.0,2,,,1.0,2.0,,1.0,6.0,1.0,,,,,,,1.0,,2.0,,1.0,2.0,,2.0,,,,,2.0,,,
13189397,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10165,M,560128,EUR,839980800,M,7,7,False,33.0,31.0,,0.0,3.0,3.0,28.0,30.0,2.0,,45.0,43.0,6.8,5.0,0,joelinton34,,,,,1.0,5.0,3.0,,,1.0,,,,1.0,,3.0,,1.0,1.0,1.0,,,,,1.0,,,,
13189397,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8474,M,333373,EUR,760838400,F,24,24,False,53.0,48.0,,0.0,6.0,6.0,42.0,48.0,3.0,,84.0,67.0,7.1,9.0,2,miguel_almiron,,,1.0,,1.0,3.0,5.0,1.0,,2.0,2.0,,,,1.0,,1.0,,3.0,1.0,1.0,,,,,1.0,,,
13189397,home,Newcastle United,William Osula,,,osula-william,W. Osula,F,18,191,2970,M,1122603,EUR,1059955200,F,18,18,False,11.0,9.0,,0.0,2.0,2.0,7.0,9.0,,,69.0,18.0,7.2,5.0,1,,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,
