match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_aerialLost,stat_shotOffTarget,player_sofascoreId,captain,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot
12421130,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185,123,M,1141106,EUR,1079568000,G,55,55,False,23.0,12.0,15.0,5.0,0.0,10.0,13.0,2.0,10.0,1.0,1.0,2.0,17.0,3.0,3.0,5.0,1.0,2.0,2.0,90.0,50.0,8.3,14.0,0.00141208,0,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421130,home,RC Sporting Charleroi,Jeremy Petris,jeremy-petris,J. Petris,D,29,183,120,M,910937,EUR,885945600,D,98,98,False,20.0,13.0,6.0,2.0,0.0,4.0,4.0,10.0,22.0,1.0,6.0,3.0,1.0,,,,,,,90.0,54.0,7.2,23.0,0.388083,1,,6.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0445,1.0,,,,,,,,,,,,,,,,
12421130,home,RC Sporting Charleroi,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186,1246,M,965265,EUR,947376000,D,4,4,False,30.0,25.0,7.0,3.0,0.0,18.0,19.0,7.0,11.0,3.0,9.0,7.0,3.0,,,,,,,90.0,45.0,7.3,6.0,0.0138396,0,,,,3.0,,,,,,,1.0,1.0,2.0,,,,,1.0,5.0,3.0,,,,,,,,,,,
12421130,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,34.0,28.0,4.0,3.0,0.0,15.0,17.0,13.0,18.0,2.0,3.0,7.0,3.0,,,,,,,90.0,46.0,7.3,7.0,0.0141146,1,,1.0,,,,,,,1.0,,,,,0.0195,,,,,1.0,,1.0,,,,,,,,,,
12421130,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,548640,EUR,760492800,D,15,15,False,29.0,26.0,2.0,1.0,0.0,13.0,14.0,13.0,16.0,2.0,6.0,3.0,4.0,,,,,,,90.0,53.0,7.6,8.0,0.0227431,3,,1.0,,2.0,1.0,,,,2.0,1.0,,,,0.2244,,,,1.0,4.0,3.0,1.0,1.0,1.0,0.6027,,,,,,,
12421130,home,RC Sporting Charleroi,Yassine Titraoui,yassine-titraoui,Y. Titraoui,M,22,170,2454,M,1094538,EUR,1059177600,M,22,22,False,54.0,45.0,7.0,5.0,0.0,21.0,23.0,24.0,32.0,,3.0,,7.0,,,,,,,82.0,67.0,6.9,13.0,0.0438568,1,,1.0,,9.0,2.0,1.0,1.0,,,3.0,1.0,,3.0,0.0198,,Yacine Titraoui,,2.0,2.0,2.0,,,,,2.0,1.0,,,,,
12421130,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,79.0,70.0,4.0,1.0,1.0,27.0,28.0,44.0,56.0,1.0,4.0,3.0,7.0,,,,,,,90.0,95.0,8.2,14.0,0.192641,0,,5.0,1.0,2.0,,,,1.0,,2.0,1.0,,,,4.0,,,2.0,3.0,2.0,,,,,,,AdemZorgane,True,,,
12421130,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170,106,M,834261,EUR,873849600,M,17,17,False,21.0,18.0,1.0,,0.0,3.0,4.0,15.0,17.0,,3.0,1.0,2.0,,,,,,,89.0,33.0,7.1,7.0,0.617549,0,,,,9.0,,2.0,,1.0,,1.0,1.0,,3.0,,4.0,,,1.0,3.0,3.0,,,1.0,,3.0,,,,,,
12421130,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,49.0,34.0,5.0,4.0,0.0,10.0,17.0,24.0,33.0,4.0,7.0,,3.0,,,,,,,90.0,67.0,8.4,22.0,0.386407,4,,1.0,,13.0,2.0,1.0,1.0,,,1.0,2.0,,1.0,0.3059,3.0,,,2.0,2.0,1.0,,1.0,,0.399,9.0,3.0,,,1.0,,
12421130,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,141,M,789000,EUR,826243200,M,7,7,False,17.0,11.0,5.0,2.0,0.0,7.0,9.0,4.0,10.0,,,1.0,5.0,,,,,,,45.0,24.0,6.6,9.0,0.0196066,2,,2.0,,2.0,1.0,,,,1.0,,,,,0.1183,,,,1.0,,,,,,,,1.0,,,,,
