match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_penaltyMiss,stat_errorLeadToAGoal,stat_totalOffside,stat_penaltyWon
12765131,home,Pafos FC,Jairo da Silva,jairo-da-silva,Jairo,F,11,183,590,M,539260,EUR,705110400,F,10,10,False,17.0,14.0,1.0,,2.0,4.0,4.0,10.0,13.0,1.0,4.0,1.0,3.0,,,,,,85.0,31.0,7.7,10.0,0.0981199,1,,,,,,8.0,,1.0,,,4.0,1.0,4.0,,,0.0812,,4.0,,1.0,4.0,2.0,,,1.0,,1.0,True,,,,,
12765131,home,Pafos FC,Rafael Pontelo,rafael-pontelo,R. Pontelo,D,46,191,277,M,1459633,EUR,1043193600,D,45,45,True,12.0,10.0,1.0,1.0,0.0,7.0,7.0,3.0,5.0,,1.0,1.0,1.0,,,,,,31.0,20.0,6.6,2.0,0.00035499,0,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12765131,home,Pafos FC,Jajá,jaja,Jajá,M,11,177,563,M,1020057,EUR,987292800,F,11,11,True,10.0,3.0,,,0.0,1.0,3.0,2.0,8.0,1.0,5.0,,3.0,,,,,,23.0,18.0,6.8,11.0,0.00792942,0,,,,1.0,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,
12765131,home,Pafos FC,Domingos Quina,domingos-quina,D. Quina,M,8,173,417,M,842582,EUR,942883200,M,8,8,True,,,,,0.0,,,,,,,,,,,,,,9.0,,6.3,,,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,home,Pafos FC,Moustapha Name,moustapha-name,M. Name,M,25,185,328,M,997341,EUR,799632000,M,25,25,True,5.0,4.0,,,0.0,4.0,4.0,,1.0,1.0,1.0,,,,,,,,9.0,7.0,6.4,1.0,2.548e-05,0,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12765131,home,Pafos FC,Anderson Silva,anderson-silva,A. Silva,F,33,186,521,M,892272,EUR,880070400,F,33,33,True,2.0,,1.0,,0.0,,,,2.0,,,,,,,,,,9.0,3.0,6.4,3.0,,0,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
12765131,home,Pafos FC,Neofytos Michael,neofytos-michael,N. Michael,G,93,190,301,M,801918,EUR,756000000,G,93,93,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,home,Pafos FC,Panagiotis Theodoulou,panagiotis-theodoulou,P. Theodoulou,G,1,184,11,,1896417,EUR,1176854400,G,83,83,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,home,Pafos FC,Léo Natel,leo-natel,L. Natel,M,23,179,245,M,875905,EUR,858297600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,home,Pafos FC,Marios Ilia,ilia-marios,M. Ilia,M,70,186,146,M,558856,EUR,832464000,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,away,NK Celje,Matjaž Rozman,matjaz-rozman,M. Rozman,G,22,192,18,M,41236,EUR,536630400,G,22,22,False,29.0,23.0,8.0,3.0,0.0,23.0,26.0,,3.0,,,2.0,8.0,1.0,,,2.0,,90.0,39.0,6.4,6.0,0.00012287,0,-1.2961,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
12765131,away,NK Celje,Žan Karničnik,zan-karnicnik,Ž. Karničnik,D,23,178,419,M,896421,EUR,779846400,D,23,23,False,44.0,38.0,2.0,1.0,0.0,15.0,17.0,23.0,27.0,1.0,5.0,1.0,6.0,,,,,,90.0,69.0,6.6,15.0,0.049306,0,,,,,,8.0,2.0,2.0,2.0,,5.0,1.0,1.0,,,,,3.0,3.0,,2.0,2.0,,,,,,,,,,,
12765131,away,NK Celje,David Zec,zec-david,D. Zec,D,26,185,264,M,887911,EUR,947030400,D,6,6,False,55.0,49.0,8.0,5.0,0.0,39.0,41.0,10.0,14.0,2.0,4.0,3.0,4.0,,,,,,90.0,72.0,6.5,11.0,0.00562179,0,,,,,,7.0,,,1.0,1.0,5.0,4.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,
12765131,away,NK Celje,Klemen Nemanič,klemen-nemanic,K. Nemanič,D,81,194,54,M,822439,EUR,847324800,D,81,81,False,41.0,36.0,3.0,1.0,0.0,34.0,35.0,2.0,6.0,2.0,2.0,8.0,2.0,,,,,,90.0,57.0,6.9,5.0,0.00104146,1,,,,,,2.0,1.0,,,,,,,,,0.019,,,2.0,,1.0,,1.0,,,,,,2.0,,,,
12765131,away,NK Celje,Juanjo Nieto,juanjo-nieto,J. Nieto,D,2,175,74,M,868329,EUR,781142400,D,2,2,False,45.0,39.0,10.0,7.0,0.0,28.0,30.0,11.0,15.0,,4.0,5.0,,,,,,,75.0,62.0,6.5,7.0,0.00459743,0,,,,,,3.0,2.0,,1.0,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,
12765131,away,NK Celje,Mark Zabukovnik,mark-zabukovnik,M. Zabukovnik,M,19,185,63,M,1001902,EUR,977875200,M,19,19,False,42.0,35.0,1.0,1.0,0.0,12.0,16.0,24.0,27.0,,,3.0,3.0,,,,,,90.0,51.0,6.2,7.0,0.0231645,1,,,,1.0,1.0,4.0,1.0,,,,,2.0,,,1.0,0.7884,0.7168,,3.0,,1.0,,,,,1.0,,,,1.0,,,
12765131,away,NK Celje,Marco Dulca,marco-dulca,M. Dulca,M,88,184,78,M,920622,EUR,926380800,M,4,4,False,31.0,27.0,2.0,1.0,0.0,17.0,18.0,10.0,13.0,1.0,1.0,2.0,,,,,,,67.0,39.0,6.5,6.0,0.00307608,0,,Marco,Dulca,,,3.0,,,,,2.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,
12765131,away,NK Celje,Tamar Svetlin,tamar-svetlin,T. Svetlin,M,88,175,177,M,959616,EUR,996451200,M,88,88,False,39.0,31.0,3.0,,0.0,14.0,16.0,17.0,26.0,,7.0,1.0,2.0,,,,,,90.0,58.0,6.8,15.0,0.0164106,1,,,,3.0,,4.0,1.0,,3.0,1.0,4.0,2.0,,,,0.0401,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,
12765131,away,NK Celje,Mario Kvesić,mario-kvesic,M. Kvesić,M,8,175,141,M,137095,EUR,695174400,M,16,16,False,20.0,13.0,3.0,1.0,0.0,5.0,6.0,10.0,20.0,,2.0,2.0,4.0,,,,,,56.0,34.0,6.9,12.0,0.102095,1,,,,6.0,2.0,4.0,1.0,,,,,2.0,2.0,,,0.0351,,3.0,,,,2.0,1.0,,,,,,,,,,
12765131,away,NK Celje,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175,376,M,916182,EUR,998524800,M,77,77,False,23.0,16.0,6.0,4.0,0.0,8.0,10.0,8.0,15.0,,1.0,1.0,3.0,,,,,,90.0,31.0,6.2,10.0,0.00578872,0,,,,2.0,,,,,1.0,,1.0,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,
12765131,away,NK Celje,Aljoša Matko,aljosa-matko,A. Matko,M,17,177,321,M,907454,EUR,954288000,F,7,7,False,4.0,2.0,,,0.0,,,2.0,4.0,,2.0,,,,,,,,75.0,14.0,7.1,5.0,0.00611679,1,,,,,,3.0,,,,,3.0,,1.0,,,0.1371,,,,2.0,3.0,,1.0,,,,,,,,,,1.0
12765131,away,NK Celje,Svit Sešlar,svit-seslar,S. Sešlar,M,10,185,669,M,946291,EUR,1010534400,M,11,11,True,17.0,14.0,2.0,,0.0,5.0,5.0,9.0,12.0,,4.0,,2.0,,,,,,34.0,27.0,6.5,7.0,0.0331283,0,,,,,,3.0,,1.0,2.0,1.0,,,,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,
12765131,away,NK Celje,Clement Lhernault,clement-lhernault,C. Lhernault,M,88,176,30,M,1513253,EUR,1045094400,M,5,5,True,11.0,9.0,2.0,1.0,0.0,2.0,2.0,7.0,9.0,1.0,3.0,,4.0,,,,,,23.0,16.0,7.0,2.0,0.0129113,1,,,,,,1.0,,,,,,1.0,,,,0.0429,,2.0,1.0,,,2.0,1.0,,,,,,,,,,
12765131,away,NK Celje,Damjan Vuklišević,damjan-vuklisevic,D. Vuklišević,D,3,191,33,M,232082,EUR,804297600,D,3,3,True,9.0,8.0,,,0.0,6.0,7.0,2.0,2.0,2.0,2.0,1.0,,,,,,,15.0,10.0,6.6,1.0,0.00072211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,away,NK Celje,Edmilson,edmilson,Edmilson,F,26,190,464,M,1417710,EUR,861408000,F,30,30,True,4.0,2.0,,,0.0,,,2.0,4.0,,,,1.0,,,,,,15.0,5.0,6.5,3.0,0.00890938,0,,Edmilson,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12765131,away,NK Celje,Luka Kolar,luka-kolar,L. Kolar,G,12,192,33,M,1128821,EUR,1126224000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765131,away,NK Celje,Nino Kouter,nino-kouter,N. Kouter,M,10,170,45,M,124594,EUR,756259200,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
