match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,captain,stat_wasFouled,stat_challengeLost,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
11352589,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,30.0,20.0,22.0,12.0,13.0,15.0,7.0,15.0,1.0,9.0,6.0,8.0,90.0,45.0,8.9,11.0,0.00069882,0,1.4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352589,home,West Ham United,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,914412,EUR,948672000,D,2,2,False,40.0,31.0,4.0,1.0,15.0,19.0,16.0,24.0,2.0,6.0,,,90.0,61.0,6.9,15.0,0.00923532,0,,3.0,3.0,1.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352589,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,829022,EUR,881798400,D,15,15,False,31.0,26.0,4.0,2.0,14.0,17.0,12.0,15.0,6.0,3.0,,,90.0,48.0,7.4,9.0,0.00894118,1,,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.108,,,,,,,,,,,,,,,,,
11352589,home,West Ham United,Angelo Ogbonna,angelo-ogbonna,A. Ogbonna,D,,191,389,M,21164,EUR,580348800,D,21,21,False,32.0,29.0,3.0,1.0,27.0,27.0,2.0,5.0,4.0,1.0,,,90.0,38.0,7.0,3.0,0.00096832,0,,,,1.0,,2.0,,,,,,,,,,1.0,,,,True,1.0,,,,,,,,,,,,,
11352589,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,50.0,43.0,6.0,3.0,19.0,21.0,24.0,31.0,4.0,2.0,,,90.0,74.0,7.4,12.0,0.0174043,1,,2.0,2.0,,4.0,3.0,1.0,,2.0,2.0,1.0,,,,1.0,1.0,0.0788,,,,1.0,1.0,2.0,,,,,,,,,,,
11352589,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,38.0,33.0,5.0,1.0,23.0,24.0,10.0,14.0,2.0,9.0,,,90.0,60.0,7.3,9.0,0.0118141,0,,,,,3.0,8.0,2.0,1.0,2.0,7.0,4.0,1.0,,,,1.0,,,,,,1.0,1.0,EdsonAlvarez19,,,,,,,,,,
11352589,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,29.0,21.0,1.0,,12.0,12.0,9.0,17.0,,13.0,,,90.0,38.0,6.7,10.0,0.00482516,1,,,3.0,5.0,4.0,8.0,1.0,,1.0,2.0,2.0,,1.0,1.0,1.0,,0.3647,,,,1.0,,,,,,,,,,,,,
11352589,home,West Ham United,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,8,8,False,35.0,29.0,3.0,2.0,15.0,15.0,14.0,22.0,1.0,1.0,,,90.0,56.0,6.8,12.0,0.021981,1,,2.0,1.0,,4.0,2.0,1.0,,2.0,,,,,,,,0.0179,,,,2.0,,1.0,,2.0,1.0,0.0927,,,,,,,
11352589,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,7,7,False,40.0,36.0,3.0,2.0,15.0,17.0,23.0,27.0,3.0,2.0,,,90.0,53.0,7.3,7.0,0.0334535,1,,4.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,0.0908,,,,,1.0,,prowsey16,,1.0,0.0768,2.0,,,,,,
11352589,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,M,22,22,False,32.0,29.0,2.0,1.0,11.0,12.0,18.0,23.0,1.0,4.0,,,73.0,48.0,7.4,9.0,0.012617,1,,3.0,,,2.0,3.0,1.0,1.0,2.0,2.0,2.0,,,,1.0,,0.0223,,,,,,1.0,said_benrahma11,2.0,,,,1.0,,,,,
