match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_dispossessed,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_goodHighClaim,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_errorLeadToAShot
10411644,home,Milan,Olivier Giroud,olivier-giroud,O. Giroud,F,192,23426,M,39070,EUR,528422400,F,9,9,False,21.0,12.0,,,5.0,7.0,7.0,14.0,3.0,,,,90.0,29.0,7.0,13.0,0.127,0.5227,0.00835445,2,,9,,,,,7.0,3.0,,1.0,,1.0,,,,,2.0,,OGiroud,4.0,3.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,
10411644,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75751,M,851284,EUR,928972800,F,17,17,True,21.0,15.0,3.0,1.0,5.0,5.0,10.0,18.0,4.0,,,,45.0,30.0,6.7,10.0,0.0,0.0,0.0776976,0,,10,,,2.0,,3.0,2.0,,2.0,,,,,,,,1.0,RLeão,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,
10411644,home,Milan,Tommaso Pobega,tommaso-pobega,T. Pobega,M,188,1344,M,928796,EUR,931996800,M,32,32,True,14.0,12.0,1.0,,5.0,5.0,7.0,9.0,1.0,,,,20.0,14.0,6.3,2.0,0.0,0.0,0.00361906,0,,4,,,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
10411644,home,Milan,Junior Messias,junior-messias,J. Messias,F,179,1230,M,888219,EUR,674092800,F,30,30,True,7.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,,,,20.0,13.0,7.1,4.0,0.0196,0.0,0.00993097,1,,10,,1.0,1.0,,2.0,4.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,1.0,,,,,,
10411644,home,Milan,Divock Origi,divock-origi,D. Origi,F,189,3653,M,190399,EUR,798163200,F,27,27,True,9.0,8.0,1.0,1.0,2.0,2.0,6.0,8.0,1.0,,,,20.0,17.0,7.6,4.0,0.0472,0.4358,0.0321131,2,,,,,1.0,,1.0,3.0,,2.0,,,,,,,,1.0,divockorigi,,,2.0,,1.0,,,,1.0,2.0,,,1.0,,,,,
10411644,home,Milan,Devis Vásquez,devis-vasquez,D. Vásquez,G,195,2465,M,925285,EUR,894931200,G,77,77,True,,,,,,,,,,,,,,,,,,0.0,,0,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,193,328,M,27955,EUR,426470400,G,83,83,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Fodé Ballo-Touré,fode-ballo-toure,F. Ballo-Touré,D,177,1466,M,788170,EUR,852249600,D,5,5,True,,,,,,,,,,,,,,,,,,0.0,,0,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,194,6237,M,1014286,EUR,997228800,D,28,28,True,,,,,,,,,,,,,,,,,,0.0,,0,,12,,,,,,,,,,,,,,,,,MThiaw,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Simon Kjær,simon-kjaer,S. Kjær,D,189,1458,M,21535,EUR,606873600,D,24,24,True,,,,,,,,,,,,,,,,,,0.0,,0,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Aster Vranckx,vranckx-aster,A. Vranckx,M,183,1108,M,989371,EUR,1033689600,M,40,40,True,,,,,,,,,,,,,,,,,,0.0,,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,170,258553,M,835485,EUR,933638400,M,10,10,True,,,,,,,,,,,,,,,,,,0.0,,0,,21,,,,,,,,,,,,,,,,,Brahim,,,,,,,,,,,,,,,,,,
10411644,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,187,3790,M,859024,EUR,964828800,M,7,7,True,,,,,,,,,,,,,,,,,,0.0,,0,,29,,,,,,,,,,,,,,,,,adliyacine,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,32.0,22.0,21.0,11.0,15.0,16.0,7.0,16.0,12.0,1.0,,3.0,90.0,45.0,6.3,11.0,0.0,0.0,0.00652694,0,-0.7971,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
10411644,away,Sassuolo,Rogério,rogerio,Rogério,D,178,289,M,830551,EUR,884649600,D,6,6,False,16.0,11.0,2.0,,5.0,7.0,7.0,11.0,2.0,,,,90.0,42.0,6.4,13.0,0.0,0.0,0.0172337,0,,13,,,2.0,1.0,3.0,2.0,,1.0,3.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,3.0,,,,,,,,,,,,,
10411644,away,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,28,28,False,20.0,17.0,5.0,2.0,10.0,11.0,7.0,9.0,2.0,,,,90.0,33.0,6.6,3.0,0.0,0.0,0.00298719,0,,6,,,,,3.0,3.0,1.0,,7.0,,3.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,False,16.0,11.0,3.0,,8.0,12.0,3.0,4.0,2.0,,,,90.0,32.0,6.8,5.0,0.0,0.0,0.00127938,0,,4,,,,,2.0,5.0,,,9.0,,2.0,1.0,1.0,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Riccardo Marchizza,marchizza-riccardo,R. Marchizza,D,185,121,M,792311,EUR,890870400,D,3,3,False,10.0,4.0,3.0,,,1.0,4.0,9.0,3.0,,,,45.0,20.0,6.3,9.0,0.0,0.0,0.00207305,0,,5,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,23.0,17.0,4.0,2.0,5.0,5.0,12.0,18.0,5.0,,,,77.0,37.0,7.2,11.0,0.1357,0.1632,0.00920901,1,,16,,,,,6.0,4.0,,1.0,,,1.0,4.0,1.0,,3.0,,davidefrrattesi_22,1.0,,,,3.0,1.0,,,,1.0,,,1.0,,,,,
10411644,away,Sassuolo,Pedro Obiang,pedro-obiang,P. Obiang,M,192,280,M,46799,EUR,701654400,M,14,14,False,32.0,27.0,5.0,2.0,14.0,15.0,13.0,17.0,5.0,,,,90.0,41.0,6.6,7.0,0.0,0.0,0.00791456,0,,14,,,,,6.0,7.0,1.0,,,,,4.0,3.0,,2.0,,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,
10411644,away,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,185,5071,M,253367,EUR,775699200,M,10,10,False,27.0,18.0,2.0,2.0,6.0,8.0,12.0,20.0,4.0,,,,84.0,41.0,8.7,15.0,0.0728,0.0924,0.689197,1,,10,,3.0,1.0,,4.0,3.0,1.0,,1.0,,,2.0,1.0,,,3.0,berardi25,1.0,,1.0,,3.0,2.0,,,,1.0,2.0,,1.0,,1.0,,,
10411644,away,Sassuolo,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,177,3127,M,892924,EUR,950659200,M,23,23,False,30.0,23.0,2.0,2.0,9.0,11.0,15.0,23.0,6.0,,,,90.0,51.0,7.1,20.0,0.035,0.0144,0.196241,1,,20,,1.0,4.0,1.0,6.0,3.0,,2.0,,,,1.0,,,1.0,3.0,,,1.0,,,2.0,4.0,,,1.0,1.0,,,,,1.0,,,
10411644,away,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,M,45,45,False,12.0,10.0,,,3.0,3.0,7.0,11.0,3.0,,,,76.0,34.0,7.3,13.0,0.1145,1.1069,0.0134612,3,,45,,,2.0,,5.0,6.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,3.0,,4.0,3.0,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,
10411644,away,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,F,92,92,False,15.0,12.0,,,5.0,5.0,7.0,10.0,4.0,,,,76.0,23.0,7.2,6.0,0.865,0.9041,0.00822915,1,,92,,,,,4.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,
10411644,away,Sassuolo,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,186,878,M,377302,EUR,823478400,D,77,77,True,16.0,13.0,3.0,2.0,6.0,8.0,7.0,9.0,2.0,,,,45.0,28.0,5.8,9.0,0.0131,0.0,0.00139319,1,,77,,,1.0,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,,1.0,,1.0
10411644,away,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,True,4.0,4.0,,,3.0,3.0,1.0,1.0,,,,,14.0,7.0,7.2,,0.146,0.2866,0.0002407,1,,8,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,
10411644,away,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,True,10.0,6.0,,,5.0,6.0,1.0,4.0,2.0,,,,13.0,14.0,6.4,5.0,0.0,0.0,0.00040928,0,,42,,,,,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Agustín Álvarez,agustin-alvarez,A. Álvarez,F,180,1490,M,1065937,EUR,990230400,F,11,11,True,5.0,3.0,,,2.0,3.0,1.0,2.0,1.0,,,,14.0,10.0,6.5,5.0,0.0,0.0,0.0002448,0,,25,,,,,1.0,2.0,,,,,1.0,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,
10411644,away,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,True,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,12.0,4.0,6.5,1.0,0.0,0.0,0.00081954,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Alessandro Russo,alessandro-russo,A. Russo,G,190,75,M,918862,EUR,985996800,G,64,64,True,,,,,,,,,,,,,,,,,,0.0,,0,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Gianluca Pegolo,gianluca-pegolo,G. Pegolo,G,182,58,M,43985,EUR,354326400,G,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Abdou Harroui,abdou-harroui,A. Harroui,M,181,1064,M,915812,EUR,884649600,M,8,8,True,,,,,,,,,,,,,,,,,,0.0,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Maxime López,maxime-lopez,M. López,M,167,1284,M,352802,EUR,881193600,M,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411644,away,Sassuolo,Luca D'Andrea,luca-dandrea,L. D'Andrea,F,173,238,M,1122910,EUR,1094428800,M,35,35,True,,,,,,,,,,,,,,,,,,0.0,,0,,11,,,,,,,,,,,,,,,,,,,,,,,,Luca,D'Andrea,,,,,,,,,,
10411644,away,Sassuolo,Emil Konradsen Ceide,emil-konradsen-ceide,E. K. Ceide,F,175,915,M,933263,EUR,999475200,F,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
