match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_bigChanceCreated,stat_wonTackle,stat_totalOffside,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12764987,home,Astana,Josip Čondrić,josip-condric,J. Čondrić,G,93,193.0,94,M,282369,EUR,746409600,G,93,93,False,37.0,20.0,27.0,11.0,0.0,14.0,18.0,6.0,19.0,1.0,8.0,3.0,6.0,1.0,90.0,50.0,7.7,17.0,0.00160359,0,0.3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764987,home,Astana,Karlo Bartolec,karlo-bartolec,K. Bartolec,D,2,179.0,179,M,359802,EUR,798336000,D,2,2,False,32.0,24.0,6.0,1.0,0.0,16.0,21.0,9.0,14.0,3.0,4.0,,,,90.0,53.0,6.6,16.0,0.123048,0,,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12764987,home,Astana,Kipras Kazukolovas,kipras-kazukolovas,K. Kazukolovas,D,5,191.0,119,M,986043,EUR,974678400,D,5,5,False,36.0,33.0,3.0,2.0,0.0,28.0,29.0,5.0,7.0,2.0,6.0,,,,90.0,50.0,8.2,5.0,0.00343168,1,,,,1.0,1.0,4.0,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,4.0,2.0,0.239,0.2695,,,,,,,,,,,,,,
12764987,home,Astana,Aleksandr Marochkin,aleksandr-marochkin,A. Marochkin,D,22,191.0,92,M,887350,EUR,647913600,D,22,22,False,39.0,27.0,11.0,3.0,0.0,24.0,32.0,3.0,7.0,4.0,4.0,,,,90.0,47.0,6.9,12.0,0.00082181,0,,,,1.0,3.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,
12764987,home,Astana,Yan Vorogovskiy,yan-vorogovskiy,Y. Vorogovskiy,D,6,182.0,145,M,842969,EUR,839376000,D,6,6,False,30.0,21.0,5.0,2.0,1.0,15.0,19.0,6.0,11.0,3.0,3.0,,,,90.0,61.0,8.2,15.0,0.223094,0,,,,1.0,2.0,10.0,,2.0,6.0,,1.0,4.0,,,2.0,,,1.0,3.0,,,2.0,,2.0,1.0,2.0,1.0,,,,,,,,
12764987,home,Astana,Marin Tomasov,marin-tomasov,M. Tomasov,M,10,181.0,1644,M,51136,EUR,557366400,M,10,10,False,20.0,13.0,5.0,1.0,0.0,5.0,7.0,8.0,14.0,1.0,4.0,,,,89.0,34.0,6.5,13.0,0.0180214,1,,1.0,,,7.0,2.0,,2.0,2.0,,2.0,,,,,1.0,,,1.0,0.0257,0.0324,,3.0,2.0,,1.0,1.0,True,,,,,,,
12764987,home,Astana,Max Ebong,max-ebong,M. Ebong,M,10,180.0,161,M,889009,EUR,935625600,M,7,7,False,33.0,24.0,3.0,1.0,0.0,17.0,21.0,7.0,12.0,2.0,6.0,,,,90.0,46.0,7.0,11.0,0.0152035,0,,,,,3.0,3.0,1.0,,3.0,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,
12764987,home,Astana,Aleksa Amanović,aleksa-amanovic,A. Amanović,M,45,187.0,60,M,836897,EUR,846115200,M,45,45,False,26.0,21.0,4.0,2.0,0.0,15.0,16.0,6.0,10.0,1.0,8.0,,,,90.0,41.0,7.1,5.0,0.0128991,1,,,,1.0,4.0,6.0,,1.0,1.0,4.0,3.0,,,,1.0,,,1.0,,0.0198,,,,1.0,,1.0,,,1.0,,,,,,
12764987,home,Astana,Ousmane Camara,ousmane-camara,O. Camara,M,28,167.0,1034,M,822559,EUR,914803200,M,28,28,False,16.0,16.0,,,0.0,9.0,9.0,7.0,7.0,,6.0,,,,89.0,41.0,6.6,12.0,0.0132614,4,,,,1.0,7.0,4.0,3.0,2.0,3.0,,,1.0,,,1.0,,,,4.0,0.5669,,,2.0,1.0,,2.0,1.0,,2.0,1.0,2.0,,,,
12764987,home,Astana,Nazmi Gripshi,nazmi-gripshi,N. Gripshi,M,77,176.0,270,M,842609,EUR,868060800,F,77,77,False,26.0,19.0,3.0,2.0,0.0,12.0,16.0,8.0,11.0,1.0,5.0,,,,84.0,43.0,7.1,10.0,0.0250158,2,,1.0,1.0,2.0,7.0,5.0,2.0,1.0,3.0,1.0,,1.0,,,1.0,1.0,,,1.0,0.0343,0.0165,,3.0,,,2.0,1.0,,1.0,,,,,,
12764987,home,Astana,Geoffrey Chinedu Charles,geoffrey-chinedu-charles,G. C. Charles,F,9,192.0,265,M,892708,EUR,875664000,F,9,9,False,6.0,5.0,1.0,,0.0,,,5.0,6.0,,2.0,,,,72.0,14.0,6.5,4.0,0.00114962,3,,,,5.0,6.0,3.0,,,2.0,,,,,,,1.0,,,3.0,0.1605,0.0338,1.0,1.0,,,1.0,2.0,,2.0,1.0,,,,,
12764987,home,Astana,Ramazan Karimov,ramazan-karimov,R. Karimov,F,81,190.0,85,M,937821,EUR,928540800,F,81,81,True,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,,1.0,,,,18.0,9.0,6.6,3.0,0.00018754,0,,,,3.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,
12764987,home,Astana,Islambek Kuat,islambek-kuat,I. Kuat,M,7,179.0,113,M,98478,EUR,726796800,M,8,8,True,,,,,0.0,,,,,,,,,,14.0,1.0,6.4,,,0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12764987,home,Astana,Elkhan Astanov,astanov-elkhan,E. Astanov,M,20,186.0,108,M,986359,EUR,958867200,F,21,21,True,,,,,0.0,,,,,,1.0,,,,1.0,3.0,,1.0,,0,,,,,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12764987,home,Astana,Nnamdi  Ahanonu,nnamdi-ahanonu,N. Ahanonu,F,11,,44,M,1846164,EUR,1014336000,F,11,11,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,Nnamdi ,Ahanonu,,,,,,,,,,,,,,,,,,,,,
12764987,home,Astana,Mukhamedjan Seisen,mukhamedjan-seisen,M. Seisen,G,74,190.0,168,M,928490,EUR,918950400,G,74,74,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764987,home,Astana,Aleksandr Zarutskiy,aleksandr-zarutskiy,A. Zarutskiy,G,1,193.0,301,M,991896,EUR,746323200,G,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
