match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalOffside,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_errorLeadToAGoal
11396257,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,21.0,16.0,7.0,2.0,16.0,17.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,26.0,6.6,5.0,7.684e-05,0,-0.5908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,89.0,82.0,8.0,5.0,36.0,38.0,51.0,9.0,,,,,,90.0,103.0,7.5,8.0,0.0796916,0,,46.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,69.0,66.0,4.0,3.0,30.0,30.0,39.0,1.0,,,,,,90.0,80.0,7.9,4.0,0.0360976,2,,36.0,2.0,,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,0.3713,0.4656,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,92.0,82.0,3.0,1.0,42.0,49.0,43.0,13.0,,,,,,90.0,101.0,6.7,13.0,0.0256383,0,,40.0,1.0,2.0,3.0,3.0,1.0,2.0,,1.0,,2.0,,,,,,,,,,,pachowilliam,1.0,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,,36.0,27.0,1.0,,11.0,14.0,22.0,3.0,,,,,,72.0,56.0,7.5,14.0,0.0574589,4,,16.0,2.0,,7.0,5.0,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,,0.7476,0.9083,,1.0,5.0,2.0,1.0,1.0,,,,,,,
11396257,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,,63.0,56.0,4.0,2.0,25.0,27.0,36.0,7.0,,,,,,85.0,74.0,7.1,8.0,0.0377908,0,,31.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,ellyes_skhiri,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,48.0,38.0,1.0,,18.0,19.0,30.0,4.0,,,,,,72.0,54.0,6.7,12.0,0.152079,0,,21.0,2.0,2.0,3.0,2.0,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,Hugo Larsson,,1.0,1.0,,,
11396257,home,Eintracht Frankfurt,Niels Nkounkou,nkounkou-niels,N. Nkounkou,D,25,184,549,M,941179,EUR,973036800,M,29,29,False,,60.0,51.0,3.0,2.0,16.0,20.0,51.0,4.0,,,,,,90.0,102.0,7.6,25.0,0.428402,1,,36.0,4.0,2.0,12.0,10.0,3.0,,1.0,7.0,3.0,2.0,,1.0,3.0,,,1.0,,,0.0772,,,2.0,3.0,1.0,,,,,11.0,1.0,1.0,,
11396257,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,,44.0,38.0,2.0,,12.0,12.0,35.0,7.0,,,,,,85.0,56.0,8.7,9.0,0.516336,1,,27.0,,,1.0,4.0,1.0,,,3.0,2.0,,1.0,,3.0,,1.0,,1.0,,0.4851,0.9047,MarioGotze,,,,,,,,3.0,1.0,1.0,1.0,
11396257,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,F,8,8,False,,19.0,17.0,,,8.0,8.0,16.0,,,,,,,42.0,31.0,6.6,7.0,0.0294983,2,,10.0,2.0,,5.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,1.0,,,0.1928,,fareschaibi28,,,,1.0,,,,5.0,1.0,,,
11396257,home,Eintracht Frankfurt,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,7,7,False,,31.0,21.0,1.0,,5.0,7.0,25.0,1.0,,,,,,90.0,57.0,7.0,21.0,0.19812,4,,17.0,,1.0,9.0,7.0,,,,1.0,1.0,3.0,3.0,1.0,2.0,,,4.0,,,0.1899,,OMarmoush,3.0,7.0,2.0,,,,,1.0,1.0,,1.0,
11396257,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,True,,20.0,18.0,,,3.0,3.0,20.0,,,,,,,48.0,31.0,7.1,6.0,0.402934,2,,16.0,1.0,,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,0.3333,0.3789,,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,
11396257,home,Eintracht Frankfurt,Donny van de Beek,donny-van-de-beek,D. v. d. Beek,M,6,183,7960,M,361790,EUR,861321600,M,25,25,True,,17.0,13.0,,,7.0,11.0,7.0,2.0,,,,,,18.0,19.0,7.0,5.0,0.282185,0,,6.0,,1.0,,2.0,,,,1.0,,,,,2.0,,,,,,,,donnyvdbeek,,,,,,,,1.0,,1.0,,
11396257,home,Eintracht Frankfurt,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97147,M,1048422,EUR,1024531200,F,11,11,True,,8.0,6.0,,,,,8.0,,,,,,,18.0,11.0,6.7,3.0,0.0140573,0,,6.0,,,2.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,hekitike,,1.0,1.0,,,Hugo Ekitiké,,,,,,
11396257,home,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,True,,4.0,4.0,,,2.0,2.0,2.0,1.0,,,,,,8.0,5.0,6.6,,0.00411549,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Timothy Chandler,timothy-chandler,T. Chandler,M,22,186,267,M,40239,EUR,638668800,M,22,22,True,,3.0,2.0,1.0,1.0,,1.0,2.0,,,,,,,8.0,5.0,6.8,2.0,0.00497585,1,,2.0,,,,,,,,,,,,,,,1.0,,,,0.0316,0.0235,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Jens Grahl,jens-grahl,J. Grahl,G,33,193,154,M,27214,EUR,590889600,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Hrvoje Smolčić,hrvoje-smolcic,H. Smolčić,D,6,181,722,M,974582,EUR,966470400,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,away,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,34.0,19.0,28.0,13.0,8.0,9.0,25.0,11.0,1.0,3.0,4.0,1.0,1.0,90.0,44.0,7.0,15.0,0.00393816,0,-0.319,11.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396257,away,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,23.0,19.0,1.0,,16.0,18.0,5.0,1.0,,,,,,78.0,36.0,6.1,6.0,0.00122594,0,,3.0,,3.0,4.0,7.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,
11396257,away,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,D,11,11,False,,38.0,31.0,5.0,3.0,25.0,29.0,9.0,5.0,,,,,,86.0,63.0,7.5,7.0,0.0164553,1,,6.0,2.0,1.0,6.0,6.0,3.0,7.0,4.0,4.0,2.0,,1.0,1.0,2.0,,1.0,,,4.0,0.1237,0.0791,,,,,,,,,,,,,
11396257,away,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,16.0,13.0,3.0,3.0,7.0,7.0,9.0,1.0,,,,,,22.0,19.0,5.8,3.0,0.00125637,1,,6.0,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,0.3014,0.3301,,,,,,,,,,,,,
11396257,away,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,M,25,25,False,,40.0,30.0,3.0,1.0,21.0,25.0,15.0,5.0,,,,,,90.0,64.0,7.1,15.0,0.00786706,0,,9.0,,2.0,1.0,7.0,,5.0,4.0,2.0,2.0,2.0,1.0,1.0,,,,,,1.0,,,,,3.0,2.0,,,,,,,,,
11396257,away,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,37.0,28.0,6.0,3.0,12.0,14.0,25.0,3.0,,,,,,72.0,48.0,7.1,12.0,0.0979285,0,,17.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,1.0,,,,,2.0,1.0,1.0,1.0,
11396257,away,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,,40.0,31.0,3.0,1.0,18.0,19.0,21.0,7.0,,,,,,85.0,48.0,6.4,13.0,0.0552011,0,,13.0,2.0,1.0,3.0,2.0,,,,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11396257,away,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,M,34,34,False,,17.0,13.0,2.0,1.0,6.0,6.0,12.0,4.0,,,,,,55.0,31.0,6.6,7.0,0.0061055,0,,7.0,,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,
11396257,away,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,30.0,25.0,3.0,1.0,12.0,15.0,15.0,5.0,,,,,,72.0,36.0,6.4,8.0,0.00877319,0,,13.0,1.0,1.0,4.0,2.0,,,,,,,1.0,,1.0,,,,,,,,andrejkramaric,2.0,1.0,,,,,,,,,,1.0
11396257,away,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,False,,25.0,18.0,1.0,1.0,7.0,9.0,18.0,5.0,,,,,,90.0,55.0,6.9,16.0,0.0110665,1,,11.0,4.0,3.0,9.0,9.0,,1.0,1.0,2.0,,,1.0,,,,,,,,0.0155,,,,8.0,3.0,1.0,,,,2.0,,,,
