match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,captain,stat_goalAssist,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_lastManTackle
10388263,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,36.0,24.0,15.0,3.0,23.0,26.0,1.0,10.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,90.0,46.0,7.4,12.0,0.0,0.0,0.00060986,0,1.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388263,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,18.0,11.0,1.0,1.0,6.0,12.0,6.0,10.0,1.0,2.0,1.0,1.0,1.0,,,,76.0,39.0,6.6,13.0,0.0,0.0,0.0339691,0,,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388263,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,37.0,26.0,8.0,5.0,22.0,25.0,4.0,12.0,2.0,7.0,5.0,2.0,1.0,1.0,,,90.0,57.0,7.6,12.0,0.0,0.0,0.00505066,0,,,,1.0,2.0,2.0,10.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10388263,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,40.0,35.0,1.0,,28.0,32.0,7.0,8.0,2.0,5.0,3.0,2.0,2.0,1.0,,,90.0,56.0,7.4,5.0,0.0,0.0,0.026191,0,,,,2.0,3.0,,9.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
10388263,home,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,25,25,False,34.0,26.0,4.0,1.0,19.0,23.0,7.0,11.0,1.0,2.0,9.0,,,1.0,,,90.0,64.0,6.4,15.0,0.0773,0.0,0.0124195,1,,,,,6.0,1.0,5.0,,,2.0,,1.0,,1.0,rbens,2.0,1.0,2.0,,,,,,,,,,,
10388263,home,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,M,6,6,False,33.0,27.0,2.0,,15.0,17.0,12.0,16.0,,2.0,5.0,1.0,1.0,,,,90.0,41.0,6.7,8.0,0.0313,0.1228,0.319056,1,,,,1.0,10.0,2.0,,,,1.0,1.0,,2.0,5.0,,2.0,,,1.0,1.0,2.0,,,,,,,,
10388263,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,32,32,False,41.0,29.0,5.0,2.0,9.0,14.0,20.0,27.0,,6.0,8.0,4.0,1.0,2.0,,,89.0,56.0,7.0,14.0,0.111,0.0,0.450088,1,,,,,3.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,
10388263,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,False,17.0,12.0,1.0,,6.0,9.0,7.0,10.0,,4.0,4.0,2.0,1.0,1.0,,,69.0,33.0,7.1,11.0,0.1226,0.454,0.0941936,3,,2.0,1.0,,7.0,5.0,,,,,1.0,,,2.0,,1.0,,1.0,,1.0,1.0,,2.0,1.0,,,,,
10388263,home,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,23996,EUR,588556800,M,13,13,False,31.0,27.0,1.0,1.0,8.0,10.0,22.0,26.0,,1.0,3.0,1.0,,,,,69.0,43.0,7.1,9.0,0.0389,0.0,0.166091,1,,5.0,3.0,1.0,3.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,4.0,,1.0,,True,,,,
10388263,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,39.0,30.0,7.0,4.0,12.0,13.0,18.0,26.0,1.0,3.0,7.0,1.0,,,,,89.0,47.0,7.2,12.0,0.048,0.1184,0.41057,1,,,,3.0,6.0,2.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,,,
