match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_interceptionWon,stat_wasFouled,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalOffside,stat_wonContest,stat_hitWoodwork,stat_errorLeadToAShot,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ownGoals,player_sofascoreId,stat_goals
12764369,home,RFS,Fabrice Ondoa,fabrice-ondoa,F. Ondoa,G,185,1247,M,316088,EUR,819763200,G,40,40,False,19.0,8.0,15.0,4.0,0.0,6.0,8.0,2.0,11.0,1.0,6.0,2.0,2.0,1.0,90.0,27.0,6.7,11.0,0.00027581,0,0.5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Haruna Njie,haruna-njie,H. Njie,D,169,229,M,1471503,EUR,1127433600,D,30,30,False,26.0,19.0,5.0,3.0,0.0,16.0,19.0,3.0,7.0,5.0,2.0,,,,60.0,37.0,6.6,9.0,0.00043194,1,,,,30,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2047,0.9107,,,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Herdi Prenga,herdi-prenga,H. Prenga,D,190,38,M,149669,EUR,778291200,D,23,23,False,22.0,17.0,6.0,3.0,0.0,15.0,17.0,2.0,5.0,7.0,,,,,90.0,33.0,6.7,5.0,0.0019435,0,,,,23,,1.0,,2.0,,,,,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,
12764369,home,RFS,Daniels Balodis,daniels-balodis,D. Balodis,D,188,88,M,978846,EUR,897436800,D,2,2,False,25.0,15.0,7.0,1.0,0.0,13.0,18.0,2.0,7.0,5.0,3.0,,,,89.0,34.0,7.1,10.0,0.19352,0,,,,22,,1.0,,3.0,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
12764369,home,RFS,Roberts Savaļnieks,roberts-savalnieks,R. Savaļnieks,D,168,60,M,63482,EUR,728784000,M,11,11,False,28.0,20.0,5.0,2.0,0.0,16.0,21.0,5.0,13.0,3.0,7.0,,,,89.0,52.0,6.2,17.0,0.052458,0,,,,11,3.0,,9.0,,,,,,,2.0,,,,2.0,,,,,,,6.0,1.0,4.0,1.0,,,,,,,,
12764369,home,RFS,Adam Markhiev,adam-markhiyev,A. Markhiev,M,183,295,M,1047004,EUR,1016323200,M,27,27,False,32.0,25.0,5.0,1.0,0.0,18.0,20.0,8.0,13.0,,9.0,,,,90.0,54.0,6.8,16.0,0.0221512,1,,,,6,,,6.0,4.0,1.0,1.0,,1.0,5.0,3.0,0.0333,0.2073,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,
12764369,home,RFS,Stefan Panić,stefan-panic,S. Panić,M,195,72,M,799189,EUR,716947200,M,26,26,False,41.0,31.0,5.0,3.0,0.0,23.0,28.0,8.0,13.0,4.0,6.0,,,,90.0,57.0,7.4,10.0,0.00694697,1,,,,26,,3.0,3.0,7.0,,,,,,3.0,0.0173,,,1.0,1.0,,3.0,3.0,3.0,,,,,,,,,1.0,,,,
12764369,home,RFS,Dmitrijs Zelenkovs,dmitrijs-zelenkovs,D. Zelenkovs,M,178,53,M,970871,EUR,958348800,M,18,18,False,27.0,21.0,4.0,1.0,0.0,13.0,17.0,8.0,11.0,3.0,3.0,,,,90.0,41.0,6.7,8.0,0.140184,0,,,,18,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,
12764369,home,RFS,Lasha Odisharia,lasha-odisharia,L. Odisharia,M,184,185,M,1117380,EUR,1035331200,M,8,8,False,30.0,21.0,6.0,2.0,0.0,12.0,21.0,10.0,11.0,8.0,5.0,,,,90.0,67.0,7.4,12.0,0.165075,1,,Lasha Odisharia,,8,,,1.0,6.0,1.0,1.0,,,,,0.0577,,,1.0,3.0,1.0,,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,1.0,,,
12764369,home,RFS,Jānis Ikaunieks,janis-ikaunieks,J. Ikaunieks,M,183,461,M,170345,EUR,792892800,F,9,9,False,20.0,17.0,1.0,1.0,0.0,9.0,11.0,8.0,9.0,5.0,4.0,,,,90.0,33.0,6.5,9.0,0.0331415,1,,,,10,2.0,1.0,8.0,2.0,2.0,1.0,,,5.0,3.0,0.0603,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,
12764369,home,RFS,Alain Cedric Herve Kouadio,alain-cedric-herve-kouadio,A. C. H. Kouadio,F,185,399,M,979049,EUR,832464000,F,17,17,False,13.0,10.0,1.0,1.0,0.0,5.0,6.0,5.0,7.0,1.0,1.0,,,,60.0,22.0,6.4,8.0,0.00958039,1,,,,17,1.0,,3.0,1.0,,,1.0,1.0,4.0,1.0,0.3858,0.3866,,,1.0,,,,,,,,1.0,2.0,,,,,,,,
12764369,home,RFS,Elvis Stuglis,elvis-stuglis,E. Stuglis,D,192,22,M,63092,EUR,741744000,D,21,21,True,8.0,5.0,4.0,2.0,0.0,3.0,6.0,2.0,2.0,2.0,3.0,,,,30.0,15.0,6.5,4.0,0.00092051,0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Rostand Ndjiki,rostand-ndjiki,R. Ndjiki,F,188,95,M,1514012,EUR,1073260800,F,15,15,True,5.0,1.0,,,0.0,,,2.0,6.0,1.0,,,,,30.0,16.0,6.7,7.0,0.0435501,0,,Rostand,Ndjiki,15,,2.0,2.0,3.0,,1.0,,,3.0,2.0,,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,
12764369,home,RFS,Luka Silagadze,luka-silagadze,L. Silagadze,M,178,50,M,930995,EUR,924652800,M,77,77,True,2.0,1.0,,,0.0,,,1.0,3.0,,1.0,,,,1.0,4.0,,2.0,0.00169343,0,,,,21,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12764369,home,RFS,Victor Osuagwu,victor-osuagwu,V. Osuagwu,F,188,81,M,1393073,EUR,1070582400,F,3,3,True,2.0,,,,0.0,,,,2.0,,,,,,1.0,5.0,,4.0,,1,,Victor,Osuagwu,3,,1.0,2.0,1.0,,,,,,,0.0998,,,,,,,,,,,,2.0,,,,,,1.0,,,
12764369,home,RFS,Pāvels Šteinbors,pavels-steinbors,P. Šteinbors,G,191,38,M,24980,EUR,496108800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Sergejs Vilkovs,sergejs-vilkovs,S. Vilkovs,G,191,12,M,1024047,EUR,1031011200,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Petr Mareš,petr-mares,P. Mareš,D,183,38,M,102082,EUR,664070400,D,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Žiga Lipušček,ziga-lipuscek,Ž. Lipušček,D,199,45,M,886112,EUR,852422400,D,43,43,True,,,,,,,,,,,,,,,,,,,,0,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,home,RFS,Darko Lemajić,darko-lemajic,D. Lemajić,F,198,369,M,794596,EUR,745804800,F,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,away,RSC Anderlecht,Colin Coosemans,colin-coosemans,C. Coosemans,G,185,265,M,122399,EUR,712800000,G,26,26,False,24.0,18.0,8.0,2.0,0.0,18.0,19.0,,5.0,1.0,6.0,3.0,3.0,1.0,90.0,31.0,7.0,6.0,0.0003076,0,0.5046,,,26,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
12764369,away,RSC Anderlecht,Killian Sardella,killian-sardella,K. Sardella,D,177,483,M,909964,EUR,1020297600,D,54,54,False,56.0,44.0,3.0,2.0,0.0,18.0,26.0,26.0,34.0,1.0,3.0,,,,79.0,81.0,6.9,23.0,0.0237528,0,,,,54,,1.0,,2.0,,,,,4.0,,,,,,,,,1.0,,1.0,4.0,,,,,,,,,,,
12764369,away,RSC Anderlecht,Jan-Carlo Simić,jan-carlo-simic,J. Simić,D,185,1987,M,1214992,EUR,1114992000,D,4,4,False,76.0,69.0,7.0,6.0,0.0,40.0,41.0,29.0,35.0,1.0,4.0,,,,90.0,85.0,7.1,7.0,0.0125213,0,,Jan-Carlo Simić,,4,3.0,2.0,5.0,4.0,,,,,,3.0,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12764369,away,RSC Anderlecht,Zanka,zanka,Zanka,D,189,460,M,26404,EUR,640828800,D,13,13,False,83.0,81.0,7.0,6.0,0.0,56.0,57.0,25.0,26.0,1.0,5.0,,,,90.0,86.0,7.0,2.0,0.00946323,0,,,,,,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
12764369,away,RSC Anderlecht,Moussa Ndiaye,moussa-ndiaye,M. Ndiaye,D,181,1547,M,982315,EUR,1024358400,D,5,5,False,92.0,84.0,2.0,1.0,0.0,41.0,42.0,43.0,52.0,2.0,4.0,,,,90.0,113.0,7.8,10.0,0.024317,0,,,,16,,2.0,1.0,10.0,1.0,1.0,,,,,,,,1.0,4.0,,,3.0,3.0,1.0,2.0,,,,1.0,,,,,1.0,,
12764369,away,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,180,216,M,70961,EUR,742953600,M,23,23,False,48.0,40.0,8.0,5.0,0.0,21.0,22.0,19.0,26.0,2.0,6.0,,,,90.0,56.0,6.8,9.0,0.0272428,1,,,,23,1.0,,3.0,1.0,,,,,,1.0,0.0127,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,
12764369,away,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,174,570,M,867251,EUR,956275200,M,17,17,False,80.0,66.0,9.0,3.0,0.0,26.0,27.0,40.0,54.0,,10.0,,,,90.0,90.0,7.0,18.0,0.0643094,0,,,,6,,,4.0,2.0,1.0,,,,2.0,2.0,,,,1.0,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,
12764369,away,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,174,2342,M,809280,EUR,894067200,M,36,36,False,48.0,37.0,2.0,1.0,1.0,10.0,10.0,27.0,45.0,,2.0,,,,89.0,65.0,7.6,20.0,0.152091,3,,,,10,,,1.0,2.0,,1.0,,1.0,,1.0,0.2002,0.0685,,1.0,,,,1.0,,1.0,7.0,,1.0,2.0,1.0,,,1.0,1.0,,,
12764369,away,RSC Anderlecht,Tristan Degreef,degreef-tristan,T. Degreef,M,177,391,M,1436187,EUR,1106092800,M,83,83,False,18.0,10.0,,,0.0,6.0,6.0,4.0,13.0,,4.0,,,,63.0,31.0,6.6,12.0,0.0106099,1,,,,83,1.0,2.0,2.0,4.0,,1.0,,,2.0,,0.0157,,,,3.0,,,,,,1.0,,,,,,,,1.0,,,
12764369,away,RSC Anderlecht,Francis Amuzu,amuzu-francis,F. Amuzu,M,170,1934,M,901889,EUR,935366400,M,7,7,False,17.0,14.0,2.0,,0.0,1.0,2.0,13.0,18.0,,,,,,63.0,33.0,6.9,9.0,0.0144763,1,,,,9,1.0,,1.0,5.0,,1.0,,,3.0,,0.012,,,,3.0,,,1.0,,1.0,3.0,,,1.0,1.0,,,,1.0,,,
12764369,away,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,187,4192,M,795761,EUR,876096000,F,12,12,False,9.0,7.0,,,0.0,,,8.0,10.0,,,,,,63.0,13.0,6.4,3.0,0.0219351,0,,,,9,1.0,,5.0,,,1.0,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,KDolberg,
12764369,away,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,177,3686,M,1101702,EUR,1096416000,M,29,29,True,34.0,29.0,1.0,1.0,0.0,5.0,5.0,25.0,30.0,,5.0,,,,27.0,42.0,7.9,6.0,0.268685,2,,Mathieu,Stroeykens,29,,,1.0,2.0,,1.0,,1.0,,,0.0844,0.8699,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
12764369,away,RSC Anderlecht,Samuel Edozie,samuel-edozie,S. Edozie,M,181,773,M,1065214,EUR,1043712000,M,27,27,True,11.0,9.0,,,0.0,,1.0,9.0,12.0,,,,,,27.0,25.0,6.7,6.0,0.0203043,2,,Samuel Edozie,,23,1.0,1.0,2.0,4.0,,,1.0,1.0,1.0,,0.2518,0.5643,,1.0,1.0,,,2.0,2.0,,2.0,,1.0,,,,,,1.0,,,
12764369,away,RSC Anderlecht,Luis Vázquez,luis-vazquez,L. Vázquez,F,191,1685,M,974713,EUR,988070400,F,20,20,True,13.0,10.0,,,0.0,2.0,2.0,8.0,11.0,1.0,3.0,,,,27.0,19.0,6.9,5.0,0.0179723,0,,,,19,2.0,,2.0,2.0,,1.0,,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,
12764369,away,RSC Anderlecht,Thomas Foket,thomas-foket,T. Foket,D,177,267,M,245615,EUR,780451200,D,25,25,True,14.0,9.0,1.0,,0.0,1.0,2.0,9.0,13.0,1.0,,,,,11.0,25.0,6.3,9.0,0.0268644,0,,,,25,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
12764369,away,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,172,1142,M,901898,EUR,994896000,M,10,10,True,2.0,,,,0.0,,,,2.0,,,,,,1.0,4.0,,3.0,0.00017312,0,,,,10,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12764369,away,RSC Anderlecht,Mads Juhl Kikkenborg,kikkenborg-mads-juhl,M. J. Kikkenborg,G,197,183,M,984005,EUR,939254400,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764369,away,RSC Anderlecht,Timon Vanhoutte,timon-vanhoutte,T. Vanhoutte,G,189,89,M,1150049,EUR,1075334400,G,63,63,True,,,,,,,,,,,,,,,,,,,,0,,Timon Vanhoutte,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
