match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_penaltyConceded,stat_outfielderBlock,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
11453001,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,27.0,19.0,14.0,6.0,0.0,15.0,20.0,4.0,7.0,1.0,6.0,2.0,1.0,3.0,90.0,35.0,6.6,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453001,home,Al Raed,Mohammed Al-Dosari,,,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,D,32,32,False,54.0,42.0,2.0,,0.0,20.0,23.0,22.0,31.0,2.0,12.0,,,,90.0,78.0,6.4,18.0,0,32,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453001,home,Al Raed,Bander Whaeshi,Bander Whaeshi,,bander-whaeshi,B. Whaeshi,D,,6,M,1522210,EUR,1018915200,D,2,2,False,52.0,47.0,7.0,4.0,0.0,35.0,35.0,12.0,17.0,4.0,4.0,,,,90.0,64.0,6.7,7.0,0,66,2.0,1.0,,,4.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11453001,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,40.0,35.0,2.0,1.0,0.0,33.0,38.0,2.0,2.0,2.0,3.0,,,,74.0,51.0,6.7,5.0,1,21,4.0,5.0,,,1.0,2.0,,1.0,1.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11453001,home,Al Raed,Khalid Alsubaie,,,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,D,24,24,False,52.0,43.0,7.0,4.0,0.0,23.0,23.0,21.0,32.0,,10.0,,,,90.0,68.0,6.6,14.0,1,27,3.0,2.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,
11453001,home,Al Raed,Mansour Al Bishi,,,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,52.0,43.0,4.0,2.0,0.0,20.0,22.0,23.0,30.0,1.0,6.0,,,,90.0,73.0,6.9,14.0,0,14,6.0,8.0,2.0,1.0,3.0,4.0,,3.0,,2.0,1.0,,,3.0,,,3.0,1.0,1.0,,,,,,,,,,,
11453001,home,Al Raed,Mamadou Loum,,,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,M,5,5,False,49.0,44.0,4.0,4.0,0.0,26.0,30.0,18.0,19.0,1.0,5.0,,,,90.0,55.0,6.7,6.0,0,21,5.0,2.0,2.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
11453001,home,Al Raed,Mathias Normann,,,mathias-normann,M. Normann,M,179.0,189,M,565686,EUR,833241600,M,8,8,False,33.0,31.0,6.0,5.0,0.0,18.0,19.0,13.0,16.0,2.0,4.0,,,,74.0,49.0,7.2,7.0,3,12,,4.0,1.0,1.0,,1.0,3.0,,,1.0,1.0,,,,2.0,,,,,,3.0,,,,,,,,,
11453001,home,Al Raed,Mohamed Fouzair,,,mohamed-fouzair,M. Fouzair,M,168.0,271,M,893191,EUR,693532800,F,10,10,False,22.0,16.0,3.0,2.0,0.0,5.0,5.0,13.0,22.0,,4.0,,,,90.0,49.0,6.6,18.0,2,,12.0,4.0,5.0,2.0,2.0,,1.0,4.0,,2.0,,,,,5.0,2.0,5.0,2.0,,,1.0,True,1.0,1.0,,,,,,
11453001,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,F,7,7,False,44.0,33.0,5.0,5.0,1.0,5.0,8.0,28.0,44.0,,1.0,,,,90.0,78.0,7.3,34.0,2,11,15.0,7.0,13.0,4.0,,,2.0,3.0,1.0,1.0,2.0,,1.0,,8.0,,2.0,6.0,,,1.0,,,,1.0,1.0,,,,
