match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_wasFouled,stat_dispossessed,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_goals,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
11396225,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,24.0,19.0,6.0,1.0,19.0,21.0,3.0,6.0,1.0,3.0,90.0,33.0,7.2,5.0,0.00011257,0,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396225,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,47.0,40.0,3.0,2.0,26.0,27.0,21.0,4.0,,,79.0,67.0,7.5,9.0,0.032375,2,,,,14.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.2375,0.0887,,,,,,,,,,,,,,,
11396225,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,81.0,78.0,5.0,3.0,50.0,51.0,30.0,7.0,,,90.0,92.0,7.6,3.0,0.027498,2,,,,28.0,,2.0,2.0,4.0,,,1.0,,3.0,3.0,1.0,1.0,,,0.0751,,True,2.0,1.0,1.0,,,,,,,,,,,
11396225,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,89.0,83.0,3.0,1.0,53.0,56.0,33.0,8.0,,,90.0,106.0,7.2,9.0,0.0159367,0,,,,30.0,,,2.0,1.0,,,,,11.0,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,
11396225,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,58.0,48.0,5.0,4.0,24.0,28.0,33.0,5.0,,,90.0,83.0,7.4,16.0,0.135793,1,,,,26.0,3.0,2.0,8.0,8.0,1.0,,1.0,,,,5.0,4.0,2.0,2.0,0.1249,,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,
11396225,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,33.0,32.0,,,13.0,13.0,21.0,1.0,,,86.0,42.0,7.0,2.0,0.1032,0,,,,19.0,1.0,,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,amadou_haidara04,,,,
11396225,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,54.0,48.0,1.0,,22.0,24.0,31.0,3.0,,,76.0,68.0,7.4,9.0,0.0252306,0,,,,26.0,1.0,1.0,3.0,7.0,,,,,1.0,,5.0,5.0,1.0,2.0,,,,,,1.0,1.0,,,,,2.0,,1.0,,,
11396225,home,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,M,7,7,False,26.0,19.0,1.0,,8.0,9.0,17.0,1.0,,,90.0,46.0,7.5,14.0,0.0200209,6,,,,11.0,,2.0,8.0,7.0,5.0,3.0,,3.0,1.0,,1.0,,1.0,1.0,0.4093,0.9193,,1.0,3.0,1.0,4.0,,,,,1.0,DaniOlmo,,1.0,,
11396225,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,20,20,False,53.0,44.0,1.0,1.0,17.0,21.0,37.0,9.0,,,90.0,85.0,6.9,23.0,0.290474,0,,,,31.0,5.0,1.0,15.0,5.0,9.0,3.0,,,,1.0,,,2.0,3.0,,,,1.0,,1.0,5.0,4.0,1.0,,,6.0,XaviSimons,1.0,,,
11396225,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,17,17,False,11.0,7.0,1.0,,3.0,5.0,8.0,,,,86.0,28.0,7.1,12.0,0.0136432,2,,,,4.0,2.0,1.0,5.0,4.0,2.0,1.0,,1.0,2.0,,,,1.0,1.0,0.1213,0.5122,,,1.0,2.0,3.0,,,,,,l_openda,,1.0,,
11396225,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,8.0,6.0,,,3.0,3.0,5.0,2.0,,,76.0,20.0,7.2,6.0,0.00625508,3,,,,3.0,,2.0,1.0,4.0,,,2.0,1.0,2.0,,2.0,1.0,3.0,,0.3516,0.4169,,1.0,,,,,,,1.0,,benjamin_sesko,,1.0,,
11396225,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,True,7.0,7.0,,,1.0,1.0,6.0,,,,14.0,11.0,6.5,2.0,0.00917392,0,,,,6.0,,,2.0,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,
11396225,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,True,6.0,6.0,,,2.0,2.0,4.0,1.0,,,14.0,6.0,6.6,,0.018517,0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396225,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,True,6.0,4.0,1.0,1.0,4.0,4.0,2.0,,,,11.0,9.0,6.6,2.0,0.00042552,0,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
11396225,home,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,True,13.0,11.0,,,7.0,8.0,6.0,2.0,,,10.0,15.0,6.6,3.0,0.00394468,0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396225,home,RB Leipzig,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3709,M,838232,EUR,938131200,M,6,6,True,4.0,3.0,,,,,4.0,,,,10.0,7.0,7.0,1.0,0.0331469,0,,,,3.0,,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,
11396225,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396225,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
