match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,player_firstName,player_lastName,captain,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
11450104,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187,62,M,94540,EUR,647568000,G,35,35,False,39.0,18.0,23.0,3.0,0.0,15.0,19.0,3.0,20.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,4.0,7.0,90.0,49.0,8.2,21.0,0.00132719,0,0.6248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450104,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175,36,M,893014,EUR,776390400,D,99,99,False,15.0,11.0,1.0,,0.0,5.0,7.0,6.0,10.0,,2.0,3.0,,2.0,3.0,,,,89.0,35.0,6.9,9.0,0.00785179,0,,7,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450104,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,182,35,M,135941,EUR,569203200,D,88,88,False,22.0,18.0,5.0,4.0,0.0,12.0,12.0,6.0,10.0,1.0,1.0,1.0,,4.0,1.0,,,,90.0,30.0,7.1,4.0,0.00310545,0,,20,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450104,home,Sivasspor,Aaron Appindangoyé,aaron-appindangoye,A. Appindangoyé,D,185,334,M,785850,EUR,698544000,D,4,4,False,32.0,25.0,9.0,3.0,0.0,22.0,24.0,3.0,8.0,1.0,1.0,1.0,,6.0,1.0,,,,90.0,43.0,6.8,7.0,0.00560146,0,,2,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11450104,home,Sivasspor,Achilleas Poungouras,achilleas-poungouras,A. Poungouras,D,187,79,M,783466,EUR,818812800,D,44,44,False,39.0,36.0,6.0,5.0,0.0,24.0,24.0,12.0,15.0,2.0,5.0,5.0,1.0,2.0,3.0,,,,90.0,47.0,7.1,3.0,0.0196711,0,,15,,,1.0,3.0,2.0,,2.0,2.0,Achilleas,Poungouras,,,,,,,,,,,,,,,,,,,
11450104,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180,65,M,142850,EUR,704937600,D,3,3,False,30.0,25.0,5.0,1.0,0.0,11.0,13.0,15.0,20.0,1.0,5.0,5.0,1.0,2.0,3.0,,,,90.0,50.0,7.4,11.0,0.24949,0,,58,3.0,2.0,,4.0,2.0,2.0,2.0,,,,True,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11450104,home,Sivasspor,Bartuğ Elmaz,bartug-elmaz,B. Elmaz,M,179,1215,M,997165,EUR,1045612800,M,33,33,False,38.0,30.0,12.0,6.0,0.0,14.0,14.0,17.0,26.0,,3.0,2.0,1.0,,9.0,,,,90.0,45.0,7.1,10.0,0.264409,0,,6,2.0,,,1.0,,,2.0,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,
11450104,home,Sivasspor,İbrahim Akdağ,ibrahim-akdag,İ. Akdağ,M,179,11,M,847053,EUR,680054400,M,12,12,False,36.0,27.0,7.0,4.0,0.0,16.0,20.0,11.0,16.0,1.0,6.0,5.0,1.0,3.0,6.0,1.0,,,90.0,50.0,6.5,12.0,0.00914688,0,,14,,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11450104,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177,130,M,317297,EUR,789868800,M,8,8,False,28.0,22.0,2.0,,0.0,11.0,12.0,11.0,16.0,1.0,2.0,3.0,1.0,,6.0,1.0,,,70.0,36.0,6.7,9.0,0.0349515,1,,8,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,0.0411,,,,,,,,,,,
11450104,home,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,175,913,M,291665,EUR,745372800,F,10,10,False,11.0,6.0,,,0.0,1.0,1.0,5.0,10.0,1.0,5.0,3.0,1.0,,2.0,1.0,,,71.0,19.0,6.6,8.0,0.0162183,0,,,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,
