match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_fouls,stat_aerialLost,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,captain,stat_accurateCross,stat_challengeLost,player_firstName,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,player_lastName,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
11451105,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187,62,M,94540,EUR,647568000,G,35,35,False,31.0,24.0,10.0,3.0,22.0,24.0,2.0,7.0,4.0,2.0,12.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,90.0,50.0,7.3,8.0,0.0,0.0,0.00049372,0,0.1598,,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Burak Kapacak,burak-kapacak,B. Kapacak,M,180,490,M,836686,EUR,944611200,D,16,16,False,27.0,24.0,5.0,3.0,15.0,17.0,9.0,13.0,4.0,2.0,2.0,1.0,6.0,1.0,,,,,,90.0,52.0,6.9,15.0,0.0,0.0,0.00585398,0,,17,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Aaron Appindangoyé,aaron-appindangoye,A. Appindangoyé,D,185,334,M,785850,EUR,698544000,D,4,4,False,54.0,50.0,9.0,5.0,44.0,44.0,6.0,10.0,1.0,4.0,2.0,,,1.0,,,,,,90.0,60.0,7.1,4.0,0.0,0.0,0.0286874,0,,2,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,182,35,M,135941,EUR,569203200,D,88,88,False,51.0,44.0,3.0,2.0,37.0,40.0,7.0,11.0,6.0,5.0,5.0,,1.0,3.0,,,,,,90.0,65.0,7.2,8.0,0.4038,0.0,0.00390445,1,,20,,4.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,
11451105,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180,65,M,142850,EUR,704937600,D,3,3,False,35.0,25.0,8.0,3.0,7.0,7.0,20.0,32.0,1.0,1.0,4.0,,2.0,1.0,,,,,,90.0,58.0,7.4,16.0,0.0,0.0,0.254759,0,,58,4.0,,2.0,,,,,1.0,,3.0,,,1.0,True,2.0,1.0,,,,,,,,,
11451105,home,Sivasspor,Yunus Konak,yunus-konak,Y. Konak,M,181,1116,M,1518589,EUR,1136851200,M,72,72,False,38.0,31.0,5.0,3.0,18.0,19.0,13.0,19.0,8.0,,4.0,3.0,,1.0,,,,,,90.0,45.0,7.0,7.0,0.1573,0.0258,0.0140488,2,,5,,3.0,7.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,,,,2.0,Yunus Konak,1.0,1.0,,,,,,
11451105,home,Sivasspor,Emrah Başsan,emrah-bassan,E. Başsan,M,177,60,M,174141,EUR,703468800,M,17,17,False,20.0,17.0,2.0,2.0,5.0,5.0,13.0,17.0,3.0,,,,,2.0,,,,,,75.0,32.0,7.6,5.0,0.0696,0.0,0.226285,2,,14,2.0,,1.0,1.0,1.0,1.0,,,,3.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,
11451105,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177,130,M,317297,EUR,789868800,M,8,8,False,36.0,29.0,3.0,2.0,15.0,18.0,14.0,18.0,3.0,1.0,3.0,,1.0,3.0,,,,,,90.0,49.0,6.7,11.0,0.0371,0.0,0.017627,1,,8,,,4.0,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,1.0,,,,
11451105,home,Sivasspor,Samu Sáiz,samu-saiz,S. Sáiz,M,174,123,M,99527,EUR,664502400,M,24,24,False,36.0,32.0,3.0,1.0,13.0,13.0,19.0,25.0,5.0,,5.0,2.0,6.0,2.0,,,,,,90.0,60.0,6.8,19.0,0.2167,0.0,0.0408481,2,,,2.0,,8.0,4.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,
11451105,home,Sivasspor,Modou Barrow,modou-barrow,M. Barrow,M,176,244,M,209098,EUR,718934400,M,77,77,False,21.0,16.0,1.0,1.0,5.0,6.0,12.0,17.0,3.0,,3.0,,1.0,2.0,,,,,,90.0,36.0,7.3,11.0,0.0272,0.2139,0.16491,1,,,2.0,,6.0,3.0,2.0,1.0,,,2.0,2.0,,,,,1.0,,,1.0,1.0,,,,,,
11451105,home,Sivasspor,Rey Manaj,rey-manaj,R. Manaj,F,182,2059,M,587882,EUR,856742400,F,9,9,False,8.0,6.0,,,2.0,3.0,4.0,5.0,2.0,,,,,1.0,,,,,,67.0,12.0,6.8,3.0,0.0847,0.0775,0.00526495,1,,9,,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,
11451105,home,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,175,913,M,291665,EUR,745372800,F,10,10,True,9.0,7.0,,,2.0,2.0,6.0,8.0,1.0,,2.0,,1.0,,,,,,,23.0,15.0,6.8,4.0,0.0234,0.0,0.0479893,1,,,1.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,
11451105,home,Sivasspor,Bengali-Fodé Koita,bengali-fode-koita,B. Koita,M,186,217,M,51407,EUR,656467200,F,55,55,True,5.0,3.0,,,1.0,1.0,2.0,4.0,2.0,,,,1.0,1.0,,,,,,15.0,8.0,6.9,3.0,0.0215,0.0825,0.00281344,1,,55,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,
11451105,home,Sivasspor,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,190,42,M,997705,EUR,801792000,G,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,18,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Achilleas Poungouras,achilleas-poungouras,A. Poungouras,D,187,79,M,783466,EUR,818812800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,15,,,,,,,,,,,,,,,,,Achilleas,,,,,Poungouras,,,
11451105,home,Sivasspor,Ziya Erdal,ziya-erdal,Z. Erdal,D,182,28,M,138312,EUR,568339200,D,58,58,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175,36,M,893014,EUR,776390400,D,99,99,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Roman Kvet,roman-kvet,R. Kvet,M,187,93,M,858926,EUR,882316800,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Hakan Arslan,hakan-arslan,H. Arslan,M,186,42,M,60646,EUR,585187200,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Kader Keïta,kader-keita,K. Keïta,M,178,285,M,991653,EUR,973468800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,18,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,home,Sivasspor,Ahmed Musa,ahmed-musa,A. Musa,F,170,1704,M,139502,EUR,719020800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,
11451105,away,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,186,93,M,758606,EUR,763603200,G,1,1,False,23.0,18.0,5.0,,18.0,19.0,,4.0,,,6.0,,,,,4.0,,,,90.0,33.0,7.6,6.0,0.0,0.0,2.899e-05,0,0.3997,31,,,,,,,,,,,,,,True,,,,,,,,,,2.0,
11451105,away,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,183,22,M,758870,EUR,867110400,D,22,22,False,31.0,22.0,4.0,,14.0,14.0,8.0,21.0,5.0,1.0,4.0,4.0,2.0,,,,,,,60.0,46.0,6.8,15.0,0.0,0.0,0.00576177,0,,27,4.0,1.0,4.0,,,,2.0,3.0,,1.0,,,,,,1.0,,,,,,,,,
11451105,away,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,180,314,M,944222,EUR,928022400,D,3,3,False,64.0,60.0,10.0,8.0,46.0,49.0,14.0,15.0,5.0,1.0,4.0,3.0,,1.0,,,,,,90.0,72.0,7.6,4.0,0.0,0.0,0.00657288,0,,,,1.0,1.0,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,1.0
11451105,away,Hatayspor,Burak Bekaroğlu,burak-bekaroglu,B. Bekaroğlu,D,185,23,M,802645,EUR,861148800,D,86,86,False,75.0,69.0,6.0,4.0,54.0,57.0,15.0,18.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,,,90.0,87.0,7.3,8.0,0.0,0.0,0.00895745,0,,86,,,2.0,1.0,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,1.0
11451105,away,Hatayspor,Faouzi Ghoulam,faouzi-ghoulam,F. Ghoulam,D,188,1996,M,133236,EUR,665366400,D,13,13,False,40.0,36.0,6.0,3.0,20.0,21.0,18.0,27.0,,,3.0,,,,,,,,,75.0,54.0,6.9,12.0,0.0,0.0,0.124486,0,,,8.0,,,,,,,,,,,,,,2.0,,Faouzi,,,,,Ghoulam,,,
11451105,away,Hatayspor,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,187,128,M,156569,EUR,789004800,M,29,29,False,40.0,32.0,8.0,3.0,18.0,20.0,14.0,20.0,3.0,1.0,7.0,2.0,1.0,1.0,,,,,,90.0,49.0,6.9,9.0,0.0,0.0,0.0661815,0,,29,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0
11451105,away,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,172,201,M,1083138,EUR,934848000,M,4,4,False,28.0,27.0,2.0,2.0,11.0,11.0,16.0,17.0,1.0,1.0,3.0,1.0,,,,,,,,59.0,35.0,6.7,3.0,0.0,0.0,0.0881807,0,,8,,,4.0,1.0,,,1.0,,1.0,,,,1.0,,,2.0,Chandrel Massanga,,,,,,,,
11451105,away,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,187,170,M,333423,EUR,829440000,M,10,10,False,10.0,5.0,,,3.0,5.0,2.0,5.0,2.0,1.0,1.0,,,,,,,,,59.0,14.0,6.5,6.0,0.0,0.0,0.00061384,0,,10,,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11451105,away,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,186,3768,M,910121,EUR,981417600,M,17,17,False,20.0,15.0,1.0,,2.0,2.0,13.0,19.0,5.0,,2.0,1.0,3.0,1.0,,,,,,90.0,32.0,6.8,11.0,0.0445,0.0,0.0160889,1,,7,1.0,2.0,8.0,1.0,1.0,1.0,,4.0,2.0,,,1.0,,,,1.0,,,,,,,,,
11451105,away,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,178,347,M,837742,EUR,901843200,M,99,99,False,30.0,23.0,4.0,1.0,12.0,14.0,11.0,18.0,3.0,1.0,6.0,1.0,1.0,,,,,,,90.0,41.0,6.7,10.0,0.0574,0.0,0.0118438,1,,99,2.0,2.0,5.0,,,,,4.0,,,,1.0,,,,1.0,,,1.0,,,,1.0,,
