match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock
12513703,home,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,True,26.0,17.0,18.0,9.0,0.0,11.0,11.0,6.0,15.0,1.0,1.0,9.0,1.0,1.0,1.0,90.0,34.0,7.2,9.0,0.00676373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513703,home,SC Farense,Pastor,pastor,Pastor,D,2,176,138,M,1046354,EUR,951004800,D,28,28,False,,38.0,30.0,2.0,1.0,0.0,16.0,20.0,14.0,25.0,9.0,1.0,11.0,2.0,,,90.0,72.0,7.1,21.0,0.0197545,0,7.0,2.0,2.0,11.0,2.0,1.0,7.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,
12513703,home,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,D,29,29,False,,38.0,32.0,3.0,1.0,0.0,22.0,22.0,10.0,16.0,7.0,8.0,3.0,1.0,,,90.0,58.0,7.7,8.0,0.0818793,0,,5.0,2.0,8.0,1.0,,,,4.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,
12513703,home,SC Farense,Lucas Áfrico,lucas-africo,L. Áfrico,D,40,188,120,M,939792,EUR,791942400,D,44,44,False,,44.0,37.0,6.0,3.0,0.0,26.0,27.0,11.0,17.0,10.0,10.0,,2.0,,,90.0,63.0,7.5,8.0,0.0193988,1,,2.0,6.0,3.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,0.0694,,,,,,,,,,,,,,
12513703,home,SC Farense,Paulo Victor,paulo-victor,P. Victor,D,64,180,200,M,1108505,EUR,987120000,D,2,2,False,,28.0,14.0,10.0,2.0,0.0,6.0,9.0,9.0,23.0,15.0,2.0,3.0,5.0,,,90.0,59.0,7.9,23.0,0.0551094,0,4.0,1.0,3.0,3.0,1.0,,3.0,3.0,2.0,4.0,4.0,1.0,,,,Paulo Victor,,1.0,,,,,,,,,,,
12513703,home,SC Farense,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,M,20,20,False,,33.0,27.0,3.0,2.0,0.0,9.0,11.0,21.0,37.0,2.0,,5.0,1.0,,,90.0,66.0,7.9,26.0,0.391742,4,15.0,,,5.0,1.0,1.0,2.0,1.0,1.0,,,2.0,5.0,,0.2494,,,3.0,1.0,1.0,3.0,0.6199,2.0,,,,,,
12513703,home,SC Farense,Miguel Menino,menino-miguel,M. Menino,M,8,181,78,M,1163100,EUR,1042156800,M,93,93,False,,35.0,24.0,2.0,2.0,0.0,6.0,8.0,18.0,28.0,3.0,1.0,4.0,,,,89.0,49.0,6.9,17.0,0.0456014,1,1.0,,1.0,3.0,1.0,,1.0,,1.0,2.0,2.0,1.0,2.0,,0.0396,,,,,,1.0,0.1483,1.0,1.0,,,,,
12513703,home,SC Farense,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,6,6,False,,35.0,26.0,5.0,3.0,0.0,10.0,12.0,16.0,23.0,3.0,2.0,4.0,1.0,,,81.0,49.0,6.6,12.0,0.0191165,2,,2.0,1.0,8.0,2.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,0.088,,,,,1.0,,,2.0,,,,,,
12513703,home,SC Farense,Derick Poloni,derick-poloni,D. Poloni,D,6,173,38,M,892169,EUR,746841600,M,31,31,False,,12.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,11.0,6.0,1.0,1.0,2.0,,,81.0,25.0,7.0,7.0,0.0165576,2,3.0,1.0,3.0,2.0,,,1.0,1.0,,,,2.0,1.0,1.0,0.0696,,,,,,1.0,0.0247,,,,,,,
12513703,home,SC Farense,Tomané,tomane,Tomané,F,7,185,176,M,126076,EUR,719798400,F,9,9,False,,19.0,12.0,,,0.0,5.0,5.0,7.0,18.0,6.0,1.0,7.0,2.0,,,90.0,39.0,6.9,15.0,0.0157135,0,4.0,8.0,4.0,11.0,,,1.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,1.0,,,,,,
