match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_aerialLost,stat_interceptionWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside
11392869,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,31.0,22.0,15.0,6.0,19.0,20.0,3.0,11.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,37.0,7.4,9.0,0.0,0.0,0.00063731,0,0.5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392869,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,40.0,32.0,3.0,2.0,21.0,22.0,13.0,22.0,5.0,10.0,,,,,,90.0,72.0,7.4,14.0,0.0431,0.04,0.115017,1,,4.0,2.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,
11392869,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,52.0,45.0,11.0,6.0,33.0,34.0,12.0,18.0,3.0,1.0,,,,,,90.0,66.0,7.2,9.0,0.0595,0.0,0.011361,1,,,,2.0,3.0,,,,,1.0,,2.0,1.0,2.0,,,,True,1.0,1.0,1.0,,,,,,,,
11392869,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,40.0,32.0,10.0,4.0,25.0,28.0,7.0,12.0,,4.0,,,,,,69.0,43.0,6.6,8.0,0.0,0.0,0.00632136,0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,
11392869,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,D,2,2,False,34.0,29.0,3.0,2.0,12.0,14.0,18.0,23.0,2.0,3.0,,,,,,90.0,63.0,7.0,14.0,0.0138,0.0,0.0330244,1,,3.0,1.0,4.0,7.0,1.0,4.0,1.0,,2.0,2.0,3.0,3.0,,,,,,1.0,1.0,,,1.0,,,,,,
11392869,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,57.0,48.0,10.0,7.0,31.0,31.0,17.0,27.0,2.0,12.0,,,,,,90.0,74.0,7.4,11.0,0.0,0.0,0.0282447,0,,1.0,,2.0,7.0,2.0,,,,5.0,3.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,
11392869,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,30.0,24.0,2.0,1.0,8.0,11.0,17.0,20.0,1.0,2.0,,,,,,68.0,36.0,7.1,7.0,0.0503,0.1461,0.268249,1,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,
11392869,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,False,45.0,31.0,5.0,3.0,7.0,11.0,25.0,43.0,,5.0,,,,,,89.0,74.0,7.2,28.0,0.0259,0.0,0.404792,1,,9.0,1.0,7.0,6.0,2.0,6.0,3.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,1.0,1.0,1.0,,,
11392869,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,19.0,17.0,1.0,1.0,6.0,7.0,11.0,12.0,1.0,7.0,,,,,,69.0,27.0,6.8,6.0,0.0,0.0,0.38666,0,,,,4.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,
11392869,home,Stade Brestois,Jérémy Le Douaron,jeremy-le-douaron,J. Le Douaron,F,21,189,290,M,1047296,EUR,893116800,M,22,22,False,13.0,9.0,,,4.0,5.0,5.0,13.0,,6.0,,,,,,90.0,35.0,6.0,17.0,0.9338,0.0,0.00403129,4,,5.0,,9.0,4.0,,5.0,1.0,,,,4.0,1.0,2.0,,,,,2.0,,,3.0,1.0,,,4.0,2.0,,
11392869,home,Stade Brestois,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,7,7,False,18.0,10.0,1.0,,3.0,4.0,7.0,14.0,1.0,5.0,,,,,,74.0,29.0,7.1,9.0,0.2273,0.0,0.00496895,3,,,,5.0,9.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,7.0,2.0,,4.0,,,,1.0,,,
