match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_duelWon,stat_totalContest,stat_wonContest,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,captain,stat_goals,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim
11453071,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,24.0,20.0,6.0,2.0,20.0,21.0,3.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,90.0,38.0,6.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453071,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,,872205,EUR,668476800,D,2,2,False,21.0,18.0,3.0,3.0,11.0,11.0,16.0,2.0,4.0,,,,,,67.0,41.0,6.7,12.0,0,9.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11453071,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,,160901,EUR,725241600,D,17,17,False,45.0,40.0,8.0,5.0,32.0,33.0,12.0,2.0,5.0,,,,,,85.0,49.0,6.3,5.0,0,8.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453071,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,,156401,EUR,612835200,D,6,6,False,45.0,42.0,10.0,7.0,31.0,31.0,14.0,,4.0,,,,,,90.0,56.0,7.1,3.0,4,11.0,,,1.0,1.0,,,,5.0,,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
11453071,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,,1106232,EUR,1009411200,D,27,27,False,16.0,15.0,2.0,2.0,11.0,12.0,4.0,1.0,3.0,,,,,,79.0,36.0,6.8,4.0,1,4.0,,,,,2.0,,1.0,6.0,,,,,,1.0,,4.0,3.0,2.0,Hawsawi Islam Ahmed,,,,,,,,,,,,
11453071,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,,826242,EUR,817948800,M,88,88,False,29.0,22.0,4.0,2.0,12.0,14.0,15.0,2.0,1.0,,,,,,79.0,41.0,6.9,8.0,0,10.0,,,1.0,,1.0,1.0,2.0,8.0,,,3.0,,,,1.0,5.0,1.0,,,,2.0,,,,,,,,,,
11453071,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,51.0,46.0,13.0,9.0,28.0,28.0,34.0,1.0,6.0,,,,,,90.0,74.0,7.3,13.0,1,23.0,11.0,5.0,5.0,3.0,,1.0,4.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
11453071,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,,1085115,EUR,916617600,M,24,24,False,20.0,15.0,2.0,2.0,4.0,4.0,19.0,,4.0,,,,,,90.0,43.0,7.2,13.0,2,13.0,3.0,2.0,7.0,,2.0,,2.0,7.0,7.0,4.0,2.0,2.0,,,,,,1.0,Abdulaziz Noor,,1.0,3.0,1.0,1.0,,,,,,,
11453071,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,,256671,EUR,603936000,M,87,87,False,19.0,13.0,3.0,2.0,4.0,6.0,13.0,1.0,6.0,,,,,,90.0,36.0,8.4,10.0,4,9.0,,,9.0,,1.0,2.0,,4.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,,,,2.0,5.0,1.0,,True,2.0,,,,,
11453071,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,,220113,EUR,692841600,M,23,23,False,13.0,9.0,,,3.0,4.0,11.0,,,,,,,,79.0,18.0,7.1,6.0,2,6.0,2.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,2.0,,,
