match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_challengeLost,stat_bigChanceMissed
11369856,home,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,17.0,5.0,16.0,4.0,2.0,2.0,3.0,15.0,1.0,7.0,1.0,2.0,5.0,90.0,30.0,6.7,13.0,0.00098661,0,-0.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369856,home,KRC Genk,Daniel Muñoz,daniel-munoz,D. Muñoz,M,2,183,12025,M,870360,EUR,833068800,D,23,23,False,47.0,35.0,4.0,1.0,14.0,19.0,21.0,30.0,2.0,7.0,,,,90.0,82.0,7.6,18.0,0.238551,1,,,,daniel.chitiva,2.0,4.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.1819,0.7985,3.0,,,,,,,,,,,
11369856,home,KRC Genk,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4440,M,839095,EUR,920937600,D,46,46,False,38.0,35.0,4.0,4.0,18.0,20.0,17.0,18.0,6.0,2.0,,,,90.0,55.0,7.2,3.0,0.0150657,1,,,,,,2.0,5.0,,,,,,,3.0,5.0,3.0,,,1.0,0.0977,,,True,1.0,1.0,,,,,,,,
11369856,home,KRC Genk,Mujaid Sadick,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,22.0,20.0,5.0,4.0,14.0,14.0,6.0,8.0,3.0,5.0,,,,90.0,27.0,6.3,2.0,0.00256809,0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
11369856,home,KRC Genk,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,29.0,23.0,5.0,2.0,8.0,11.0,16.0,20.0,1.0,9.0,,,,90.0,55.0,7.6,12.0,0.0143805,2,,,,joriskayembe23,2.0,7.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.2248,0.5679,1.0,,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,,
11369856,home,KRC Genk,Matias Galarza,matias-galarza,M. Galarza,M,5,180,480,M,1086924,EUR,1015200000,M,25,25,False,39.0,29.0,3.0,,16.0,19.0,13.0,20.0,3.0,5.0,,,,90.0,67.0,7.0,16.0,0.0316283,2,,Alejandro Galarza,,,,9.0,12.0,4.0,1.0,,,,,2.0,4.0,2.0,1.0,4.0,1.0,0.2578,,,,1.0,2.0,,,3.0,1.0,,,3.0,
11369856,home,KRC Genk,Patrik Hrošovský,patrik-hrosovsky,P. Hrošovský,M,17,172,366,M,198282,EUR,703900800,M,17,17,False,30.0,23.0,5.0,4.0,8.0,11.0,15.0,20.0,1.0,4.0,,,,81.0,38.0,6.6,10.0,0.0165344,2,,,,,1.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,,,0.0632,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,
11369856,home,KRC Genk,Christopher Baah,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,90,90,False,15.0,10.0,1.0,,,,11.0,16.0,,,,,,48.0,35.0,6.8,9.0,0.649703,1,,Christopher Baah,,,1.0,5.0,8.0,7.0,4.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,1.0,0.0367,0.078,4.0,,,,,1.0,,1.0,,,,
11369856,home,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,10,10,False,33.0,25.0,7.0,3.0,7.0,9.0,21.0,30.0,,5.0,,,,89.0,61.0,7.3,22.0,0.416309,0,,Bilal,El Khannouss,bilalekns_34,6.0,7.0,7.0,4.0,2.0,1.0,,,,1.0,4.0,2.0,5.0,,,,,3.0,,1.0,,1.0,3.0,1.0,3.0,,,1.0,
11369856,home,KRC Genk,Joseph Paintsil,joseph-paintsil,J. Paintsil,F,28,167,2698,M,901285,EUR,886291200,M,28,28,False,21.0,15.0,3.0,2.0,6.0,8.0,10.0,14.0,1.0,5.0,,,,80.0,39.0,6.7,14.0,0.380033,4,,,,,1.0,6.0,4.0,6.0,3.0,,2.0,1.0,,,,,4.0,1.0,,0.9303,0.794,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,2.0
