match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_crossNotClaimed,stat_errorLeadToAShot,stat_clearanceOffLine,stat_hitWoodwork
12499281,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,29.0,10.0,27.0,8.0,0.0,2.0,5.0,8.0,24.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,90.0,34.0,7.3,19.0,0.00264927,0,0.4223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499281,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,21.0,17.0,1.0,1.0,0.0,6.0,9.0,12.0,13.0,5.0,1.0,,,,,,,75.0,44.0,7.5,7.0,0.306626,1,,1.0,1.0,2.0,3.0,4.0,7.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0317,1.0,,,,,,,,,,,,,,,,,
12499281,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,18.0,14.0,2.0,1.0,1.0,8.0,10.0,6.0,8.0,8.0,5.0,,,,,,,90.0,38.0,8.7,4.0,0.452461,2,,,,1.0,9.0,1.0,9.0,,1.0,1.0,4.0,,,1.0,,0.1017,1.0,1.0,4.0,,,,,,,,,,,,,,,
12499281,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,15.0,13.0,4.0,2.0,0.0,10.0,10.0,3.0,5.0,5.0,1.0,,,,,,,90.0,33.0,7.7,6.0,0.00131647,0,,,,1.0,2.0,2.0,6.0,1.0,,,,4.0,3.0,,,,,,3.0,True,1.0,,,,,,,,,,,,,
12499281,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,23.0,13.0,8.0,2.0,0.0,3.0,6.0,12.0,20.0,8.0,5.0,,,,,,,90.0,46.0,7.3,15.0,0.0470117,0,,3.0,2.0,1.0,1.0,4.0,4.0,1.0,,,2.0,2.0,2.0,,,,3.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,
12499281,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,39.0,27.0,10.0,3.0,0.0,9.0,12.0,18.0,27.0,1.0,7.0,,,,,,,90.0,63.0,7.4,17.0,0.0124438,0,,,,,1.0,4.0,12.0,,,,2.0,5.0,4.0,4.0,,,2.0,,1.0,,,1.0,5.0,2.0,,,,,,,,,,
12499281,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,216,M,1014651,EUR,958348800,M,75,75,False,31.0,28.0,1.0,1.0,0.0,15.0,16.0,13.0,17.0,1.0,3.0,,,,,,,75.0,38.0,6.7,5.0,0.00680456,1,,2.0,,1.0,1.0,4.0,3.0,2.0,,1.0,,1.0,,1.0,1.0,0.0119,,,1.0,,,,,,,,,,,,,,,
12499281,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,M,13,13,False,12.0,11.0,,,0.0,5.0,5.0,6.0,7.0,1.0,2.0,,,,,,,46.0,21.0,5.4,3.0,0.00581673,2,,,,1.0,1.0,4.0,3.0,,,1.0,,1.0,,1.0,2.0,0.5877,,1.0,,,,1.0,,,,Odogwu,1.0,,,,,,,
12499281,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,False,11.0,9.0,1.0,1.0,0.0,3.0,3.0,8.0,14.0,,1.0,,,,,,,56.0,24.0,6.8,9.0,0.240114,1,,6.0,2.0,,,2.0,,2.0,,,,,,,,0.0352,2.0,,,,1.0,,,,,,,1.0,0.064,,,,,
12499281,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,22,22,False,13.0,12.0,,,0.0,6.0,6.0,7.0,11.0,,4.0,,,,,,,75.0,34.0,7.1,9.0,0.0893238,2,,4.0,1.0,3.0,,5.0,3.0,,,1.0,,2.0,2.0,1.0,1.0,0.0841,2.0,1.0,,,3.0,1.0,1.0,,1.0,lameckbanda.10,,,,,,,,
