match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_lastManTackle,stat_totalOffside,stat_shotOffTarget,stat_wonContest,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,player_sofascoreId
11453020,home,Al-Okhdood,Léandre Tawamba,,,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,9,9,False,37.0,25.0,2.0,2.0,1.0,3.0,24.0,34.0,4.0,,,,90.0,51.0,7.0,19.0,3.0,0,,,,1.0,6.0,4.0,,,1.0,,,,1.0,3.0,,1.0,5.0,,,,3.0,,,,,,,,,
11453020,home,Al-Okhdood,Musleh Al Shaikh,Musleh Al Shaikh,,musleh-al-shaikh,M. A. Shaikh,M,7,170.0,9,M,1521662,EUR,830390400,M,13,13,True,8.0,6.0,,,,,6.0,8.0,1.0,,,,26.0,16.0,6.8,5.0,,1,,,,,,2.0,,,,,,,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,
11453020,home,Al-Okhdood,Mourad Khodari,,,murad-khadhari,M. Khodari,F,77,171.0,66,M,1517639,EUR,1047427200,F,24,24,True,3.0,1.0,,,,,1.0,3.0,,,,,17.0,3.0,6.5,2.0,,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Sharaf Al Salim,Sharaf Al Salim,,sharaf-al-salim,S. A. Salim,M,17,,5,M,1521663,EUR,934761600,M,17,17,True,7.0,7.0,1.0,1.0,3.0,3.0,4.0,7.0,1.0,,,,16.0,10.0,6.6,3.0,,0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Saleh Al-Harthi,Saleh Al-Harthi,,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,7,7,True,4.0,3.0,,,,1.0,3.0,5.0,2.0,,,,16.0,9.0,6.5,4.0,,0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Abdulaziz Rahma,Abdulaziz Rahma,,abdulaziz-rahma,A. Rahma,G,23,,20,M,1429802,EUR,1017964800,G,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Hamed Al-Mansour,,,hamed-al-mansour,H. Al-Mansour,D,,172.0,357,M,818578,EUR,737769600,D,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Abdulrahman Al-Rio,Abdulrahman,Al-Rio,abdulrahman-khalid-al-rio,A. K. Al Rio,D,26,185.0,5,M,828445,EUR,768960000,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Abdulaziz Al Hatila,Abdulaziz Al Hatila,,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,home,Al-Okhdood,Ahmed Mostafa,,,ahmed-mostafa,A. Mostafa,M,14,173.0,67,M,873558,EUR,877392000,M,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Vladimir Stojković,,,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,29.0,20.0,21.0,12.0,10.0,12.0,10.0,17.0,7.0,,2.0,6.0,90.0,43.0,8.0,9.0,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,
11453020,away,Al-Fayha,Mohammed Al Baqawi,,,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,27.0,19.0,5.0,2.0,9.0,14.0,10.0,14.0,5.0,,,,90.0,52.0,7.1,10.0,,0,,1.0,,2.0,3.0,5.0,1.0,,6.0,,2.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,
11453020,away,Al-Fayha,Sami Al-Khaibary,,,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,23.0,18.0,6.0,2.0,14.0,16.0,4.0,7.0,7.0,,,,90.0,49.0,7.6,6.0,,0,True,,,,1.0,6.0,,,13.0,1.0,5.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,,
11453020,away,Al-Fayha,Mokher Al-Rashidi,,,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,34.0,25.0,7.0,4.0,18.0,23.0,7.0,11.0,8.0,,,,90.0,48.0,6.8,9.0,,0,,,,1.0,1.0,2.0,,1.0,9.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,
11453020,away,Al-Fayha,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,3,3,False,43.0,35.0,2.0,,16.0,18.0,19.0,28.0,3.0,,,,90.0,70.0,6.9,14.0,1.0,1,,3.0,,,3.0,6.0,,6.0,1.0,1.0,,,,2.0,,,1.0,,,,,,4.0,,,,1.0,,,
11453020,away,Al-Fayha,Gojko Cimirot,,,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,35.0,31.0,5.0,5.0,14.0,16.0,17.0,19.0,4.0,,,,70.0,43.0,7.1,5.0,1.0,0,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Ricardo Ryller,,,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200,M,37,37,False,38.0,32.0,9.0,7.0,9.0,9.0,23.0,29.0,4.0,,,,90.0,57.0,6.8,8.0,,1,,,,1.0,5.0,4.0,,1.0,2.0,4.0,2.0,1.0,1.0,,4.0,2.0,,2.0,,,1.0,,,,,,1.0,,,
11453020,away,Al-Fayha,Fashion Sakala,,,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,M,17,17,False,23.0,17.0,,,3.0,5.0,14.0,19.0,5.0,,,,70.0,43.0,7.6,14.0,1.0,3,,1.0,,1.0,5.0,7.0,,3.0,,,3.0,2.0,4.0,,1.0,2.0,2.0,,1.0,,,,2.0,,,,2.0,1.0,,fashionjr10
11453020,away,Al-Fayha,Abdelhamid Sabiri,,,abdelhamid-sabiri,A. Sabiri,M,11,186.0,4174,M,807400,EUR,849139200,M,77,77,False,52.0,38.0,8.0,5.0,14.0,15.0,26.0,40.0,8.0,,,,84.0,73.0,8.5,22.0,2.0,2,,3.0,2.0,1.0,4.0,8.0,,2.0,1.0,3.0,,,2.0,2.0,,5.0,2.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,abdelhamidsabiri
11453020,away,Al-Fayha,Henry Onyekuru,,,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,M,7,7,False,33.0,27.0,,,7.0,9.0,20.0,24.0,3.0,,,,89.0,55.0,8.5,11.0,2.0,3,,,,,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,
11453020,away,Al-Fayha,Anthony Nwakaeme,,,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600,F,9,9,False,38.0,29.0,3.0,3.0,9.0,12.0,20.0,26.0,,,,,90.0,60.0,7.3,19.0,2.0,2,,,,4.0,9.0,8.0,,3.0,4.0,,1.0,,5.0,,1.0,6.0,2.0,,,,4.0,1.0,1.0,,,1.0,1.0,,,
11453020,away,Al-Fayha,Saud Zidan,Saud Zidan,,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,17.0,15.0,1.0,1.0,6.0,8.0,9.0,9.0,1.0,,,,20.0,20.0,6.7,3.0,1.0,0,,,,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Sultan Mandash,,,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,True,8.0,6.0,1.0,,1.0,2.0,5.0,6.0,,,,,20.0,16.0,6.5,4.0,1.0,1,,,,1.0,3.0,3.0,,1.0,,1.0,1.0,1.0,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,
11453020,away,Al-Fayha,Abdulrahman Al-Safri,,,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,True,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,16.0,6.0,6.6,1.0,,0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Nawwaf Al Harthi,,,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,True,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Ahmed Al-Kassar,,,ahmed-al-kassar,A. Al-Kassar,G,28,187.0,128,M,818749,EUR,673660800,G,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Osama Al Khalaf,,,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,D,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Hussain Al-Shuweish,,,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Mohanad Alqaydhi,,,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453020,away,Al-Fayha,Rakan Kaabi,Rakan Kaabi,,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
