match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross
12448247,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,54.0,35.0,28.0,10.0,0.0,28.0,34.0,7.0,20.0,1.0,12.0,1.0,1.0,2.0,3.0,1.0,90.0,66.0,5.4,19.0,0.0026053,0,-3.1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448247,home,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,D,23,23,False,41.0,36.0,5.0,2.0,0.0,31.0,32.0,5.0,10.0,2.0,6.0,,,,,,90.0,56.0,5.8,8.0,0.00272308,1,,eliano.r,1.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0296,,,,,,,,,,,,,,,,,,,,,
12448247,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,D,6,6,False,68.0,61.0,10.0,5.0,0.0,55.0,58.0,6.0,10.0,4.0,7.0,,,,,,90.0,91.0,6.2,12.0,0.00247744,0,,,,7.0,10.0,2.0,3.0,,,1.0,5.0,3.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12448247,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,4,4,False,47.0,41.0,5.0,,0.0,39.0,43.0,2.0,4.0,4.0,4.0,,,,,,90.0,59.0,5.9,7.0,0.00057931,0,,,,3.0,3.0,,,,,1.0,3.0,2.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,
12448247,home,PEC Zwolle,Thierry Lutonda,,,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,33.0,30.0,2.0,1.0,0.0,24.0,25.0,6.0,8.0,2.0,5.0,,,,,,90.0,56.0,6.2,8.0,0.0725824,0,,,,4.0,5.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,
12448247,home,PEC Zwolle,Nick Fichtinger,Nick,Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178,50,M,1509752,EUR,1081209600,M,34,34,False,21.0,16.0,3.0,1.0,0.0,13.0,17.0,3.0,4.0,1.0,1.0,,,,,,68.0,36.0,6.5,6.0,0.00284371,1,,,,5.0,7.0,3.0,,,,,6.0,2.0,0.0502,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
12448247,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,10,10,False,40.0,30.0,2.0,1.0,0.0,20.0,24.0,10.0,16.0,1.0,7.0,,,,,,90.0,45.0,6.3,10.0,0.0352364,1,,,,2.0,1.0,,,1.0,,2.0,,,0.0761,,1.0,,,,,,2.0,1.0,,True,1.0,,,,,,,,,
12448247,home,PEC Zwolle,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,265,M,923968,EUR,1002758400,M,11,11,False,12.0,10.0,1.0,,0.0,4.0,4.0,6.0,8.0,,2.0,,,,,,57.0,20.0,6.2,5.0,0.016486,1,,,,3.0,2.0,,,,,,1.0,,0.1801,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.6166,,,,,,
12448247,home,PEC Zwolle,Odysseus Velanas,Odysseus,Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,M,18,18,False,22.0,15.0,1.0,,0.0,9.0,11.0,6.0,13.0,,,,,,,,90.0,34.0,6.2,13.0,0.00540697,2,,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,0.2298,,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,
12448247,home,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178,1203,M,935556,EUR,1003104000,M,50,50,False,30.0,21.0,,,0.0,12.0,16.0,9.0,14.0,1.0,8.0,,,,,,90.0,59.0,6.2,20.0,0.0202261,1,,,,14.0,8.0,3.0,6.0,,,3.0,4.0,3.0,0.0593,,1.0,4.0,1.0,,1.0,2.0,2.0,,,,,,1.0,0.3628,1.0,1.0,,,,
