match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_errorLeadToAShot,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim
14566835,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189.0,13371,M,gerorulli,128383,EUR,706320000,G,1,1,False,35.0,24.0,17.0,6.0,0.0,21.0,24.0,3.0,11.0,2.0,3.0,2.0,11.0,1.0,6.0,7.0,1.0,1.0,1.0,90.0,55.0,7.8,11.0,0.00058447,23.436,5.66529,0.0,72.688463033588,10.0,32.55,7.77,0.7093,0,0.1244,0.05,0.01,-0.04,0.46,3.71,1.79,0.14,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566835,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185.0,11634,M,timothyweah,855810,EUR,951177600,D,22,22,False,46.0,43.0,2.0,2.0,1.0,15.0,17.0,28.0,29.0,2.0,4.0,4.0,1.0,,,,,,,90.0,72.0,7.7,13.0,0.224926,32.652,10.44478,17.0,260.89256947789,21.0,160.86,45.885,,0,,0.41,0.3,-0.06,,3.17,4.64,1.53,0.71,0.39,,,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
14566835,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186.0,10869,M,benpavard21,787505,EUR,827971200,D,28,28,False,60.0,54.0,2.0,1.0,0.0,19.0,20.0,35.0,40.0,2.0,4.0,5.0,3.0,1.0,,,,,,90.0,74.0,6.7,7.0,0.0243856,30.348,10.32728,9.0,115.58615778708,13.0,49.665,23.625,,1,,0.08,0.07,0.2,,3.01,5.02,1.52,0.59,0.19,,,1.0,,,2.0,1.0,1.0,,,,3.0,3.0,1.0,1.0,0.1557,-0.55,,,,,,,,,,,,,,
14566835,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188.0,7161,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,59.0,53.0,4.0,1.0,0.0,34.0,35.0,19.0,24.0,1.0,4.0,7.0,8.0,,,,,,,90.0,78.0,6.7,7.0,0.0189741,32.112,9.6867,10.0,92.849509241349,11.0,54.6,15.54,,1,,0.18,0.11,0.21,,3.21,4.63,1.16,0.47,0.22,,,,,,1.0,1.0,1.0,,,,2.0,4.0,1.0,4.0,0.0695,-0.22,True,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,
14566835,home,Olympique de Marseille,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176.0,2407,M,,155997,EUR,775872000,D,33,33,False,43.0,39.0,1.0,,0.0,13.0,15.0,26.0,28.0,2.0,5.0,3.0,3.0,1.0,,,,,,90.0,67.0,6.7,14.0,0.120871,29.268,10.14066,5.0,108.25492024779,17.0,48.405,12.495,,0,,0.06,0.13,-0.08,,3.18,4.85,1.46,0.55,0.1,,,9.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,3.0,,,,,,,1.0,,,,1.0,1.0,,,,,,
14566835,home,Olympique de Marseille,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180.0,4721,M,arthurvermeeren,1149127,EUR,1107734400,M,18,18,False,70.0,66.0,2.0,1.0,0.0,28.0,31.0,38.0,39.0,,3.0,,5.0,1.0,,,,,,90.0,78.0,6.5,5.0,0.0630795,31.428,11.33557,10.0,68.977070977218,13.0,6.195,7.665,,0,,0.09,0.05,-0.07,,2.77,5.86,1.88,0.62,0.21,Arthur Vermeeren,,1.0,,,,1.0,1.0,,,1.0,2.0,6.0,,2.0,,,,,1.0,1.0,,,4.0,,,,,,,
14566835,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185.0,4504,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,83.0,73.0,5.0,3.0,0.0,24.0,26.0,49.0,57.0,1.0,4.0,,8.0,1.0,,,,,,90.0,94.0,7.4,14.0,0.0568,30.312,10.88997,12.0,135.07547167048,22.0,14.385,10.395,,1,,0.17,0.23,-0.05,,3.06,4.98,1.84,0.75,0.26,,,1.0,,,1.0,2.0,2.0,1.0,,1.0,,2.0,,,0.1757,-0.24,,1.0,,,,1.0,1.0,,1.0,1.0,0.2415,,,
14566835,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181.0,65792,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,44.0,36.0,2.0,,0.0,8.0,10.0,28.0,34.0,,,,3.0,,,,,,,88.0,53.0,7.0,10.0,0.688481,32.58,9.0521,13.0,224.25815488149,25.0,97.125,23.52,,4,,0.67,0.47,-0.13,,3.18,4.16,0.97,0.4,0.34,,,3.0,2.0,1.0,,,,,,5.0,,3.0,,1.0,0.1911,-0.6,,,1.0,,,,1.0,1.0,1.0,,0.0416,3.0,,
14566835,home,Olympique de Marseille,Darryl Bakola,darryl-bakola,D. Bakola,M,50,178.0,1362,M,,1823916,EUR,1196380800,M,50,50,False,24.0,21.0,3.0,2.0,1.0,6.0,6.0,15.0,18.0,,3.0,1.0,2.0,3.0,,,,,,62.0,33.0,6.9,6.0,0.0248948,30.816,7.83818,9.0,110.8292310865,12.0,51.975,23.31,,1,,0.02,0.35,-0.03,,1.92,3.59,1.53,0.61,0.18,Darryl Bakola,,2.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0265,-0.04,,,,,,,1.0,,,,,,,
14566835,home,Olympique de Marseille,Igor Paixão,igor-paixao,I. Paixão,F,14,168.0,12533,M,,981815,EUR,962150400,M,14,14,False,37.0,25.0,3.0,1.0,0.0,9.0,13.0,16.0,24.0,1.0,1.0,2.0,5.0,,,,,,,90.0,53.0,6.2,18.0,0.0431071,33.192,10.80654,18.0,87.292700257938,12.0,25.725,15.645,,1,,-0.17,0.14,-0.06,,3.27,4.56,1.77,0.83,0.38,,,2.0,,,1.0,,,2.0,,1.0,,4.0,1.0,1.0,0.0155,-0.11,,2.0,,,,,1.0,1.0,,,,,,
