match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wasFouled,stat_clearanceOffLine,captain,stat_penaltyConceded,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_ownGoals,stat_hitWoodwork,stat_penaltyWon
11401967,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187.0,465,M,809408,EUR,806716800,G,1,1,False,35.0,22.0,20.0,7.0,19.0,21.0,3.0,14.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,5.0,2.0,2.0,90.0,45.0,7.7,14.0,0.00150894,0,1.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181.0,58,M,884944,EUR,756604800,D,23,23,False,30.0,26.0,3.0,2.0,15.0,19.0,11.0,15.0,2.0,,,2.0,4.0,,,,,,,45.0,42.0,6.9,9.0,0.0133184,0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,56.0,50.0,4.0,2.0,32.0,33.0,18.0,23.0,4.0,,,4.0,2.0,,,,,,,90.0,64.0,6.9,6.0,0.0115779,0,,,4.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188.0,65,M,783468,EUR,810864000,D,3,3,False,72.0,62.0,9.0,4.0,34.0,35.0,28.0,37.0,5.0,,,8.0,5.0,,,,,,,90.0,85.0,6.9,11.0,0.0173063,2,,,3.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,0.0535,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176.0,30,M,32386,EUR,562377600,D,28,28,False,45.0,30.0,5.0,1.0,17.0,22.0,13.0,25.0,2.0,,,4.0,8.0,,,,,,,90.0,62.0,6.4,19.0,0.0202597,0,,2.0,1.0,6.0,1.0,1.0,3.0,,,,1.0,,,,,Aaron,Meijers,2.0,1.0,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179.0,62,M,971006,EUR,1007769600,M,7,7,False,25.0,21.0,2.0,,5.0,6.0,17.0,24.0,1.0,2.0,1.0,,3.0,,,,,,,86.0,41.0,6.8,13.0,0.162154,2,,5.0,,5.0,,,3.0,,,1.0,,,1.0,2.0,0.0764,,,1.0,1.0,1.0,1.0,0.1615,,,,,,,,,,
11401967,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,6,178.0,106,M,825849,EUR,935020800,M,24,24,False,30.0,25.0,1.0,,14.0,16.0,11.0,14.0,6.0,,,1.0,3.0,,,,,,,75.0,38.0,6.5,6.0,0.0404574,0,,,2.0,2.0,3.0,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,
11401967,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195.0,495,M,1010846,EUR,978480000,M,6,6,False,33.0,24.0,4.0,2.0,11.0,13.0,13.0,20.0,7.0,3.0,2.0,3.0,10.0,,,,,,,90.0,48.0,7.9,10.0,0.0163507,2,,,2.0,3.0,2.0,2.0,2.0,,2.0,,,1.0,,,0.1084,,,,1.0,,1.0,0.2639,1.0,1.0,,,,,,,,
11401967,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,5,175.0,140,M,1126518,EUR,1099785600,M,14,14,False,19.0,17.0,1.0,1.0,6.0,6.0,11.0,13.0,2.0,1.0,,1.0,5.0,,,,,,,85.0,33.0,6.6,7.0,0.00569765,2,,,,3.0,2.0,1.0,,1.0,,1.0,,2.0,,3.0,0.0438,,,1.0,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187.0,138,M,163541,EUR,703468800,F,20,20,False,38.0,29.0,1.0,1.0,10.0,12.0,20.0,31.0,6.0,5.0,1.0,,5.0,,,,,,,90.0,60.0,6.9,20.0,0.0728324,1,,5.0,2.0,10.0,2.0,,3.0,2.0,,,,,1.0,2.0,0.0104,,,1.0,5.0,1.0,,,1.0,,,,,,,,,
11401967,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195.0,192,M,36781,EUR,597110400,F,29,29,False,10.0,8.0,,,4.0,5.0,4.0,5.0,3.0,,,2.0,2.0,,,,,,,73.0,17.0,6.7,2.0,0.00783981,0,,,1.0,8.0,,,4.0,,1.0,,4.0,,,,,,,,1.0,,,,2.0,,True,,,,,,,
11401967,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184.0,104,M,798179,EUR,880329600,D,2,2,True,21.0,18.0,,,5.0,7.0,13.0,15.0,3.0,,,,3.0,,,,,,,45.0,31.0,6.9,5.0,0.235361,0,,1.0,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Reuven Niemeijer,reuven-niemeijer,R. Niemeijer,M,10,178.0,46,M,846202,EUR,796262400,F,27,27,True,2.0,2.0,,,2.0,2.0,,,,,,2.0,,,,,,,,17.0,6.0,5.5,2.0,0.0001032,0,,,,5.0,,,1.0,1.0,,,3.0,,,2.0,,,,,,,,,,,,1.0,,,,,,
11401967,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194.0,359,M,966429,EUR,930096000,F,9,9,True,4.0,4.0,,,,,4.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,12.0,9.0,6.8,1.0,0.00175301,1,,,,,,,,,,,,,1.0,,0.0431,,,,,,,,1.0,,,,,,,,,
11401967,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172.0,104,M,896215,EUR,942278400,M,35,35,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,11.0,5.0,6.7,,0.00302377,0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,,188.0,36,M,339367,EUR,824601600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196.0,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167.0,113,M,867246,EUR,972604800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Jeffrey Bruma,jeffrey-bruma,J. Bruma,D,,190.0,56,M,87223,EUR,689990400,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168.0,156,M,285941,EUR,822614400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Daouda Weidmann,weidmann-daouda,D. Weidmann,M,42,180.0,95,M,1142678,EUR,1052006400,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,8,175.0,12,M,991846,EUR,943833600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Patrick,Vroegh,,,,,,,,,,,,,,,
11401967,home,RKC Waalwijk,Filip Stevanović,filip-stevanovic,F. Stevanović,F,80,177.0,762,M,966503,EUR,1032825600,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
