match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_errorLeadToAGoal,stat_errorLeadToAShot,player_sofascoreId,stat_ownGoals
13472874,home,Sport Recife,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193.0,501,M,147467,EUR,717552000,G,1,1,False,27.0,18.0,15.0,6.0,0.0,12.0,12.0,6.0,15.0,1.0,1.0,3.0,12.0,1.0,3.0,2.0,1.0,1.0,90.0,39.0,6.8,10.0,0.00122484,0,-0.7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472874,home,Sport Recife,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200,D,33,33,False,22.0,20.0,1.0,,0.0,6.0,7.0,14.0,15.0,7.0,1.0,3.0,1.0,,,,,,90.0,39.0,6.5,9.0,0.0306576,0,,,,4.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
13472874,home,Sport Recife,Rafael Thyere,rafael-thyere,R. Thyere,D,15,190.0,343,M,354894,EUR,737596800,D,15,15,False,38.0,33.0,6.0,3.0,0.0,22.0,22.0,11.0,16.0,2.0,,3.0,2.0,,,,,,90.0,44.0,6.6,5.0,0.00368739,0,,,,,1.0,1.0,,,,,,,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13472874,home,Sport Recife,Ramon Menezes,ramon,R. Menezes,D,40,186.0,242,M,839516,EUR,799459200,D,40,40,False,40.0,33.0,7.0,5.0,0.0,26.0,28.0,7.0,12.0,2.0,,3.0,3.0,,,,,,90.0,48.0,7.0,7.0,0.00259953,2,,,,,,3.0,,,,,,,2.0,,2.0,,,3.0,2.0,0.1018,,,,,,,,,,,,,,
13472874,home,Sport Recife,Igor Cariús,igor-carius,I. Cariús,D,16,183.0,303,M,874195,EUR,736214400,D,16,16,False,43.0,30.0,7.0,,0.0,12.0,14.0,18.0,29.0,5.0,1.0,1.0,2.0,,,,,,90.0,60.0,6.7,17.0,0.0284673,1,,,,,4.0,5.0,,,,2.0,,,1.0,,,,1.0,2.0,,0.0555,1.0,,,,,,,,,,,,,
13472874,home,Sport Recife,Zé Lucas,ze-lucas,Zé Lucas,M,58,174.0,3013,M,2040561,EUR,1206144000,M,58,58,False,12.0,5.0,1.0,,0.0,1.0,5.0,4.0,7.0,2.0,,2.0,2.0,,,,,,45.0,20.0,6.6,8.0,0.016327,1,,,,,,2.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,0.0492,,,,,,,,,,,,,,
13472874,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184.0,617,M,832662,EUR,821577600,M,14,14,False,26.0,23.0,3.0,1.0,0.0,8.0,8.0,15.0,18.0,5.0,1.0,3.0,3.0,,,,,,90.0,36.0,6.8,3.0,0.0284276,0,,,,,1.0,5.0,,,,4.0,3.0,,3.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,
13472874,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178.0,1164,M,1035765,EUR,994291200,M,30,30,False,15.0,7.0,,,0.0,1.0,3.0,6.0,12.0,3.0,1.0,1.0,2.0,,,,,,63.0,30.0,7.4,13.0,0.738564,2,,,,1.0,,6.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,2.0,2.0,1.0,0.4601,,2.0,2.0,1.0,1.0,1.0,0.2101,,,,,,,
13472874,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176.0,1742,M,244589,EUR,647481600,M,10,10,False,26.0,21.0,5.0,5.0,0.0,4.0,6.0,17.0,20.0,4.0,3.0,,5.0,,,,,,78.0,47.0,7.8,13.0,0.129589,2,,,,5.0,,7.0,,1.0,1.0,3.0,2.0,1.0,1.0,,,,3.0,,,0.0978,1.0,,2.0,,,1.0,0.1676,2.0,,,,,,
13472874,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,17,17,False,25.0,21.0,1.0,,0.0,5.0,6.0,16.0,19.0,6.0,,,5.0,,,,,,83.0,43.0,7.3,11.0,0.135289,1,,,,1.0,2.0,6.0,1.0,3.0,3.0,,,4.0,4.0,,,1.0,3.0,,1.0,0.069,,1.0,3.0,1.0,,,,,,,,,,
