match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,captain,stat_goals,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside
11067566,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,29.0,18.0,18.0,9.0,14.0,18.0,4.0,11.0,1.0,8.0,1.0,3.0,5.0,1.0,1.0,90.0,39.0,8.0,11.0,0.00072908,0,0.9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067566,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,35.0,34.0,1.0,1.0,17.0,18.0,18.0,20.0,2.0,4.0,,,,,,90.0,58.0,7.2,7.0,0.0790871,1,,,,3.0,1.0,4.0,6.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,0.0711,1.0,,,,,,,,,,,,,,,,,,
11067566,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,27.0,23.0,8.0,4.0,18.0,19.0,5.0,8.0,9.0,5.0,,,,,,90.0,41.0,7.6,4.0,0.00202902,0,,,,,,4.0,1.0,1.0,,2.0,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
11067566,home,Atlético Mineiro,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,34,34,False,36.0,29.0,6.0,1.0,23.0,26.0,6.0,10.0,10.0,2.0,,,,,,90.0,54.0,7.0,7.0,0.00102562,2,,,,,,3.0,4.0,1.0,,2.0,,,,1.0,0.3032,,2.0,3.0,,1.0,,1.0,2.0,,,,,,,,,,,
11067566,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,59.0,53.0,5.0,4.0,27.0,31.0,26.0,29.0,1.0,4.0,,,,,,90.0,74.0,8.0,8.0,0.0277044,1,,,,1.0,,4.0,3.0,2.0,1.0,,2.0,1.0,,1.0,0.1174,1.0,2.0,,,3.0,,,,guiarana,True,1.0,,,,,,,,
11067566,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,46.0,43.0,4.0,3.0,18.0,19.0,25.0,28.0,1.0,7.0,,,,,,90.0,66.0,7.8,7.0,0.0499062,3,,,,1.0,,6.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,,0.8041,2.0,2.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
11067566,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,33.0,29.0,5.0,2.0,17.0,17.0,12.0,16.0,1.0,3.0,,,,,,67.0,41.0,6.5,5.0,0.00802123,0,,,,,,7.0,1.0,3.0,,2.0,1.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,
11067566,home,Atlético Mineiro,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,8,8,False,30.0,26.0,3.0,3.0,11.0,12.0,15.0,18.0,1.0,4.0,,,,,,82.0,38.0,6.9,6.0,0.0324348,1,,,,,,3.0,3.0,,,,,,1.0,,0.0421,,1.0,2.0,,,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,
11067566,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,17.0,10.0,1.0,,2.0,4.0,9.0,16.0,,5.0,,,,,,55.0,27.0,6.9,11.0,0.0843975,1,,,,3.0,1.0,4.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.3191,1.0,2.0,,,,1.0,,,,,,1.0,,1.0,,,,,
11067566,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,31.0,21.0,3.0,3.0,8.0,9.0,14.0,25.0,,3.0,,,,,,90.0,64.0,8.5,26.0,0.744832,6,,,,3.0,1.0,14.0,8.0,,3.0,,2.0,2.0,3.0,2.0,0.4783,4.0,1.0,1.0,,,3.0,,1.0,Hulk,,1.0,8.0,3.0,2.0,5.0,,1.0,1.0,
