match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,player_sofascoreId,stat_accurateCross,stat_dispossessed,player_firstName,player_lastName,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14025092,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,True,30.0,14.0,23.0,8.0,0.0,8.0,9.0,6.0,21.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,90.0,39.0,7.4,16.0,0.00082841,9.2234802514301,2.0,0.84,3.36,0.4405,0,0.4824,0.03,-0.01,0.2,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025092,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,1014835,EUR,988761600,D,15,15,False,,27.0,23.0,4.0,2.0,0.0,16.0,19.0,7.0,8.0,5.0,7.0,8.0,1.0,,,,,90.0,57.0,7.3,12.0,0.0222567,113.82317034742,14.0,86.415,48.72,,2,,0.13,0.27,0.52,,3.0,5.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0922,0.0852,48.86859179473,1.0,1.0,-0.07,,,,,,,,,,,,,
14025092,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,4,4,False,,22.0,19.0,,,0.0,11.0,11.0,8.0,11.0,2.0,2.0,,,,,,,90.0,29.0,6.8,4.0,0.0260675,20.064511556566,4.0,2.415,6.195,,0,,0.05,0.01,0.22,,,1.0,2.0,,,,,1.0,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,
14025092,home,Wolverhampton,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,37,37,False,,44.0,34.0,10.0,2.0,0.0,24.0,28.0,10.0,16.0,2.0,5.0,2.0,,,,,,90.0,54.0,6.7,12.0,0.0050042,86.728906168847,11.0,50.505,28.245,,0,,-0.05,0.07,0.27,,1.0,,4.0,,,,,1.0,,,,3.0,,,28.281075103327,1.0,,,2.0,1.0,1.0,,,,,,,,,,
14025092,home,Wolverhampton,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,,18.0,15.0,,,0.0,6.0,8.0,9.0,10.0,3.0,3.0,2.0,,,,,,90.0,31.0,7.0,6.0,0.00587946,32.590626609076,3.0,30.975,13.965,,0,,-0.03,0.04,0.52,,2.0,3.0,3.0,,,,,,3.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
14025092,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,,26.0,23.0,1.0,1.0,0.0,9.0,9.0,14.0,17.0,6.0,,4.0,,,,,,71.0,38.0,7.2,6.0,0.185418,115.99592159496,12.0,32.34,18.165,,0,,0.35,0.16,-0.06,,2.0,1.0,8.0,2.0,1.0,,,,4.0,3.0,,1.0,,,18.168181664658,1.0,3.0,,1.0,1.0,3.0,joaogomes.01,2.0,2.0,,,,,,,
14025092,home,Wolverhampton,André,andre,André,M,7,176,9098,M,1035996,EUR,995241600,M,7,7,False,,47.0,37.0,7.0,3.0,0.0,22.0,25.0,15.0,22.0,4.0,1.0,6.0,3.0,,,,,90.0,57.0,6.9,12.0,0.0115474,163.49518370543,23.0,45.675,33.6,,0,,0.11,0.13,0.15,,1.0,,2.0,,,,,1.0,1.0,,,1.0,,,33.721161545831,1.0,,,,,,Andre7,,1.0,André,,,,,,
14025092,home,Wolverhampton,Mateus Mané,mateus-mane,M. Mané,F,36,175,4053,M,1899647,EUR,1189900800,M,36,36,False,,23.0,18.0,1.0,,0.0,10.0,11.0,8.0,12.0,1.0,1.0,2.0,,,,,,90.0,38.0,6.2,13.0,0.184753,110.54121777366,11.0,61.95,22.995,,1,,0.19,0.1,-0.04,,1.0,1.0,10.0,3.0,,,1.0,,,,2.0,3.0,0.0825,0.0659,67.722778447541,4.0,,-0.32,1.0,,1.0,,1.0,2.0,Mateus Mané,,,,,,
14025092,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,M,3,3,False,,29.0,24.0,4.0,2.0,0.0,14.0,15.0,10.0,14.0,6.0,6.0,4.0,1.0,,,,,90.0,59.0,7.0,14.0,0.00955716,212.922477174,19.0,160.65,30.345,,1,,-0.11,0.3,0.14,,6.0,,2.0,4.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.0508,,95.75293093329,4.0,,-0.24,1.0,,,,,,,,1.0,,,,
14025092,home,Wolverhampton,Tolu Arokodare,tolu-arokodare,T. Arokodare,F,14,196,5746,M,987734,EUR,974937600,F,14,14,False,,7.0,6.0,,,0.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,,,,,,65.0,16.0,6.4,4.0,0.00054182,42.120699194993,4.0,6.825,6.405,,1,,-0.07,0.08,0.16,,,4.0,5.0,1.0,1.0,,,,,,3.0,1.0,0.03,,25.541575597445,1.0,,-0.51,3.0,,,,,,,,,1.0,1.0,,
14025092,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,False,,18.0,15.0,2.0,,0.0,7.0,7.0,8.0,11.0,,,3.0,,,,,,85.0,23.0,6.6,5.0,0.102064,109.14216029139,10.0,26.985,30.345,,0,,0.14,0.08,0.15,,,1.0,1.0,,,,,1.0,,,2.0,,,,34.849125110969,1.0,1.0,,,,,Hwangso,,,,,,,,,
14025092,home,Wolverhampton,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,9,9,True,,4.0,1.0,,,0.0,,,1.0,4.0,1.0,,,,,,,,25.0,8.0,6.2,4.0,0.00031694,16.166871297064,2.0,12.075,8.505,,1,,-0.04,0.09,-0.02,,,3.0,4.0,,,,,,,,1.0,1.0,0.0297,,12.120871297064,1.0,,-0.21,1.0,,,,,,,,,1.0,,,
14025092,home,Wolverhampton,Jhon Arias,jhon-arias,J. Arias,M,11,170,30226,M,844096,EUR,874800000,M,10,10,True,,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,,,1.0,,,,,,19.0,13.0,6.6,4.0,0.00209684,18.52844239347,2.0,15.645,12.39,,0,,0.04,0.03,0.14,,1.0,,,,,,,,,,1.0,,,,,,,,,,,jhonariasa,,,,,,,,,
14025092,home,Wolverhampton,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,D,21,21,True,,,,,,0.0,,,,,1.0,,1.0,1.0,,,,,11.0,1.0,6.7,,,29.814387147818,1.0,29.505,29.505,,0,,,0.01,-0.04,,,,1.0,,,,,,,,,,,,29.814387147818,1.0,,,,,1.0,,,,,,,,,,
