match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,player_sofascoreId
11450030,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,48.0,27.0,29.0,8.0,21.0,26.0,6.0,22.0,1.0,7.0,1.0,2.0,1.0,1.0,90.0,54.0,6.2,21.0,0.00673922,0,-1.0894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450030,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,39.0,33.0,6.0,2.0,17.0,18.0,17.0,23.0,2.0,5.0,,,,,82.0,56.0,6.3,8.0,0.0498634,2,,,,True,2.0,1.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0543,,,,,,,,,,,,,,,,,,
11450030,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,45.0,42.0,3.0,3.0,25.0,26.0,17.0,19.0,,3.0,,,,,90.0,50.0,6.8,3.0,0.02784,0,,,,,,,1.0,2.0,1.0,6.0,,,,,,3.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11450030,home,Hatayspor,Nikola Maksimović,nikola-maksimovic,N. Maksimović,D,15,193,266,M,68076,EUR,691027200,D,19,19,False,52.0,48.0,6.0,5.0,39.0,40.0,9.0,12.0,1.0,3.0,,,,,90.0,58.0,6.6,4.0,0.00605965,2,,Nikola,Maksimović,,,,3.0,3.0,3.0,3.0,,,1.0,,,1.0,,0.0589,,,,1.0,1.0,0.1058,,,,,,,,,,,,
11450030,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,42.0,33.0,7.0,1.0,13.0,16.0,20.0,26.0,,5.0,,,,,90.0,65.0,6.5,16.0,0.0177092,1,,,,,,,2.0,2.0,6.0,6.0,,1.0,,1.0,,2.0,,0.0747,,,2.0,,,,4.0,2.0,2.0,,,,,,,,,
11450030,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,4,4,False,64.0,49.0,11.0,4.0,18.0,22.0,31.0,43.0,,5.0,,,,,90.0,76.0,6.9,18.0,0.0409396,1,,Chandrel Massanga,,,1.0,,3.0,4.0,6.0,6.0,,1.0,,1.0,1.0,1.0,2.0,0.0211,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
11450030,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,M,99,99,False,46.0,37.0,6.0,2.0,18.0,19.0,21.0,31.0,1.0,6.0,,,,,90.0,68.0,7.4,18.0,0.477457,4,,,,,4.0,2.0,2.0,2.0,7.0,4.0,,2.0,1.0,,1.0,1.0,2.0,0.2245,1.0,,1.0,1.0,,0.1087,2.0,1.0,,1.0,1.0,1.0,,,,,,
11450030,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171,399,M,1022881,EUR,1062115200,M,7,7,False,23.0,20.0,3.0,1.0,4.0,6.0,16.0,23.0,,,,,,,64.0,35.0,6.9,10.0,0.0655713,0,,,,,6.0,,1.0,,3.0,4.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
11450030,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,17,17,False,34.0,31.0,,,3.0,5.0,28.0,29.0,,4.0,,,,,90.0,45.0,7.2,6.0,0.305084,1,,,,,,,,,2.0,6.0,,1.0,,,1.0,2.0,,0.0117,5.0,4.0,3.0,,,,1.0,,,,,,,,,,,
11450030,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,21.0,16.0,1.0,1.0,7.0,7.0,11.0,20.0,,5.0,,,,,64.0,39.0,7.2,11.0,0.120178,5,,Joelson Mendes,,,6.0,2.0,,,3.0,5.0,,2.0,2.0,,1.0,4.0,2.0,0.1641,,,1.0,1.0,,0.1068,1.0,1.0,1.0,,,,,,,,,
