match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalTackle,stat_wonTackle,captain,stat_accurateCross,player_firstName,player_lastName,stat_hitWoodwork,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_goals,stat_totalOffside,stat_ownGoals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
12530781,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187.0,62,M,94540,EUR,647568000,G,35,35,False,29.0,27.0,10.0,8.0,0.0,24.0,24.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,1.0,90.0,39.0,5.7,2.0,0.0006464,0,0.5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530781,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175.0,36,M,893014,EUR,776390400,D,7,7,False,37.0,34.0,2.0,2.0,1.0,15.0,16.0,19.0,23.0,,5.0,2.0,1.0,2.0,4.0,,2.0,,,,90.0,53.0,6.9,8.0,0.0137081,0,,7,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530781,home,Sivasspor,Uroš Radaković,uros-radakovic,U. Radaković,D,194.0,313,M,151900,EUR,765072000,D,26,26,False,59.0,54.0,,,0.0,40.0,41.0,14.0,18.0,2.0,4.0,2.0,,4.0,3.0,,,,,,90.0,70.0,7.1,5.0,0.00403686,4,,26,,3.0,,,,,,2.0,1.0,1.0,2.0,1.0,0.3055,0.2174,,,,,,,,,,,,,,,,,
12530781,home,Sivasspor,Noah Sonko Sundberg,noah-sonko-sundberg,N. S. Sundberg,D,186.0,238,M,279541,EUR,834019200,D,27,27,False,64.0,59.0,5.0,2.0,0.0,51.0,53.0,8.0,11.0,,2.0,1.0,,10.0,5.0,,,,,,90.0,79.0,6.8,6.0,0.00227573,1,,20,,,,1.0,1.0,1.0,1.0,1.0,,,,2.0,0.5947,,1.0,1.0,1.0,,,,,,,,,,,,,,
12530781,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180.0,65,M,142850,EUR,704937600,D,3,3,False,45.0,39.0,4.0,1.0,0.0,22.0,23.0,18.0,26.0,,3.0,1.0,,3.0,4.0,,,,,,87.0,66.0,6.9,13.0,0.0599843,1,,58,4.0,1.0,1.0,,,,1.0,1.0,,,1.0,2.0,0.0578,,,1.0,1.0,True,1.0,,,,,,,,,,,,
12530781,home,Sivasspor,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,178.0,6621,M,892624,EUR,839808000,M,12,12,False,38.0,35.0,3.0,3.0,0.0,10.0,10.0,26.0,29.0,1.0,,2.0,,2.0,,,,,,,88.0,47.0,7.6,5.0,0.16601,3,,92,1.0,,,,,1.0,2.0,1.0,1.0,1.0,,,0.3017,0.8073,,1.0,,,1.0,Samuel,Moutoussamy,1.0,,,,,,,,,
12530781,home,Sivasspor,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,185.0,114,M,120298,EUR,701308800,M,30,30,False,70.0,63.0,13.0,10.0,0.0,31.0,34.0,35.0,41.0,4.0,3.0,5.0,2.0,2.0,3.0,,,,,,78.0,81.0,7.2,10.0,0.214529,1,,38,5.0,,,,,1.0,2.0,1.0,,,,1.0,0.0607,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,
12530781,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177.0,130,M,317297,EUR,789868800,M,8,8,False,52.0,45.0,2.0,2.0,0.0,23.0,26.0,22.0,26.0,,2.0,6.0,2.0,,1.0,,2.0,,,,90.0,66.0,7.1,8.0,0.0184259,1,,8,,,,,,1.0,,,,1.0,,,0.079,,,4.0,3.0,,,,,,,,,,,,,,
12530781,home,Sivasspor,Emrah Başsan,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,F,17,17,False,32.0,26.0,4.0,3.0,1.0,8.0,9.0,19.0,30.0,2.0,2.0,6.0,,2.0,1.0,,3.0,,,,88.0,52.0,9.6,13.0,0.369109,2,,14,7.0,1.0,,2.0,,,5.0,1.0,1.0,,,,0.3185,0.2498,,,,,1.0,,,,3.0,2.0,,1.0,,,,,
12530781,home,Sivasspor,Rey Manaj,rey-manaj,R. Manaj,F,182.0,2059,M,587882,EUR,856742400,F,9,9,False,22.0,18.0,,,2.0,10.0,10.0,8.0,12.0,4.0,4.0,8.0,,1.0,1.0,,2.0,,,,90.0,38.0,9.9,8.0,0.0613132,3,,9,,1.0,2.0,2.0,,2.0,2.0,,2.0,1.0,,1.0,0.4724,0.7012,,,,,,,,,2.0,2.0,,2.0,,,,,
