match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wonContest,player_sofascoreId,stat_blockedScoringAttempt,stat_fouls,stat_totalOffside,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_goals,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_punches
10382294,home,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,33.0,18.0,22.0,7.0,15.0,19.0,3.0,14.0,8.0,1.0,1.0,1.0,90.0,40.0,7.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382294,home,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,85.0,73.0,5.0,3.0,28.0,30.0,46.0,56.0,6.0,,,,90.0,106.0,8.0,14.0,1,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
10382294,home,AZ Alkmaar,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2244,M,898815,EUR,911260800,D,31,31,False,79.0,73.0,11.0,7.0,55.0,56.0,18.0,23.0,5.0,,,,90.0,89.0,7.5,7.0,0,,,,,,2.0,3.0,4.0,,,,,,2.0,2.0,,3.0,4.0,1.0,1.0,,,,,,,,,,,,,
10382294,home,AZ Alkmaar,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,761,M,822163,EUR,853545600,D,3,3,False,70.0,68.0,6.0,6.0,52.0,54.0,16.0,16.0,5.0,,,,90.0,74.0,7.6,2.0,0,,,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,
10382294,home,AZ Alkmaar,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25965,M,1097425,EUR,1068163200,D,5,5,False,56.0,52.0,,,30.0,30.0,24.0,28.0,7.0,,,,90.0,71.0,7.1,6.0,2,Milos,Kerkez,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,miloskerkez,1.0,1.0,2.0,,,,,,,,
10382294,home,AZ Alkmaar,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38542,M,893549,EUR,901670400,M,6,6,False,68.0,62.0,4.0,4.0,27.0,28.0,35.0,40.0,3.0,,,,90.0,95.0,8.4,9.0,2,,,,,,,3.0,11.0,,9.0,,1.0,5.0,3.0,3.0,,,1.0,,,7.0,tijjanireijnders,1.0,1.0,,1.0,,,,,,,
10382294,home,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,55.0,51.0,3.0,3.0,23.0,24.0,28.0,36.0,8.0,,,,80.0,83.0,8.8,15.0,5,,,1.0,5.0,,1.0,4.0,5.0,,,1.0,1.0,2.0,4.0,3.0,4.0,,,,2.0,,,3.0,2.0,,,3.0,1.0,1.0,,,,
10382294,home,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,61.0,55.0,7.0,4.0,19.0,22.0,36.0,39.0,5.0,,,,68.0,65.0,6.9,7.0,0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,True,,,
10382294,home,AZ Alkmaar,Mayckel Lahdo,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,F,23,23,False,31.0,26.0,,,9.0,9.0,17.0,24.0,6.0,,,,80.0,51.0,7.6,16.0,2,Mayckel Lahdo,,,2.0,,1.0,7.0,8.0,3.0,5.0,,1.0,,3.0,1.0,1.0,1.0,,,6.0,4.0,,,,,,2.0,1.0,1.0,,1.0,1.0,
10382294,home,AZ Alkmaar,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1839,M,826064,EUR,922838400,F,7,7,False,1.0,,,,,,,1.0,,,,,20.0,2.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
