match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotValueNormalized,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,captain,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_errorLeadToAGoal
14073458,home,Swansea City,Andrew Fisher,,,andrew-fisher,A. Fisher,G,1,183.0,42,M,878130,EUR,887241600.0,G,1,1,False,37.0,20.0,23.0,6.0,0.0,16.0,20.0,4.0,17.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,42.0,6.4,18.0,-0.0001,0,0.11,0.01,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073458,home,Swansea City,Samuel Parker,,,parker-samuel,S. Parker,D,41,178.0,53,M,1590568,EUR,1152230400.0,D,41,41,False,54.0,41.0,2.0,,0.0,26.0,32.0,15.0,22.0,7.0,8.0,,,,,90.0,85.0,7.3,15.0,,1,0.32,0.24,-0.04,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,-0.09,,,,,,,,,,,,,,,,
14073458,home,Swansea City,Kaelan Casey,Kaelan Casey,,casey-kaelan,K. Casey,D,16,185.0,226,M,1142343,EUR,1098921600.0,D,26,26,False,54.0,39.0,9.0,2.0,0.0,32.0,38.0,7.0,16.0,12.0,1.0,1.0,,,,78.0,70.0,7.6,15.0,,3,0.12,0.03,0.34,,,1.0,8.0,2.0,,,,2.0,2.0,3.0,1.0,,,0.03,1.0,2.0,1.0,1.0,,,,,,,,,,,,
14073458,home,Swansea City,Cameron Burgess,,,cameron-burgess,C. Burgess,D,15,194.0,331,M,358084,EUR,814233600.0,D,15,15,False,65.0,47.0,20.0,7.0,0.0,31.0,38.0,16.0,27.0,4.0,2.0,,,,,90.0,74.0,7.1,19.0,,0,0.26,0.06,-0.08,,,1.0,4.0,2.0,,,,6.0,,,,,1.0,,,,1.0,,True,1.0,,,,,,,,,,
14073458,home,Swansea City,Josh Tymon,,,josh-tymon,J. Tymon,D,14,178.0,120,M,830238,EUR,927331200.0,D,14,14,False,47.0,43.0,6.0,4.0,1.0,24.0,25.0,19.0,22.0,3.0,1.0,,,,,90.0,77.0,7.4,12.0,,0,0.49,0.05,-0.11,,10.0,2.0,,2.0,3.0,3.0,,6.0,,,,,4.0,,,,,,,,3.0,1.0,,,,,,,,
14073458,home,Swansea City,Ethan Galbraith,,,ethan-galbraith,E. Galbraith,M,30,175.0,395,M,158661,EUR,989539200.0,M,30,30,False,84.0,76.0,10.0,5.0,0.0,46.0,47.0,30.0,37.0,6.0,9.0,,,,,90.0,105.0,8.8,12.0,,3,0.37,0.07,0.2,,3.0,1.0,3.0,2.0,1.0,,1.0,3.0,1.0,3.0,2.0,1.0,4.0,0.57,2.0,,,,,,2.0,,1.0,,,,,,,
14073458,home,Swansea City,Melker Widell,,,melker-widell,M. Widell,M,7,181.0,212,M,1102764,EUR,1019174400.0,M,7,7,False,27.0,22.0,2.0,1.0,0.0,10.0,10.0,12.0,17.0,5.0,2.0,2.0,,,,79.0,47.0,6.4,11.0,,1,-0.1,0.18,0.16,,,,1.0,8.0,1.0,,,2.0,,2.0,2.0,2.0,,-0.15,,1.0,1.0,3.0,,1.0,,,,3.0,,,,,,
14073458,home,Swansea City,Ronald,Ronald,,ronald,Ronald,M,35,177.0,293,M,1123234,EUR,992476800.0,M,35,35,False,16.0,11.0,,,0.0,4.0,4.0,7.0,12.0,4.0,1.0,2.0,,,,74.0,31.0,7.6,11.0,,2,-0.25,0.23,0.17,,1.0,5.0,,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,1.0,,,,,,,,1.0,3.0,1.0,,,,,
14073458,home,Swansea City,Oliver Cooper,,,oliver-cooper,O. Cooper,M,31,176.0,93,M,970396,EUR,945129600.0,M,31,31,False,20.0,17.0,1.0,,0.0,10.0,11.0,7.0,9.0,3.0,4.0,1.0,,,,90.0,29.0,6.4,7.0,,1,0.17,0.14,-0.15,,,2.0,,4.0,,,1.0,,1.0,2.0,,4.0,1.0,-0.43,,,,,,2.0,,,,,,,,,,
14073458,home,Swansea City,Zeidane Inoussa,,,inoussa-zeidane,Z. Inoussa,F,27,172.0,321,M,1065865,EUR,1021248000.0,M,27,27,False,23.0,13.0,1.0,,0.0,6.0,9.0,7.0,14.0,5.0,3.0,1.0,,,,64.0,39.0,6.8,14.0,,3,0.4,0.49,0.15,,1.0,1.0,2.0,5.0,5.0,2.0,,,,,,,1.0,-0.64,1.0,2.0,,,,,1.0,1.0,,1.0,,1.0,,,,
