match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_fouls,stat_blockedScoringAttempt,stat_keyPass,captain,stat_accurateCross,stat_unsuccessfulTouch,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalAssist,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
11450150,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,False,34.0,23.0,25.0,14.0,13.0,16.0,10.0,18.0,4.0,90.0,37.0,6.5,11.0,0.00174913,0,-0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450150,home,Konyaspor,Ahmet Oğuz,,,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,37.0,28.0,6.0,3.0,12.0,15.0,16.0,23.0,7.0,90.0,67.0,7.3,17.0,0.047368,1,,1.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,0.0428,,,,,,,,,,,,,,,,,,,,,,,
11450150,home,Konyaspor,Metehan Mert,,,metehan-mert,M. Mert,D,14,189,20,M,962535,EUR,925516800,D,14,14,False,28.0,21.0,7.0,2.0,19.0,20.0,2.0,8.0,3.0,90.0,34.0,6.6,7.0,0.00036049,2,,,3.0,3.0,4.0,,2.0,2.0,,,,,0.0761,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11450150,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,35.0,28.0,8.0,3.0,23.0,26.0,5.0,9.0,3.0,90.0,51.0,7.3,7.0,0.0990751,1,,,3.0,1.0,5.0,,,8.0,5.0,1.0,1.0,1.0,0.144,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11450150,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,38.0,26.0,10.0,7.0,18.0,21.0,9.0,25.0,4.0,90.0,71.0,7.1,22.0,0.0612956,0,,8.0,,,2.0,,,3.0,3.0,2.0,,,,,,,,,,1.0,True,1.0,1.0,,,,,,,,,,,,,
11450150,home,Konyaspor,Louka Prip,,,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,M,11,11,False,19.0,16.0,,,5.0,6.0,11.0,14.0,5.0,84.0,34.0,6.4,13.0,0.0107422,0,,1.0,1.0,6.0,2.0,4.0,,1.0,,1.0,1.0,,,,,2.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
11450150,home,Konyaspor,Soner Dikmen,,,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,6,6,False,30.0,22.0,4.0,2.0,10.0,12.0,12.0,19.0,6.0,90.0,41.0,7.0,9.0,0.061155,1,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,0.0803,,,,,1.0,,,,,,,,,,,,,,,,,,
11450150,home,Konyaspor,Steven​ N'Zonzi,,,steven-nzonzi,S. N'Zonzi,M,15,196,565,M,51652,EUR,598147200,M,37,37,False,42.0,36.0,5.0,4.0,18.0,18.0,18.0,24.0,11.0,90.0,53.0,8.5,6.0,0.0624987,2,,,5.0,4.0,9.0,,,1.0,,3.0,3.0,1.0,0.0594,3.0,,,,1.0,,2.0,,,,,2.0,1.0,0.1058,,,,,,,,,
11450150,home,Konyaspor,Yunus Malli,,,yunus-malli,Y. Malli,M,,179,114,M,136262,EUR,698889600,M,10,10,False,25.0,20.0,2.0,1.0,6.0,8.0,16.0,19.0,5.0,80.0,41.0,7.1,10.0,0.116764,0,,2.0,1.0,5.0,7.0,1.0,,,,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,,2.0,4.0,,,,,,,,,,,,,
11450150,home,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,F,35,35,False,20.0,11.0,,,3.0,6.0,9.0,16.0,1.0,80.0,26.0,6.4,11.0,0.0610593,1,,2.0,3.0,4.0,4.0,,,,,1.0,,,0.017,2.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.154,1.0,,,,,,,,
