match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_challengeLost,stat_fouls,player_firstName,player_lastName,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_outfielderBlock,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_hitWoodwork
11453145,home,Al-Fayha,Abdulraoof Al-Deqeel,abdulraoof-al-deqeel,A. Al-Deqeel,G,1,180.0,5,M,868411,EUR,807494400,G,1,1,False,27.0,11.0,22.0,6.0,5.0,6.0,6.0,21.0,3.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,38.0,7.3,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453145,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,16.0,15.0,2.0,2.0,8.0,9.0,7.0,7.0,1.0,5.0,4.0,2.0,3.0,1.0,,,,,,90.0,30.0,7.2,4.0,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453145,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,24.0,17.0,7.0,3.0,14.0,15.0,3.0,9.0,2.0,3.0,7.0,3.0,1.0,,,,,,,90.0,38.0,6.9,8.0,0,,,,True,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453145,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,11.0,10.0,1.0,1.0,6.0,7.0,4.0,4.0,,,3.0,,,,,,,,,57.0,15.0,6.4,1.0,0,,,,,1.0,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,
11453145,home,Al-Fayha,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,3,3,False,26.0,21.0,1.0,1.0,13.0,15.0,8.0,11.0,1.0,2.0,2.0,4.0,,,,,,,,90.0,42.0,6.9,8.0,0,2.0,1.0,1.0,,1.0,3.0,,,,1.0,Ghislain,Konan,1.0,,,,,,,,,,,,,
11453145,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,False,26.0,21.0,4.0,3.0,8.0,9.0,13.0,17.0,,4.0,,2.0,2.0,1.0,2.0,,,,,89.0,37.0,7.1,7.0,2,1.0,,,,1.0,5.0,1.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,
11453145,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,False,20.0,16.0,5.0,3.0,12.0,15.0,4.0,5.0,,2.0,,4.0,,,2.0,,,,,45.0,25.0,6.6,5.0,1,,,,,1.0,3.0,1.0,,,2.0,Rakan Kaabi,,,1.0,,,,,,,,,,,,
11453145,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,29.0,27.0,,,14.0,15.0,13.0,14.0,,,1.0,6.0,,,,,,,,57.0,30.0,6.7,2.0,0,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
11453145,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,F,27,27,False,12.0,8.0,2.0,2.0,1.0,3.0,7.0,9.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,,,,,73.0,31.0,7.5,10.0,2,6.0,3.0,3.0,,1.0,6.0,,,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,
11453145,home,Al-Fayha,Abdelhamid Sabiri,abdelhamid-sabiri,A. Sabiri,M,11,186.0,4174,M,807400,EUR,849139200,F,77,77,False,24.0,15.0,1.0,,4.0,5.0,13.0,23.0,4.0,8.0,1.0,3.0,,,2.0,,,,,90.0,49.0,6.7,21.0,4,4.0,2.0,6.0,,3.0,10.0,,,1.0,5.0,,,1.0,1.0,,1.0,,,abdelhamidsabiri,4.0,2.0,1.0,2.0,1.0,,
