match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches
10434033,home,Giresunspor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,60,M,213542,EUR,780710400,G,1,1,False,True,21.0,14.0,13.0,6.0,13.0,15.0,1.0,6.0,2.0,6.0,1.0,1.0,2.0,2.0,90.0,31.0,5.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434033,home,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,False,,47.0,37.0,1.0,1.0,16.0,17.0,21.0,35.0,1.0,6.0,,,,,90.0,73.0,7.1,16.0,0,5.0,1.0,2.0,6.0,10.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,
10434033,home,Giresunspor,Sergen Piçinciol,sergen-picinciol,S. Piçinciol,D,35,185,10,M,897339,EUR,813369600,D,4,4,False,,44.0,36.0,2.0,,25.0,28.0,11.0,16.0,1.0,7.0,,,,,86.0,60.0,7.3,9.0,0,,3.0,3.0,5.0,11.0,,1.0,1.0,2.0,,6.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
10434033,home,Giresunspor,Alexis Pérez,alexis-perez,A. Pérez,D,25,181,188,M,602812,EUR,764553600,D,25,25,False,,48.0,40.0,10.0,5.0,23.0,25.0,17.0,24.0,3.0,9.0,,,,,90.0,58.0,6.0,10.0,1,1.0,2.0,,7.0,2.0,2.0,,,,,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,
10434033,home,Giresunspor,Alper Uludağ,alper-uludag,A. Uludağ,D,,180,20,M,100102,EUR,660873600,D,6,6,False,,46.0,40.0,4.0,2.0,13.0,16.0,28.0,34.0,,3.0,,,,,90.0,63.0,6.1,11.0,1,4.0,1.0,,5.0,2.0,1.0,,,,,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,
10434033,home,Giresunspor,Murat Cem Akpinar,murat-cem-akpinar,M. C. Akpinar,M,11,173,41,M,873813,EUR,917136000,M,22,22,False,,24.0,19.0,2.0,1.0,11.0,13.0,8.0,13.0,1.0,4.0,,,,,63.0,41.0,6.7,8.0,4,2.0,,1.0,5.0,7.0,3.0,1.0,1.0,,1.0,3.0,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,,,,,,,,
10434033,home,Giresunspor,Hamidou Traoré,hamidou-traore,H. Traoré,M,6,175,134,M,333213,EUR,844646400,M,8,8,False,,55.0,45.0,10.0,6.0,21.0,28.0,24.0,27.0,,12.0,,,,,90.0,68.0,6.9,12.0,0,,,1.0,2.0,7.0,,3.0,2.0,,1.0,4.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,
10434033,home,Giresunspor,Serginho,serginho,Serginho,M,70,180,312,M,849301,EUR,797126400,M,10,10,False,,21.0,14.0,1.0,,2.0,2.0,14.0,24.0,,4.0,,,,,89.0,42.0,6.8,17.0,1,5.0,1.0,,9.0,3.0,2.0,5.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,,2.0,,,1.0,1.0,2.0,,,,,,
10434033,home,Giresunspor,Doğan Can Davas,dogan-can-davas,D. C. Davas,M,17,170,38,M,604856,EUR,872208000,M,17,17,False,,14.0,12.0,4.0,3.0,1.0,2.0,11.0,12.0,1.0,2.0,,,,,45.0,23.0,6.2,5.0,1,,,,4.0,3.0,1.0,4.0,2.0,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,
10434033,home,Giresunspor,Borja Sainz,borja-sainz,B. Sainz,F,17,174,2639,M,992567,EUR,980985600,M,7,7,False,,22.0,14.0,1.0,1.0,6.0,9.0,10.0,17.0,,3.0,,,,,86.0,43.0,7.1,16.0,3,4.0,1.0,2.0,7.0,8.0,1.0,4.0,1.0,,,1.0,,4.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,,
