match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_wasFouled,stat_totalOffside,player_sofascoreId,stat_dispossessed,stat_goals,stat_fouls,stat_wonContest,captain,stat_savedShotsFromInsideTheBox,stat_saves
11061796,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,377,M,610396,EUR,848102400,G,16,16,False,14.0,12.0,1.0,12.0,13.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,90.0,19.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,475,M,138126,EUR,759801600,D,29,29,False,88.0,85.0,1.0,46.0,46.0,49.0,,7.0,,,,,90.0,116.0,6.9,18.0,1,1.0,41.0,7.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5367,M,148155,EUR,698198400,D,5,5,False,99.0,88.0,4.0,45.0,49.0,50.0,2.0,7.0,,,,,90.0,112.0,6.6,11.0,4,2.0,43.0,,,1.0,2.0,6.0,1.0,,,2.0,2.0,,,4.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2594,M,979563,EUR,1025136000,D,22,22,False,91.0,85.0,6.0,30.0,31.0,61.0,1.0,5.0,,,,,90.0,96.0,7.5,6.0,1,4.0,56.0,1.0,1.0,,,2.0,,,,,,,1.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,
11061796,home,PSV Eindhoven,Patrick van Aanholt,,,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,False,34.0,30.0,2.0,10.0,11.0,28.0,,5.0,,,,,90.0,53.0,7.2,7.0,3,,23.0,5.0,3.0,,2.0,2.0,1.0,1.0,,,,,4.0,,1.0,1.0,2.0,,,1.0,,2.0,1.0,,,,,,,,
11061796,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10122,M,843754,EUR,881020800,M,6,6,False,89.0,79.0,4.0,24.0,25.0,64.0,1.0,15.0,,,,,90.0,97.0,8.3,13.0,1,3.0,55.0,,,,1.0,3.0,,,,2.0,1.0,1.0,4.0,1.0,,,1.0,,,,1.0,,,ibrahim_sangare,1.0,1.0,,,,,
11061796,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3777,M,850816,EUR,911433600,M,23,23,False,63.0,55.0,3.0,21.0,21.0,54.0,,6.0,,,,,67.0,87.0,7.8,16.0,3,2.0,40.0,12.0,6.0,,5.0,4.0,4.0,,2.0,1.0,1.0,1.0,5.0,3.0,,,1.0,,1.0,,2.0,,,,1.0,,,,,,
11061796,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6810,M,1088896,EUR,1050796800,M,27,27,False,33.0,27.0,,6.0,8.0,29.0,1.0,6.0,,,,,67.0,52.0,6.6,17.0,2,,21.0,4.0,,,6.0,,2.0,2.0,1.0,,,3.0,,,,,1.0,,,,,,1.0,johanbakayoko,2.0,1.0,,,,,
11061796,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2259,M,845798,EUR,882748800,M,20,20,False,25.0,21.0,1.0,5.0,5.0,22.0,,4.0,,,,,83.0,45.0,7.5,7.0,4,1.0,17.0,2.0,1.0,2.0,6.0,5.0,1.0,,3.0,4.0,3.0,1.0,2.0,,,,1.0,,,,,1.0,1.0,,1.0,1.0,3.0,,,,
11061796,home,PSV Eindhoven,Fábio Silva,,,fabio-silva,F. Silva,F,21,185,5311,M,954076,EUR,1027036800,M,10,10,False,30.0,26.0,3.0,6.0,7.0,24.0,,3.0,,,,,90.0,46.0,6.5,12.0,2,3.0,20.0,1.0,,3.0,8.0,4.0,1.0,4.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,fabio.silva,3.0,,,3.0,,,
11061796,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8550,M,40878,EUR,651715200,F,9,9,False,30.0,24.0,,6.0,7.0,24.0,,5.0,,,,,90.0,49.0,8.5,9.0,7,,18.0,1.0,,2.0,3.0,9.0,,4.0,,1.0,1.0,1.0,3.0,5.0,,4.0,3.0,,,1.0,1.0,,,luukdejong9,,,,3.0,True,,
11061796,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181,916,M,590700,EUR,803174400,M,15,15,True,18.0,17.0,1.0,3.0,3.0,15.0,,1.0,,,,,23.0,24.0,7.0,1.0,2,1.0,14.0,,,,,3.0,,,1.0,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Anwar El Ghazi,,,anwar-el-ghazi,A. E. Ghazi,M,27,188,867,M,362470,EUR,799459200,F,21,21,True,13.0,13.0,,1.0,1.0,18.0,,,,,,,23.0,26.0,7.3,6.0,1,,16.0,6.0,4.0,1.0,2.0,1.0,,1.0,1.0,,,,3.0,,,,,,,,1.0,,,,1.0,,,1.0,,,
11061796,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,D,17,17,True,7.0,7.0,,2.0,2.0,5.0,,,,,,,9.0,9.0,6.6,,0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Kjell Peersman,Kjell Peersman,,kjell-peersman,K. Peersman,G,30,194,180,M,1119871,EUR,1085097600,G,41,41,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,451,M,825838,EUR,920592000,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1078,M,825846,EUR,938649600,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061796,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,M,37,37,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
