match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_shotOffTarget,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_totalOffside
10385760,home,Chelsea,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,1,1,False,28.0,24.0,9.0,5.0,22.0,23.0,2.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,36.0,7.4,4.0,0.0,0.0,0.00021867,0,0.7337,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385760,home,Chelsea,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,28,28,False,75.0,59.0,4.0,,22.0,26.0,39.0,51.0,5.0,4.0,2.0,2.0,,,,,,,90.0,101.0,7.6,21.0,0.0705,0.0,0.223363,1,,True,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,
10385760,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,14,14,False,80.0,77.0,4.0,2.0,50.0,51.0,27.0,29.0,3.0,3.0,2.0,1.0,,,,,,,90.0,90.0,7.4,3.0,0.1357,0.0664,0.0194263,2,,,,,1.0,1.0,1.0,,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,
10385760,home,Chelsea,Kalidou Koulibaly,kalidou-koulibaly,K. Koulibaly,D,3,187,26311,M,kkoulibaly26,126071,EUR,677376000,D,26,26,False,80.0,72.0,7.0,2.0,52.0,55.0,20.0,25.0,9.0,8.0,5.0,4.0,,,,,,,90.0,93.0,7.8,8.0,0.0825,0.0,0.0130025,1,,,,,1.0,4.0,1.0,,,,4.0,1.0,,,1.0,,,,1.0,,,,,,,,,
10385760,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,32,32,False,68.0,59.0,3.0,2.0,28.0,31.0,33.0,40.0,5.0,5.0,4.0,,,,,,,,90.0,89.0,7.6,11.0,0.0,0.0,0.0379479,0,,,3.0,2.0,3.0,,5.0,,,,2.0,1.0,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,
10385760,home,Chelsea,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,12,12,False,38.0,34.0,,,7.0,7.0,27.0,31.0,,3.0,,,,,,,,,66.0,42.0,6.9,6.0,0.0452,0.0,0.204982,1,,,,,1.0,,5.0,1.0,1.0,,,,,1.0,2.0,,,,1.0,2.0,,,,,,,,
10385760,home,Chelsea,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,5,5,False,58.0,54.0,1.0,1.0,22.0,24.0,32.0,34.0,7.0,12.0,4.0,2.0,,,,,,,90.0,75.0,7.3,8.0,0.0242,0.1586,0.022079,1,,,,,,,4.0,1.0,,,,1.0,2.0,1.0,,1.0,,,,2.0,1.0,1.0,,3.0,,,,
10385760,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,48.0,40.0,1.0,,16.0,18.0,27.0,37.0,6.0,10.0,5.0,4.0,,,,,,,86.0,72.0,7.9,15.0,0.1473,0.0,0.408021,2,,,7.0,3.0,1.0,,6.0,2.0,1.0,,2.0,2.0,1.0,2.0,3.0,,,,2.0,,1.0,,,,,,,
10385760,home,Chelsea,Mason Mount,mason-mount,M. Mount,M,7,181,41304,M,MMount,836694,EUR,915926400,M,19,19,False,39.0,33.0,4.0,2.0,7.0,8.0,28.0,34.0,3.0,4.0,,,,,,,,,72.0,54.0,8.4,12.0,0.1291,0.0,0.430742,3,,,3.0,2.0,,1.0,3.0,1.0,1.0,1.0,,,,,5.0,,,,2.0,1.0,3.0,2.0,,1.0,2.0,,,
10385760,home,Chelsea,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,10,10,False,32.0,28.0,,,6.0,8.0,22.0,25.0,1.0,1.0,1.0,1.0,,,,,,,72.0,44.0,7.2,9.0,0.5015,0.6338,0.0211494,4,,,1.0,,,,2.0,,,,,,,,1.0,2.0,,,2.0,1.0,1.0,,,2.0,,1.0,1.0,
